code,name,est_sum_total_est
163302,بابل - قائمشهر,1421553
413172,کمربندي پل فسا شيراز (جنوب - شمال),1412739
753252,سه‌راهي بهار - همدان (مهدي‌آباد),1405791
753202,همدان - سه‌راهي بهار (مهدي‌آباد),1395652
973105,گرگان - علي آباد,1381966
163402,بابلسر - فريدونکنار,1369225
543101,امامزاده هاشم - تقاطع سراوان,1358601
543301,خمام - انزلي,1355105
163301,بابل - بابلسر,1354633
414806,مرودشت - شيراز (دوراهي لپويي - زرقان),1347366
413122,کمربندي پل فسا شيراز (شمال - جنوب),1344770
163201,بابل - آمل,1343954
543351,انزلي - خمام,1335240
213102,اصفهان - زرين‌شهر (فولادشهر),1333987
113403,رودهن - دماوند,1333483
163255,محمودآباد - آمل,1327365
313111,مشهد - شانديز,1325143
163103,ساري - نکا,1313772
163205,آمل - محمودآباد,1306018
543151,تقاطع سراوان - امامزاده هاشم,1305862
414856,شيراز - مرودشت (زرقان - دوراهي لپويي),1304862
114153,شهريار - رباط کريم,1304702
113903,تهران - شهريار (باغستان),1296211
113228,آزادراه تهران - ساوه (پرند),1282830
513155,شازند - اراک,1279049
113953,شهريار - تهران (باغستان),1276194
113909,ملارد - صفادشت,1276123
513105,اراک - شازند,1269203
313155,آزادراه باغچه - مشهد (مشهد),1267281
113453,دماوند - رودهن,1263209
113904,تهران - شهريار (شهر قدس),1258542
143173,کمربندي قم (کاشان - قم),1242829
973102,گرگان - کردکوي,1242580
163452,فريدونکنار - بابلسر,1241562
113206,آزادراه تهران - پرديس (عوارضي پرديس),1236495
163351,بابلسر - بابل,1235201
313105,آزادراه مشهد - باغچه (مشهد),1225685
163153,نکا - ساري,1219521
164652,عباس آباد - کلارآباد,1214354
164602,کلارآباد - عباس آباد,1212309
113428,جاده مخصوص تهران - کرج (وردآورد),1210988
113419.0,دماوند - فيروزکوه (دماوند - آبسرد),1208252
513264,اراک - سلفچگان (احمدآباد),1204188
543454,آستانه - کوچصفهان,1202260
973152,کردکوي - گرگان,1199729
113204,آزادراه تهران - ساوه (عوارضي تهران),1196625
543556,آزادراه قزوين - رشت (رستم‌آباد - امامزاده هاشم),1192976
164501,کمربندي نوشهر - چالوس,1189217
543154,فومن - رشت,1187903
543152,رودسر - لنگرود,1182950
114103,رباط کريم - شهريار,1178767
113352,آزادراه تهران، قم - اسلامشهر,1172773
113469,فيروزکوه - دماوند (آبسرد - دماوند),1168889
543155,آزادراه قزوين - رشت (رودبار - رستم‌آباد),1166807
143157,آزادراه تهران - قم (نعلبندان),1164887
213152,زرين‌شهر - اصفهان (فولادشهر),1161519
513605,آزادراه تهران - ساوه (سرزمين ايرانيان),1161024
543104,رشت - فومن,1156364
113954,شهريار - تهران (شهر قدس),1155230
543102,لنگرود - رودسر,1149079
543506,آزادراه رشت - قزوين (امامزاده هاشم - رستم‌آباد),1146279
263151,صوفيان - تبريز,1140678
113959,صفادشت - ملارد,1133989
513214,سلفچگان - اراک (احمدآباد),1124555
313161,شانديز - مشهد,1122416
973358,علي آباد - گرگان (متناظر سامانه توزين),1121133
215253,شهرضا - اصفهان (سه‌راهي مبارکه),1118908
543404,کوچصفهان - آستانه,1116286
163352,قائمشهر - بابل,1113507
263101,تبريز - صوفيان,1112395
543505,رودبار - منجيل,1112025
543105,آزادراه رشت - قزوين (رستم‌آباد - رودبار),1109595
113203,آزادراه تهران - قم (مجتمع ياس),1106751
164551,کمربندي چالوس - نوشهر,1103729
163104,خزرآباد - ساري,1103198
113478,جاده مخصوص کرج - تهران (وردآورد),1102020
313196,آزادراه باغچه - مشهد (باغچه),1096325
153157,آزادراه رشت - قزوين (مرز استان - کوهين),1092814
153107,آزادراه قزوين - رشت (کوهين - مرز استان),1091947
513655,آزادراه ساوه - تهران (سرزمين ايرانيان),1089764
163810.0,چالوس - کلارآباد,1088290
973308,گرگان - علي آباد (متناظر سامانه توزين),1087860
215203,اصفهان - شهرضا (سه‌راهي مبارکه),1080688
163802,عباس آباد - تنکابن,1073777
143174,کمربندي قم (اراک - قم),1072521
163801.0,"0     تنکابن - رامسر
1     تنکابن - رامسر
2     تنکابن - رامسر
3     تنکابن - رامسر
4     تنکابن - رامسر
5     تنکابن - رامسر
6     تنکابن - رامسر
7     تنکابن - رامسر
8     تنکابن - رامسر
9     تنکابن - رامسر
10    تنکابن - رامسر
11    تنکابن - رامسر
12    تنکابن - رامسر
13    تنکابن - رامسر
14    تنکابن - رامسر
15    تنکابن - رامسر
16    تنکابن - رامسر
17    تنکابن - رامسر
18    تنکابن - رامسر
19    تنکابن - رامسر
20    تنکابن - رامسر
21    تنکابن - رامسر
22    تنکابن - رامسر
23    تنکابن - رامسر
24    تنکابن - رامسر
25    تنکابن - رامسر
26    تنکابن - رامسر
27    تنکابن - رامسر
28    تنکابن - رامسر
29    تنکابن - رامسر
30    تنکابن - رامسر
31    تنکابن - رامسر
32    تنکابن - رامسر
33    تنکابن - رامسر
34    تنکابن - رامسر
35    تنکابن - رامسر
36    تنکابن - رامسر
37    تنکابن - رامسر
38    تنکابن - رامسر
Name: name, dtype: object",1072184
163852,تنکابن - عباس آباد,1068557
313902,مشهد - چناران (گلبهار - چناران),1067694
313146,آزادراه مشهد - باغچه (باغچه),1064435
713151.0,بيستون - کرمانشاه,1059468
163860.0,کلارآباد - چالوس,1058449
143124,کمربندي قم (قم - اراک),1057363
953101,بوشهر - چغادک (چغادک),1055357
113603,آزادراه تهران، قم - فرودگاه امام خميني,1042401
363803,خرمشهر - آبادان,1039981
164751,بهشهر - نکا,1032672
153185,آزادراه قزوين - زنجان (قبل از عوارضي3),1028077
543602.0,رودسر - کلاچاي,1027570
313952,چناران - مشهد (چناران - گلبهار),1026175
543280,آزادراه قزوين - رشت (امامزاده هاشم),1025770
363853,آبادان - خرمشهر,1016228
414201,کمربندي اکبرآباد شيراز (جنوب - شمال),1014440
413102,شيراز - سپيدان (شيراز - سه‌راهي قلات),1013954
543555,منجيل - رودبار,1012247
643155,بندررجائي - بندرعباس (تقاطع غير همسطح),1010974
183164,جاده قديم قزوين - کرج (کمالشهر),1006175
153156,آزادراه رشت - قزوين (کوهين - محمودآباد),1006102
113353,شهريار - آدران,1003782
543652,کلاچاي - رودسر,999503
753102,سه‌راهي صالح‌آباد - همدان,998552
643105,بندرعباس - بندررجائي (تقاطع غير همسطح),998130
163751,نور - محمودآباد,996732
543230,آزادراه رشت - قزوين (امامزاده هاشم),996012
414251,کمربندي اکبرآباد شيراز (شمال - جنوب),995911
513153,بروجرد - اراک,992580
153135,آزادراه کنارگذر زنجان - قزوين (بعد از عوارضي 3),979018
164402,نور - نوشهر (نور - سي سنگان),976915
313223,نيشابور - مشهد (نيشابور),976176
713101,کرمانشاه - بيستون,973857
413152,سپيدان - شيراز (سه‌راهي قلات - سپيدان),973187
153155,آزادراه رشت - قزوين (محمودآباد - قزوين),969580
573151,مهاباد - اروميه (رشکان - اروميه),969450
543503,آزادراه رشت - قزوين (لوشان - مرز استان),963245
513102,سلفچگان - اراک (کارچان),960807
164452,نوشهر - نور (سي سنگان - نور),953456
753151.0,همدان - کوريجان,953182
753152,همدان - سه‌راهي صالح‌آباد,950644
953151,چغادک - بوشهر (چغادک),947864
513603,آزادراه تهران - ساوه (مامونيه),944652
163154.0,ساري - خزرآباد,941870
143158,آزادراه کاشان - قم (مشکات - تقاطع جاده قديم),938428
184206,كرج - ماهدشت,936755
114413,شريف آباد - گرمسار,934400
153163,آزادراه زنجان - قزوين (تاکستان),932145
214701,نجف‌آباد - تيران,932061
143108,آزادراه قم - کاشان (تقاطع جاده قديم - مشکات),928004
214751,تيران - نجف‌آباد,923700
413104,شيراز - کازرون (شيراز - خان زنيان),921605
513103,اراک - بروجرد,921220
413154,کازرون - شيراز (خان زنيان - شيراز),920421
113653.0,فرودگاه امام خميني - آزادراه قم، تهران,920414
753101.0,کوريجان - همدان,917888
143118,قم - سلفچگان,911492
164701,نکا - بهشهر,908861
513653,آزادراه ساوه - تهران (مامونيه),906504
543904,اسالم - تالش,905990
183114,جاده قديم کرج - قزوين (کمالشهر),905877
153106,آزادراه قزوين - رشت (محمودآباد - کوهين),885082
413156,کوار - شيراز (سه‌راهي کوار - شيراز),875300
953114,خروجي بوشهر (بوشهر - چغادک),866463
513152.0,اراک - سلفچگان (کارچان),864467
313273,مشهد - نيشابور (نيشابور),859674
413106,شيراز - کوار (شيراز - سه‌راهي کوار),853961
164151,فيروزکوه - قائمشهر (شيرگاه - قائمشهر),851923
543954,تالش - اسالم,851520
773206,شهرکرد - فرخشهر,851424
773256,فرخشهر - شهرکرد,848233
163901,رامسر - چابکسر,845873
215115,مورچه خورت - شاهين شهر(جنب WIM),843105
153113,آزادراه قزوين - زنجان (تاکستان),841860
214202,آزادراه کاشان - قم (کاشان - مشکات),840894
573102,اروميه - سلماس (اروميه),837555
213103,اصفهان - مورچه‌خورت (پليس‌راه),837025
753558,کوريجان - همدان (سامانه WIM),836431
143105,قم - سلفچگان (قم),833515
153104,آزادراه قزوين - زنجان (تاکستان - مرز استان),832298
143110,سلفچگان - راهجرد (سلفچگان),829500
573152,سلماس - اروميه (اروميه),828195
643805,ميناب - بندرعباس (پل شور),826866
753508,همدان - کوريجان (سامانه WIM),824243
215165,شاهين شهر - مورچه خورت(جنب WIM),821954
363603,ماهشهر - بندرامام,817396
183112,کرج - تهران (جاده مخصوص),816552
153162,آزادراه زنجان - قزوين (اقباليه),812385
163551,گلوگاه - بهشهر,812211
143175,راهجرد - سلفچگان,807723
163254,بابل - گتاب,805137
164101,قائمشهر - فيروزکوه (قائمشهر - شيرگاه),804403
143155,سلفچگان - قم (قم),803682
543269,تقاطع سراوان - رشت,800304
973351,آزادشهر - علي آباد,799318
114451,شريف آباد - پاکدشت,798279
323101,بجنورد - شيروان (بجنورد),797772
153105,آزادراه قزوين - رشت (قزوين - محمودآباد),797718
163951,چابکسر - رامسر,797251
323151,شيروان - بجنورد (بجنورد),792407
543219,رشت - تقاطع سراوان,789935
163204,گتاب - بابل,787891
213153,مورچه‌خورت - اصفهان (پليس‌راه),784899
214252.0,آزادراه قم - کاشان (مشکات - کاشان),784023
973301.0,علي آباد - آزادشهر,780326
214752,نجف‌آباد - خميني‌شهر,779737
973156,آق قلا - گرگان,776383
163401,فريدونکنار - محمودآباد,775688
153164,آزادراه کرج - قزوين (3کيلومتر بعد از عوارضي1 قزوين),775443
214702,خميني‌شهر - نجف‌آباد,772933
543310,بندرانزلي - حسن رود,772918
215104,آزادراه شاهين‌شهر - اصفهان (آزادراه معلم),770547
713853,سه راهي هرسين - بيستون,768728
143168.0,سلفچگان - قم,768349
163207,رودهن - آمل (پارک جنگلي آمل - آمل),767270
113213,تهران - لواسانات (طلائيه),765291
713102,کرمانشاه - قزانچي,763969
143160,راهجرد - سلفچگان (سلفچگان),763827
713803,بيستون - سه راهي هرسين,759706
153154,آزادراه زنجان - قزوين (مرز استان - تاکستان),755800
163257,آمل - رودهن (آمل - پارک جنگلي آمل),755120
543360,حسن رود - بندر انزلي,753104
513612,جاده قديم ساوه - تهران (ساوه - شهرک صنعتي کاوه),750756
214239.0,آزادراه کاشان - نطنز(جنب WIM),750139
164401,نور - نوشهر (سی سنگان - نوشهر),747511
953264,برازجان - بوشهر,746869
513699,آزادراه ساوه - سلفچگان (عوارضي سلفچگان),745230
973401,کردکوي - گلوگاه,744089
214206,آزادراه نطنز - کاشان (کاشان),742210
573101,اروميه - مهاباد (اروميه - رشکان),741105
543659.0,رامسر - چابکسر (مرز استان),740459
363253,شوش - اهواز (شوش - الوان),734495
363753,سه راهي آغاجاري - بهبهان,734153
913276,آستارا - اردبيل (گيلانده - اردبيل),733970
973106,گرگان - آق قلا,730713
363279,شوش - اهواز (اهواز),728484
164155,فيروزکوه - قائمشهر (پل سفيد - شيرگاه),727633
163560,کردکوي - گلوگاه (گلوگاه),726076
873402,شريف آباد - ايوانکي,725945
263152,آذرشهر - ايلخچي,722888
973451,گلوگاه - کردکوي,718648
873405,گرمسار - آرادان,713799
873452,ايوانکي - شريف‌آباد,711476
164105,قائمشهر - فيروزکوه (شيرگاه - پل سفيد),711424
813102,خرم‌آباد - سه‌راهي چالان چولان (بروجرد),709967
263102,ايلخچي - آذرشهر,708880
163851,رامسر - تنکابن,708234
913101,اردبيل - آستارا (گيلانده - نمين),706825
913151,آستارا - اردبيل (نمين - گيلانده),702544
543651,چابکسر - کلاچاي,702068
643144,سه راه بابا غلام - بندرعباس,699092
453254,ماهان - کرمان(هفت باغ علوي),697285
363703,بهبهان - سه راهي آغاجاري,697194
543601,کلاچاي - چابکسر,696450
813258,پلدختر - خرم‌آباد (چم انجير),696354
153114,آزادراه قزوين - کرج (3کيلومتر مانده به عوارضي 1 قزوين),694412
543609.0,چابکسر - رامسر (مرز استان),693582
713153,ماهيدشت - کرمانشاه,693013
313145,نيشابور - مشهد (قدمگاه),691285
164154,کرج - چالوس (مرزن آباد - دوآب),690559
184202,ماهدشت - اشتهارد,689722
973952,گنبد - آزادشهر,682348
453204,کرمان - ماهان (هفت باغ علوي),679402
713152,قزانچي - کرمانشاه,677741
513649,آزادراه سلفچگان - ساوه (عوارضي سلفچگان),675915
113263,لواسانات - تهران (طلائيه),674700
363154,ملاثاني - اهواز,674697
153136,آزادراه قزوين - آبيک (عوارضي 1 قزوين),674254
263652,بناب - مراغه,674243
363229,اهواز - شوش (اهواز),670455
913225,اردبیل - نير (اردبیل),669274
113474,آبعلي - رودهن,668843
753153,جوکار - همدان,667954
953214,بوشهر - برازجان,667627
163453,بهنمير - بابلسر,666191
773151,سورشجان - شهرکرد,665816
163105,ساري - جويبار,661527
113913,شهريار(بلوار وليعصر) - ملارد,655498
753103,همدان - جوکار,652173
513662,جاده قديم تهران - ساوه (شهرک صنعتي کاوه - ساوه),650064
713103,کرمانشاه - ماهیدشت,649349
773101,شهرکرد - سورشجان,648926
263301,سهند - تبريز,648325
543109,رشت - پير بازار,646603
363151,ورودي شرق اهواز,644286
573272,بند - اروميه,644215
363653,بندر امام - ماهشهر,644189
873377,بسطام - شاهرود,641921
215154,آزادراه اصفهان - شاهين‌شهر (آزادراه معلم),641501
163214,آمل - رودهن (شاه زيد - سه راه بلده),640557
363104,اهواز - ملاثاني,639767
573222,اروميه - بند,637512
264252,ملکان - بناب,635606
163263.0,"0     رودهن - آمل (شاه زيد - سه راه سنگچال)
1     رودهن - آمل (شاه زيد - سه راه سنگچال)
2     رودهن - آمل (شاه زيد - سه راه سنگچال)
3     رودهن - آمل (شاه زيد - سه راه سنگچال)
4     رودهن - آمل (شاه زيد - سه راه سنگچال)
5     رودهن - آمل (شاه زيد - سه راه سنگچال)
6     رودهن - آمل (شاه زيد - سه راه سنگچال)
7     رودهن - آمل (شاه زيد - سه راه سنگچال)
8     رودهن - آمل (شاه زيد - سه راه سنگچال)
9     رودهن - آمل (شاه زيد - سه راه سنگچال)
10    رودهن - آمل (شاه زيد - سه راه سنگچال)
11    رودهن - آمل (شاه زيد - سه راه سنگچال)
12    رودهن - آمل (شاه زيد - سه راه سنگچال)
13    رودهن - آمل (شاه زيد - سه راه سنگچال)
14    رودهن - آمل (شاه زيد - سه راه سنگچال)
15    رودهن - آمل (شاه زيد - سه راه سنگچال)
16    رودهن - آمل (شاه زيد - سه راه سنگچال)
17    رودهن - آمل (شاه زيد - سه راه سنگچال)
18    رودهن - آمل (شاه زيد - سه راه سنگچال)
19    رودهن - آمل (شاه زيد - سه راه سنگچال)
20    رودهن - آمل (شاه زيد - سه راه سنگچال)
21    رودهن - آمل (شاه زيد - سه راه سنگچال)
22    رودهن - آمل (شاه زيد - سه راه سنگچال)
23    رودهن - آمل (شاه زيد - سه راه سنگچال)
24    رودهن - آمل (شاه زيد - سه راه سنگچال)
25    رودهن - آمل (شاه زيد - سه راه سنگچال)
26    رودهن - آمل (شاه زيد - سه راه سنگچال)
27    رودهن - آمل (شاه زيد - سه راه سنگچال)
28    رودهن - آمل (شاه زيد - سه راه سنگچال)
29    رودهن - آمل (شاه زيد - سه راه سنگچال)
30    رودهن - آمل (شاه زيد - سه راه سنگچال)
31    رودهن - آمل (شاه زيد - سه راه سنگچال)
32    رودهن - آمل (شاه زيد - سه راه سنگچال)
33    رودهن - آمل (شاه زيد - سه راه سنگچال)
34    رودهن - آمل (شاه زيد - سه راه سنگچال)
35    رودهن - آمل (شاه زيد - سه راه سنگچال)
36    رودهن - آمل (شاه زيد - سه راه سنگچال)
37    رودهن - آمل (شاه زيد - سه راه سنگچال)
38    رودهن - آمل (شاه زيد - سه راه سنگچال)
Name: name, dtype: object",634919
313151,نيشابور - سه‌راه باغچه (ابرش),633680
213220,اصفهان - شهرضا (جنب wim),632361
163501.0,بهشهر - گلوگاه,630821
413111,کوار - شيراز (کوار - سه‌راهي کوار),630021
213270,شهرضا - اصفهان (روبروي wim),629460
873327,شاهرود - بسطام,629290
643194,بندرعباس - سه راه بابا غلام,628784
873455,آرادان - گرمسار,628586
114463,گرمسار - شريف آباد,628567
163271,آمل- رودهن(پلور- امامزاده هاشم),628526
113502,دماوند - فيروزکوه (سه‌راهي ارجمند - فيروزکوه),627214
544251,فومن - بازارجمعه,625344
264203,ملکان - مياندوآب (ملکان),624548
913226,اردبيل - آستارا (اردبيل - گيلانده),621525
513658,آزادراه سلفچگان - ساوه (آوه - ساوه),621338
163221,رودهن -آمل ( امامزاده هاشم- پلور),619425
264552,مرند - صوفيان,617942
574353,ملکان - مياندوآب (مياندوآب),617522
163403,بابلسر - بهنمير,617348
183268,آزادراه كرج- تهران (همت-مرز استان),617007
164603,آزادراه شمال - تهران (چالوس - مرزن‌آباد),616316
163213.0,"0     آمل - رودهن (سه راه سنگچال - شاه زيد)
1     آمل - رودهن (سه راه سنگچال - شاه زيد)
2     آمل - رودهن (سه راه سنگچال - شاه زيد)
3     آمل - رودهن (سه راه سنگچال - شاه زيد)
4     آمل - رودهن (سه راه سنگچال - شاه زيد)
5     آمل - رودهن (سه راه سنگچال - شاه زيد)
6     آمل - رودهن (سه راه سنگچال - شاه زيد)
7     آمل - رودهن (سه راه سنگچال - شاه زيد)
8     آمل - رودهن (سه راه سنگچال - شاه زيد)
9     آمل - رودهن (سه راه سنگچال - شاه زيد)
10    آمل - رودهن (سه راه سنگچال - شاه زيد)
11    آمل - رودهن (سه راه سنگچال - شاه زيد)
12    آمل - رودهن (سه راه سنگچال - شاه زيد)
13    آمل - رودهن (سه راه سنگچال - شاه زيد)
14    آمل - رودهن (سه راه سنگچال - شاه زيد)
15    آمل - رودهن (سه راه سنگچال - شاه زيد)
16    آمل - رودهن (سه راه سنگچال - شاه زيد)
17    آمل - رودهن (سه راه سنگچال - شاه زيد)
18    آمل - رودهن (سه راه سنگچال - شاه زيد)
19    آمل - رودهن (سه راه سنگچال - شاه زيد)
20    آمل - رودهن (سه راه سنگچال - شاه زيد)
21    آمل - رودهن (سه راه سنگچال - شاه زيد)
22    آمل - رودهن (سه راه سنگچال - شاه زيد)
23    آمل - رودهن (سه راه سنگچال - شاه زيد)
24    آمل - رودهن (سه راه سنگچال - شاه زيد)
25    آمل - رودهن (سه راه سنگچال - شاه زيد)
26    آمل - رودهن (سه راه سنگچال - شاه زيد)
27    آمل - رودهن (سه راه سنگچال - شاه زيد)
28    آمل - رودهن (سه راه سنگچال - شاه زيد)
29    آمل - رودهن (سه راه سنگچال - شاه زيد)
30    آمل - رودهن (سه راه سنگچال - شاه زيد)
31    آمل - رودهن (سه راه سنگچال - شاه زيد)
32    آمل - رودهن (سه راه سنگچال - شاه زيد)
33    آمل - رودهن (سه راه سنگچال - شاه زيد)
34    آمل - رودهن (سه راه سنگچال - شاه زيد)
35    آمل - رودهن (سه راه سنگچال - شاه زيد)
36    آمل - رودهن (سه راه سنگچال - شاه زيد)
37    آمل - رودهن (سه راه سنگچال - شاه زيد)
38    آمل - رودهن (سه راه سنگچال - شاه زيد)
Name: name, dtype: object",614893
363101,خروجي شرق اهواز,613617
163264,رودهن - آمل (سه راه بلده - شاه زيد),609797
753244,آزادراه همدان _ ساوه (چپقلو),608571
213114,اصفهان - فرودگاه(قهجاورستان),607327
543159,پيربازار - رشت,606908
113552,فيروزکوه - دماوند (فيروزکوه - سه‌راهي ارجمند),606604
813208,خرم‌آباد - پلدختر (چم انجير),602925
183105,کرج - چالوس (گچسر),602810
313954,چناران - قوچان (دستگاه توزين),602365
163510,گلوگاه - کردکوي (گلوگاه),601299
164605.0,چالوس - کرج (هزارچم - سياه بيشه),601216
413272,کازرون - شیراز (جنب سیستم WIM),600538
164654,چالوس - کرج (مرزن آباد - مکارود),600504
164104,چالوس - کرج (دوآب - مرزن آباد),600446
163258,آمل - رودهن (گزنک - پلور),599727
164451,نوشهر - نور (نوشهر - سي سنگان),599720
813154,دورود - سه راهي چالان چولان,598232
163265,رودهن - آمل (پنجاب - سه راه بلده),596497
264502,صوفيان - مرند,593766
973651,گاليکش - مينودشت,593314
164653,آزادراه تهران - شمال (مرزن‌آباد - چالوس),593074
973902,آزادشهر - گنبد,592750
543953,اسالم - پونل,592307
313951,قوچان - چناران (سه‌راه چکنه - چناران),591451
163216,آمل - رودهن (پنجاب - گزنک),591015
453103.0,کرمان - باغين,590410
913275,نير - اردبیل (اردبیل),590152
263602,مراغه - بناب,589940
643852,ميناب - سه‌راهي چاه اسماعيل,589904
544201,بازارجمعه - فومن,588633
643154,سه‌راهي چاه اسماعيل - بندرعباس,587984
453153,باغين - کرمان,587832
413174,کازرون - شيراز (دشت ارژن - خان زنيان),585257
213156,زيار - اصفهان,584645
543903,پونل - اسالم,583488
163262.0,رودهن - آمل (سه راه سنگچال - پارک جنگلي),583110
163155.0,جويبار - ساري,582989
164604,کرج - چالوس (مکارود - مرزن آباد),582326
574303,مياندوآب - ملکان (مياندوآب),581664
973601,مينودشت - گاليکش,581172
413161,شيراز - کوار (سه‌راهي کوار - کوار),580941
213602,داران - تيران,580671
183219,آزادراه تهران- کرج (همت-بعد از تونل),579896
263401,تبريز - خواجه,577703
313195,مشهد - نيشابور (قدمگاه),576473
713107,ماهيدشت - اسلام آباد,576176
153186,آزادراه آبيک - قزوين (عوارضي 1 قزوين),575818
113404,دماوند - فيروزکوه (امين‌آباد - سه‌راه ارجمند),575086
413222,شيراز - کازرون (جنب سيستم WIM),574271
513671,آزادراه همدان - ساوه (عوارضي ساوه),573966
163266,رودهن - آمل (گزنک - پنجاب),573754
263161,آزادراه زنجان - تبريز (عوارضي تبريز - تبريز),572897
753294,آزادراه ساوه _ همدان (چپقلو),572626
263287.0,آزادراه زنجان - تبريز (بستان آباد),570828
264455,آزادراه زنجان - تبريز (بستان‌آباد - عوارضي تبريز),570815
513621,آزادراه ساوه - همدان (عوارضي ساوه),570383
313904,قوچان - چناران (دستگاه توزين),569934
873308,دامغان - شاهرود (دهملا - شاهرود),569759
