code,name,est_sum_total_est
543553,آزادراه قزوين - رشت (مرز استان - لوشان),735638
543351,انزلي - خمام (متناظر توزين),734098
973105,گرگان - علي آباد,730932
113464,کمربندي جنوبي رودهن (دماوند - پرديس),724912
313155,آزادراه باغچه - مشهد (مشهد),724349
163201,بابل - آمل,718492
543503,آزادراه رشت - قزوين (لوشان - مرز استان),714580
513155,شازند - اراک,708448
973102,گرگان - کردکوي,703559
414857.0,شيراز - مرودشت (دو راهي لپويي - مرودشت),703418
163351.0,بابلسر - بابل,702289
313105,آزادراه مشهد - باغچه (مشهد),701357
153157,آزادراه رشت - قزوين (مرز استان - کوهين),694267
215203,اصفهان - شهرضا (سه‌راهي مبارکه) (متناظر توزين),693362
153107,آزادراه قزوين - رشت (کوهين - مرز استان),692639
414805,مرودشت - شيراز (زرقان - رکن‌آباد),692456
163251,آمل - بابل,691854
543151,تقاطع سراوان - امامزاده هاشم,690042
153156,آزادراه رشت - قزوين (کوهين - محمودآباد),682424
414807.0,مرودشت - شيراز (مرودشت - دو راهي لپويي),681465
414804,مرودشت - شيراز (رکن‌آباد - اکبرآباد),675962
413102,شيراز - سپيدان (شيراز - سه‌راهي قلات),675676
753202,همدان - سه‌راهي بهار (مهدي‌آباد),670284
114401,پاکدشت - شريف آباد,669412
543454,آستانه - کوچصفهان,667899
163153.0,نکا - ساري (متناظر توزين),664674
513605,آزادراه تهران - ساوه (سرزمين ايرانيان),663107
163810,چالوس - کلارآباد,662982
543152,رودسر - لنگرود,655158
163860,کلارآباد - چالوس,653814
163751,نور - محمودآباد,653377
163402,بابلسر - فريدونکنار,652227
113228,آزادراه تهران - ساوه (پرند),651846
163302,بابل - قائمشهر,651033
973152,کردکوي - گرگان,649104
544552,لنگرود - لاهيجان,648110
413172.0,کمربندي پل فسا شيراز (جنوب - شمال),647469
113403,رودهن - دماوند,638843
543102,لنگرود - رودسر,637922
413122,کمربندي پل فسا شيراز (شمال - جنوب),630763
414806,مرودشت - شيراز (دوراهي لپويي - زرقان),630116
163452,فريدونکنار - بابلسر,627622
114103,رباط کريم - شهريار,627383
414856,شيراز - مرودشت (زرقان - دوراهي لپويي),626912
113453,دماوند - رودهن,622787
313196,آزادراه باغچه - مشهد (باغچه),621336
513264.0,اراک - سلفچگان (احمدآباد),621078
113419,دماوند - فيروزکوه (دماوند - آبسرد),619129
973358,علي آباد - گرگان,618835
313161,شانديز - مشهد,615261
543404,کوچصفهان - آستانه,613748
543104,رشت - فومن,613134
713151,بيستون - کرمانشاه,611420
163301,بابل - بابلسر,610668
113863,جاجرود - تهران,610417
143124,کمربندي قم (قم - اراک),610346
164451,نوشهر - نور (نوشهر - سي سنگان),610213
543154,فومن - رشت,609594
153106,آزادراه قزوين - رشت (محمودآباد - کوهين),608862
313111,مشهد - شانديز,607379
213163,آزادراه زرين شهر - اصفهان(فلاورجان),604498
114451,شريف آباد - پاکدشت,604165
113903.0,تهران - شهريار (باغستان),602204
143158,آزادراه کاشان - قم (مشکات - تقاطع جاده قديم),601970
953101,بوشهر - چغادک (چغادک),600931
413152,سپيدان - شيراز (سه‌راهي قلات - سپيدان),595040
513214.0,سلفچگان - اراک (احمدآباد),594905
163802.0,عباس آباد - تنکابن,594052
313902,مشهد - چناران (گلبهار - چناران),591543
164751,بهشهر - نکا,590590
113953.0,شهريار - تهران (باغستان),590404
163801,تنکابن - رامسر,589005
163852.0,تنکابن - عباس آباد,588579
153105,آزادراه قزوين - رشت (قزوين - محمودآباد),586913
143173,کمربندي قم (کاشان - قم),582703
513655,آزادراه ساوه - تهران (سرزمين ايرانيان),581865
113469,فيروزکوه - دماوند (آبسرد - دماوند),581216
313146,آزادراه مشهد - باغچه (باغچه),580751
113428.0,جاده مخصوص تهران - کرج (وردآورد),578826
153185,آزادراه قزوين - زنجان (قبل از عوارضي3),575931
143108,آزادراه قم - کاشان (تقاطع جاده قديم - مشکات),571499
313223,نيشابور - مشهد (نيشابور) (متناظر توزين),568870
164602.0,کلارآباد - عباس آباد,567500
164452,نوشهر - نور (سي سنگان - نور),566258
643105,بندرعباس - بندررجائي (تقاطع غير همسطح),562705
153135,آزادراه کنارگذر زنجان - قزوين (بعد از عوارضي 3),559969
153155,آزادراه رشت - قزوين (محمودآباد - قزوين),557078
753102,سه‌راهي صالح‌آباد - همدان,555920
164402,نور - نوشهر (نور - سي سنگان),552156
163154,ساري - خزرآباد,550910
753151,همدان - کوريجان,547869
153104,آزادراه قزوين - زنجان (تاکستان - مرز استان),547636
953151,چغادک - بوشهر (چغادک),545268
313952,چناران - مشهد (چناران - گلبهار),543618
164401,نور - نوشهر (سی سنگان - نوشهر),542926
113353,شهريار - آدران,542894
153162,آزادراه زنجان - قزوين (اقباليه) (متناظر توزين),542451
153221.0,بوئين زهرا - اشتهارد,542446
673551,آزادراه قزوين - زنجان (مرز استان - ابهر),541562
673501,آزادراه زنجان - قزوين (ابهر - مرز استان),536922
673156,آزادراه قزوين - زنجان (سلطانيه - زنجان),535529
673554,آزادراه قزوين - زنجان (صائين قلعه - سلطانيه),530213
513153,بروجرد - اراک,529908
713101,کرمانشاه - بيستون,529457
164652,عباس آباد - کلارآباد,527940
513653,آزادراه ساوه - تهران (مامونيه),526054
543310,بندرانزلي - حسن رود,525540
163901.0,رامسر - چابکسر,525116
543652,کلاچاي - رودسر,521504
643155.0,بندررجائي - بندرعباس (تقاطع غير همسطح),520842
753152,همدان - سه‌راهي صالح‌آباد,520347
543602,رودسر - کلاچاي,519552
153163,آزادراه زنجان - قزوين (تاکستان),518380
113352,آزادراه تهران، قم - اسلامشهر,517480
215253,شهرضا - اصفهان (سه‌راهي مبارکه),516870
414251,کمربندي اکبرآباد شيراز (شمال - جنوب),516501
543105,آزادراه رشت - قزوين (رستم‌آباد - رودبار),514560
673162,آزادراه قزوين - زنجان (خرمدره - صائين قلعه),513193
363803,خرمشهر - آبادان,508927
673106,آزادراه زنجان - قزوين (زنجان - سلطانيه) (متناظر توزين),507553
143118,قم - سلفچگان,507071
543659.0,رامسر - چابکسر (مرز استان),506772
543360,حسن رود - بندر انزلي,504899
213255,کمربندي شرق اصفهان (جاده نائين - سپاهان شهر),503649
143202,عوارضي قم - کاشان,503290
113603,آزادراه تهران، قم - فرودگاه امام خميني,502655
143105,قم - سلفچگان (قم),501382
163951,چابکسر - رامسر,501184
543904,اسالم - تالش,499166
543269,تقاطع سراوان - رشت,499091
363853,آبادان - خرمشهر,498855
113302,اسلامشهر - آزادراه تهران، قم,498315
313273,مشهد - نيشابور (نيشابور) (متناظر توزين),496615
263101,تبريز - صوفيان,495677
113478.0,جاده مخصوص کرج - تهران (وردآورد),489454
214701,نجف‌آباد - تيران,489022
513603,آزادراه تهران - ساوه (مامونيه),488266
413154.0,کازرون - شيراز (خان زنيان - شيراز),486680
673112,آزادراه زنجان - قزوين (صائين قلعه - خرمدره),486077
413104.0,شيراز - کازرون (شيراز - خان زنيان),485618
753558,کوريجان - همدان (متناظر توزين),483022
214751,تيران - نجف‌آباد,481183
543954,تالش - اسالم,468086
153154,آزادراه زنجان - قزوين (مرز استان - تاکستان),467338
543609.0,چابکسر - رامسر (مرز استان),465835
164701,نکا - بهشهر,464790
813102,خرم‌آباد - سه‌راهي چالان چولان (بروجرد),463688
113653,فرودگاه امام خميني - آزادراه قم، تهران,463313
214202,آزادراه کاشان - قم (کاشان - مشکات),462886
143155,سلفچگان - قم (قم),461405
413106.0,شيراز - کوار (شيراز - سه‌راهي کوار),461317
513103,اراک - بروجرد,457724
573102,اروميه - سلماس (اروميه),448211
163501,بهشهر - گلوگاه,447481
113416,فيروزکوه - دماوند (آبسرد - گيلاوند),447401
673504,آزادراه زنجان - قزوين (سلطانيه - صائين قلعه),445392
214289,آزادراه نطنز - کاشان,439661
414201,کمربندي اکبرآباد شيراز (جنوب - شمال),439438
973401,کردکوي - گلوگاه,439178
143175,راهجرد - سلفچگان,438162
873405,گرمسار - آرادان,437055
163551,گلوگاه - بهشهر,436874
143168,سلفچگان - قم,434821
713803,بيستون - سه راهي هرسين (متناظر توزين),431766
263151,صوفيان - تبريز,431050
323101,بجنورد - شيروان (بجنورد),430106
153186,آزادراه آبيک - قزوين (عوارضي 1 قزوين),429503
164155,فيروزکوه - قائمشهر (پل سفيد - شيرگاه),428831
164154,کرج - چالوس (مرزن آباد - دوآب),428428
773206,شهرکرد - فرخشهر,425103
153136,آزادراه قزوين - آبيک (عوارضي 1 قزوين),423973
163207,رودهن - آمل (پارک جنگلي آمل - آمل) (متناظر توزين),423005
153112,آزادراه قزوين - زنجان (اقباليه),422548
113467,فيروزکوه - دماوند (سربندان - آبسرد),422375
713102,کرمانشاه - قزانچي,421914
753101,کوريجان - همدان,421816
153113,آزادراه قزوين - زنجان (تاکستان),421435
114153,شهريار - رباط کريم,419422
513102,سلفچگان - اراک (کارچان),419392
913225,اردبیل - نير (اردبیل),418348
164151,فيروزکوه - قائمشهر (شيرگاه - قائمشهر),417675
313194,تربت‌حيدريه - مشهد (رباط سفيد - باغچه),417511
673260,آزادراه تبريز - زنجان (بين دو عوارضي زنجان),417260
323151,شيروان - بجنورد (بجنورد),416572
773256,فرخشهر - شهرکرد,414933
163257,آمل - رودهن (آمل - پارک جنگلي آمل),414496
673105,آزادراه زنجان - تبريز (عوارضي زنجان),414270
163560,کردکوي - گلوگاه (گلوگاه),412822
933109,يزد - تفت,412242
973451,گلوگاه - کردکوي,411892
313145,نيشابور - مشهد (قدمگاه),408182
163105,ساري - جويبار,407192
163213,آمل - رودهن (سه راه سنگچال - شاه زيد),407009
163103,ساري - نکا,404929
163104,خزرآباد - ساري,404089
143166,آزادراه کاشان - قم (تقاطع جاده قديم - قم),403401
113418,دماوند - فيروزکوه (سربندان - امين‌آباد),402351
673404.0,آزادراه زنجان - تبريز (نيک‌پي - سرچم),401807
813152,سه‌راهي چالان چولان - خرم‌آباد (بروجرد),401710
953264,برازجان - بوشهر (متناظر توزين),400525
643805,ميناب - بندرعباس (پل شور) (متناظر توزين),400296
153164,آزادراه کرج - قزوين (3کيلومتر بعد از عوارضي1 قزوين),399241
164101,قائمشهر - فيروزکوه (قائمشهر - شيرگاه),398710
163212,آمل - رودهن (پارک جنگلي - سه راه سنگچال),397893
713153.0,ماهيدشت - کرمانشاه (متناظر توزين),397750
313195,مشهد - نيشابور (قدمگاه),397399
183164,جاده قديم قزوين - کرج (کمالشهر),396929
913151,آستارا - اردبيل (نمين - گيلانده),396877
163451,محمودآباد - فريدونکنار,395437
163262,رودهن - آمل (سه راه سنگچال - پارک جنگلي),394924
713853,سه راهي هرسين - بيستون,394416
113424,رودهن - آبعلي,394124
163215,آمل - رودهن (سه راه بلده - پنجاب),393857
933159,تفت - يزد,392579
873308,دامغان - شاهرود (دهملا - شاهرود),392485
363753,سه راهي آغاجاري - بهبهان,391849
753508,همدان - کوريجان,391274
113341,آزادراه تهران- شمال (قطعه اول - بعد از تونل 12),391088
673155,آزادراه تبريز - زنجان (عوارضي زنجان),390429
313101,سه‌راه باغچه - نيشابور (ابرش),390220
873455,آرادان - گرمسار,389270
363603,ماهشهر - بندرامام,388996
873104,سمنان - دامغان (قوشه - دامغان),385724
543651,چابکسر - کلاچاي,385513
873155,سرخه - سمنان,384602
713103.0,کرمانشاه - ماهیدشت,383814
184206,كرج - ماهدشت,382973
973156,آق قلا - گرگان,382416
164105,قائمشهر - فيروزکوه (شيرگاه - پل سفيد),382006
973106,گرگان - آق قلا,381927
143252,کاشان - عوارضي قم,381759
913101,اردبيل - آستارا (گيلانده - نمين) (متناظر توزين),381142
214252,آزادراه قم - کاشان (مشکات - کاشان),379187
164655,کرج - چالوس (سياه بيشه - هزارچم),379067
163254,بابل - گتاب,378512
363253,شوش - اهواز (شوش - الوان),378447
153114,آزادراه قزوين - کرج (3کيلومتر مانده به عوارضي 1 قزوين),377643
363703,بهبهان - سه راهي آغاجاري,377360
873352,دامغان - شاهرود (دامغان - دهملا),376355
813258,پلدختر - خرم‌آباد (چم انجير) (متناظر توزين),375326
113213,تهران - لواسانات (طلائيه),374184
363363,خرم‌آباد - انديمشک (انديمشک) (متناظر توزين),372004
643196,درگهان - قشم,371078
913275.0,نير - اردبیل (اردبیل),370690
164119,فيروزکوه - قائمشهر (پل سفيد - زيرآب) (متناظر توزين),370534
543169,صومعه سرا - طاهرگوراب,367095
513649,آزادراه سلفچگان - ساوه (عوارضي سلفچگان),366895
363203,اهواز - شوش (الوان - شوش),366782
164653,آزادراه تهران - شمال (مرزن‌آباد - چالوس),364134
163263,رودهن - آمل (شاه زيد - سه راه سنگچال),363229
873402,شريف آباد - ايوانکي,362743
873151,آرادان - سرخه,362506
933106,يزد - مهريز,362475
513621,آزادراه ساوه - همدان (عوارضي ساوه),361882
413111.0,کوار - شيراز (کوار - سه‌راهي کوار),361759
513699,آزادراه ساوه - سلفچگان (عوارضي سلفچگان),360990
363229,اهواز - شوش (اهواز) (متناظر توزين),360510
164654,چالوس - کرج (مرزن آباد - مکارود),360346
873358,شاهرود - دامغان (شاهرود - دهملا),360083
953214,بوشهر - برازجان (متناظر توزين),360027
873301,شاهرود - ميامي (متناظر توزين),356562
753278,مجموع گيت هاي عوارضي ساوه - همدان (همدان),354973
753154,آزادراه ساوه - همدان (دخان - پل 123),354658
713152,قزانچي - کرمانشاه,353236
113474,آبعلي - رودهن,353173
164104,چالوس - کرج (دوآب - مرزن آباد),353130
313954,چناران - قوچان,352569
113413,آبعلي - پلور (سه‌راهي مشاء - امامزاده هاشم),352563
643146,قشم - درگهان,352214
213205,کمربندي شرق اصفهان (سپاهان شهر - جاده نائين),351224
873452,ايوانکي - شريف‌آباد,350720
264455,آزادراه زنجان - تبريز (بستان‌آباد - عوارضي تبريز),350677
163264,رودهن - آمل (سه راه بلده - شاه زيد),350141
313909,قوچان - فاروج (قوچان),349820
753294,آزادراه ساوه - همدان (چپقلو),349579
163265,رودهن - آمل (پنجاب - سه راه بلده),348723
873205,سمنان - دامغان (سمنان - قوشه),348665
544251,فومن - بازارجمعه,348502
163216,آمل - رودهن (پنجاب - گزنک),348332
163510,گلوگاه - کردکوي (گلوگاه),348295
113502,دماوند - فيروزکوه (سه‌راهي ارجمند - فيروزکوه),346248
214752,نجف‌آباد - خميني‌شهر,346160
363104,اهواز - ملاثاني,345706
363313,انديمشک - خرم‌آباد (انديمشک),345679
773151,سورشجان - شهرکرد,344541
113299,آزادراه شمال - تهران (قطعه اول - محدوده عواضي تهران),343010
263152,آذرشهر - ايلخچي,342750
313151,نيشابور - سه‌راه باغچه (ابرش),342618
873302,شاهرود - دامغان (دهملا - دامغان),342542
113263,لواسانات - تهران (طلائيه),342076
643144,سه راه بابا غلام - بندرعباس,341683
113501,فيروزکوه - گدوک,341008
513671,آزادراه همدان - ساوه (عوارضي ساوه),340979
183216,آزاد راه تهران - شمال (قطعه اول، بعد از تونل 16),340475
673454,آزادراه تبريز - زنجان (سرچم - نيک‌پي),340457
453204,کرمان - ماهان (هفت باغ علوي),339751
313901,چناران - قوچان (چناران - سه‌راه چکنه),338828
263102,ايلخچي - آذرشهر,338726
113466,دماوند - فيروزکوه (گيلاوند - آبسرد),338337
113249,آزادراه تهران- شمال (قطعه اول - محدوده عوارضي تهران),337885
753244,آزادراه همدان - ساوه (چپقلو),337120
263237,آزادراه تبريز - زنجان (بستان آباد) (متناظر توزين),336630
363151,ورودي شرق اهواز (متناظر توزين),336590
213153,مورچه‌خورت - اصفهان (پليس‌راه) (متناظر توزين),336377
315751,سبزوار - نيشابور (نيشابور),335344
264405,آزادراه تبريز - زنجان (عوارضي تبريز - بستان‌آباد),335323
113458,پلور - آبعلي (سه‌راهي مشاء - آبعلي),335212
813154,دورود - سه راهي چالان چولان,334877
413272.0,کازرون - شيراز,334038
513265,بروجرد - توره (توره),333942
413156.0,کوار - شيراز (سه‌راهي کوار - شيراز),333211
183215,آزادراه تهران - شمال (تونل البرز),333074
183266,آزاد راه شمال - تهران (قطعه اول، بعد از تونل 16),333028
543119,طاهرگوراب - صومعه سرا,332795
363101,خروجي شرق اهواز,332557
214255,آزادراه نطنز - کاشان (نطنز),331952
163221,رودهن -آمل ( امامزاده هاشم- پلور),331710
263301,سهند - تبريز,331520
413174.0,کازرون - شيراز (دشت ارژن - خان زنيان),331462
773101,شهرکرد - سورشجان,330975
973952,گنبد - آزادشهر,330699
544201,بازارجمعه - فومن,330222
513606,آزادراه ساوه - همدان (عوارضي ساوه - دخان),329989
113454,فيروزکوه - دماوند (سه‌راه ارجمند - امين‌آباد),329824
113404.0,دماوند - فيروزکوه (امين‌آباد - سه‌راه ارجمند),329562
453254.0,ماهان - کرمان(هفت باغ علوي),329275
263401,تبريز - خواجه,329138
163266,رودهن - آمل (گزنک - پنجاب),329067
973351,آزادشهر - علي آباد,328478
873327,شاهرود - بسطام,328066
913276,آستارا - اردبيل (گيلانده - اردبيل),327250
363279,شوش - اهواز (اهواز),327178
513215,توره - بروجرد (توره) (متناظر توزين),326598
873154,دامغان - سمنان (دامغان - قوشه),326315
513662.0,جاده قديم تهران - ساوه (شهرک صنعتي کاوه - ساوه),325981
263111,آزادراه تبريز - زنجان (تبريز - عوارضي تبريز),325779
164605,چالوس - کرج (هزارچم - سياه بيشه),325004
164604,کرج - چالوس (مکارود - مرزن آباد),323691
163204,گتاب - بابل,323435
873202,دامغان - سمنان (صيد آباد) (متناظر توزين),323257
413124.0,شيراز - کازرون (خان زنيان - دشت ارژن),323030
753104,آزادراه همدان - ساوه (پل 123 - دخان),322887
163258,آمل - رودهن (گزنک - پلور),322746
753103,همدان - جوکار,322744
214952.0,آزادراه اصفهان - نطنز (نطنز),321911
543272,سياهکل - سنگر,321907
113408.0,آبعلي - پلور (آبعلي - سه‌راهي مشاء),321883
873377,بسطام - شاهرود,321208
264252,ملکان - بناب,320830
113552,فيروزکوه - دماوند (فيروزکوه - سه‌راهي ارجمند),320730
873105,سمنان - سرخه,320654
313951,قوچان - چناران (سه‌راه چکنه - چناران),320589
313904,قوچان - چناران (متناظر توزين),320326
544359.0,صومعه سرا - فومن,320116
264203,ملکان - مياندوآب (ملکان),319782
973651,گاليکش - مينودشت,319250
714202,بيستون - صحنه,319185
163271,آمل- رودهن(پلور- امامزاده هاشم),318985
164603,آزادراه شمال - تهران (چالوس - مرزن‌آباد),318497
973951,مينودشت - آزادشهر,318418
643154,سه‌راهي چاه اسماعيل - بندرعباس,318312
873351,ميامي - شاهرود,316649
574353,ملکان - مياندوآب (مياندوآب),316196
164107,قائمشهر - فيروزکوه (گرزين خيل - ورسک),316093
163373,گنج افروز - بابل (جنب دوربين ثبت تخلف),315656
263652,بناب - مراغه,315506
163208,رودهن - آمل (پلور - گزنک),315233
873230,سمنان - دامغان (کمربندي سمنان) (متناظر توزين),315029
114463,گرمسار - شريف آباد,314908
513152,اراک - سلفچگان (کارچان) (متناظر توزين),314400
163107,فيروزکوه - قائمشهر (گدوک - ورسک),314255
544309.0,فومن - صومعه سرا,313918
164106,قائمشهر - فيروزکوه (پل سفيد - گرزين خيل),313199
213652,تيران - داران,312745
643104,بندرعباس - سه‌راهي چاه اسماعيل,312543
313852,تریت حیدریه - مشهد (رباط سنگ - باغچه),312486
213602,داران - تيران,311829
643159,حاجي‌آباد - بندرعباس (سرچاهان - سه‌راهي فين),311738
873101,سرخه - آرادان,310893
813104,سه راهي چالان چولان - دورود,310861
214239,آزادراه کاشان - نطنز (متناظر توزين),310823
163155,جويبار - ساري,310539
263287,آزادراه زنجان - تبريز (بستان آباد),310330
264202,بناب - ملکان,310139
873255,دامغان - سمنان (قوشه - سمنان),309716
164609,آزادراه تهران - شمال (دهانه شمالي تونل البرز),309678
933209,يزد - مهريز (متناظر توزين),309482
574303,مياندوآب - ملکان (مياندوآب),309413
753153,جوکار - همدان,309345
933156,مهريز - يزد,308967
414851,جاده قديم مرودشت - سعادت شهر,308749
413161.0,شيراز - کوار (سه‌راهي کوار - کوار),307899
933259,مهريز - يزد (متناظر توزين),306052
113468,فيروزکوه - دماوند (امين‌آباد - سربندان),305575
164157,فيروزکوه - قائمشهر (ورسک - گرزين خيل),305016
113913,شهريار(بلوار وليعصر) - ملارد,304705
113551,گدوک - فيروزکوه,304511
163851,رامسر - تنکابن,301934
313959,فاروج - قوچان (قوچان),301516
543109,رشت - پير بازار,301201
573152,سلماس - اروميه (اروميه),300508
643194,بندرعباس - سه راه بابا غلام,299752
163157,قائمشهر - فيروزکوه (ورسک - گدوک),299520
263451,خواجه - تبريز,299079
973553,مينودشت - گنبد,298782
313802,مشهد - تربت حیدریه (باغچه - رباط سنگ),297498
543222,سنگر - سياهکل,297458
164606,چالوس - کرج (سياه بيشه - کندوان),295777
263602,مراغه - بناب,295525
323102,بجنورد - آشخانه (بيدک),295055
543159,پيربازار - رشت,294826
753228,مجموع گيت هاي عوارضي همدان - ساوه (همدان),294434
183170,چالوس - کرج (کندوان),293762
544501,لاهيجان - سياهکل,293131
873403,ايوانکي - گرمسار,293127
143116.0,آزادراه قم - کاشان (قم - تقاطع جاده قديم),291938
323551,قوچان - فاروج (فاروج),291609
453153.0,باغين - کرمان,290986
263161,آزادراه زنجان - تبريز (عوارضي تبريز - تبريز),290793
544358,سراوان - فومن (فومن),290607
544308,فومن - سراوان (فومن),289978
313144,مشهد - تربت‌حيدريه (باغچه - رباط سفيد),288631
714252,صحنه - بستون,288301
114256,وردآورد - تهران (همت),287934
363653,بندر امام - ماهشهر,287697
453103,کرمان - باغين (متناظر توزين),287373
264502,صوفيان - مرند,287139
213971,ایزدخواست - شهرضا (منظریه),286970
643852,ميناب - سه‌راهي چاه اسماعيل,286964
513620.0,آزادراه ساوه - تهران (پليس‌راه ساوه) (متناظر توزين),286641
873453,گرمسار - ايوانکي,286366
513656,آزادراه همدان - ساوه (دخان - عوارضي ساوه),286226
573272,بند - اروميه,284211
544551,سياهکل - لاهيجان,284041
263351,تبريز - سهند,283600
573222,اروميه - بند,282446
264253,مياندوآب - ملکان (ملکان),280976
913226,اردبيل - آستارا (اردبيل - گيلانده),278646
314352,شاهرود - سبزوار (داورزن - سبزوار),278633
113417,دماوند - فيروزکوه (آبسرد - سربندان),278139
264251,عجبشير - بناب,277915
643113,حاجي‌آباد - سيرجان (باغات),277800
573153,اروميه - سرو (اروميه),277742
184256,ماهدشت - كرج,277685
753155,آزادراه ساوه - همدان (پل 123 - تقاطع جاده کميجان),277505
323105.0,شيروان - بجنورد (سيساب),277371
873306,ميامي - کاهک,276999
513161,فرمهين - اراك,276902
264201,بناب - عجبشير,276672
973901,آزادشهر - مينودشت,276514
773319,بروجن - گندمان (متناظر توزين),275792
264465,جاده قديم تبريز - بستان آباد (تبريز),275669
673651,ابهر - خرمدره,275284
813105,خرم آباد - سه راهي الشتر,274751
