,code,name_x,est_sum_total_est_x,est_sum_total_est_y,growth_rate
1396,363751.0,گچساران - بهبهان (خيرآباد - بهبهان),67364,80262.0,-16.069871171911988
198,113953.0,شهريار - تهران (باغستان),376160,448352.0,-16.101634430090645
133,414856.0,شيراز - مرودشت (زرقان - دوراهي لپويي),446174,531807.0,-16.102270184484222
994,953605.0,دير - کنگان (متناظر توزين),110949,132385.0,-16.192166786267325
1917,213105.0,اصفهان - علويجه,37722,45071.0,-16.305384837256774
2372,315505.0,بجستان - بردسکن (سردق),19320,23100.0,-16.363636363636363
2218,313960.0,درگز - قوچان (امام قلي - قوچان),26293,31438.0,-16.365544881989948
1761,813355.0,دره شهر - پلدختر (سراب حمام),45358,54236.0,-16.36920126853013
532,913226.0,اردبيل - آستارا (اردبيل - گيلانده),203784,243707.0,-16.381556541256508
2583,364201.0,شوش - دزفول,6013,7194.0,-16.416458159577427
166,164602.0,کلارآباد - عباس آباد,416525,498346.0,-16.418512439148707
741,215154.0,آزادراه اصفهان - شاهين‌شهر (آزادراه معلم),151376,181165.0,-16.443021554936106
2515,334703.0,فردوس - گناباد (فردوس),11629,13933.0,-16.53628077226728
673,323357.0,چمن بيد - آشخانه (آشخانه),166174,199203.0,-16.58057358573917
1064,313285.0,ميامي - مشهد,102199,122654.0,-16.676993820014026
1610,143112.0,سه راه لنگرود - کهک,54208,65074.0,-16.697913145034885
1858,333401.0,قائن - گناباد (خضري - گناباد),40248,48376.0,-16.801719861088145
77,263110.0,تبريز - ايلخچي,570837,687067.0,-16.916836349293447
770,543103.0,کوچصفهان - سنگر,145725,175557.0,-16.992771578461696
2068,113601.0,رباط‌کريم - حسن‌آباد (وهن آباد - جاده قديم قم),31861,38409.0,-17.04808768778151
1035,733402.0,سقز - بانه (سقز),105914,127928.0,-17.20811706584954
1137,163404.0,فريدون کنار - دابودشت,93830,113379.0,-17.242170066767216
1805,574402.0,نقده - پيرانشهر,43179,52190.0,-17.265759724085072
1621,753157.0,گلتپه - همدان,53550,64920.0,-17.513863216266174
64,263286.0,کنار گذر جنوبي شهيد کسايي (تبريز - باسمنج),605652,734843.0,-17.580762149193774
2173,833162.0,ملکشاهي - ايلام,27886,33840.0,-17.594562647754135
1423,363157.0,اهواز - رامهرمز(رامهرمز),65604,79663.0,-17.648092590035525
909,513753.0,بروجرد - توره (سه‌راهي ملاير),121812,147924.0,-17.652307941916117
1609,143151.0,جاده قديم کاشان - قم (تقاطع آزادراه - سه‌راه لنگرود),54232,65885.0,-17.68687865219701
1302,413157.0,محور قديم فيروزآباد - جم (فيروزآباد),75600,91856.0,-17.69726528479359
1163,643107.0,بندرعباس - بندرپل,90927,110568.0,-17.763729107879314
1136,953102.0,بوشهر - دير (عامري),94006,114454.0,-17.865692767400006
2303,364202.0,الوان - بستان,21871,26693.0,-18.06466114711722
684,113391.0,آزادراه شمال - تهران (قطعه اول - بعد از تونل 12),164267,200754.0,-18.17498032417785
873,363606.0,ماهشهر - هنديجان (ماهشهر),127230,155559.0,-18.211096754286153
2017,335604.0,نهبندان - زاهدان (نهبندان - سفيدآبه),33454,40913.0,-18.231369002517535
923,833222.0,ايلام - چوار,120274,147326.0,-18.361999918547983
1366,713453.0,جوانرود - سه راهي بياشوش,69226,84865.0,-18.428091675013256
2113,613151.0,نصرت‌آباد - زاهدان,30145,37030.0,-18.59303267620848
723,713901.0,اسدآباد - کنگاور,154901,190577.0,-18.719992443999015
1522,164601.0,چالوس - کرج (چالوس - دوآب),59106,72729.0,-18.731180134471806
359,753508.0,همدان - کوريجان,260533,320709.0,-18.763427281429582
897,513555.0,ميمه - دليجان (دليجان),123719,152437.0,-18.8392581853487
1108,215101.0,ميمه - دليجان (ميمه),97655,120344.0,-18.85345343349066
54,153137.0,آزادراه قزوين - آبيک (بعد از عوارضي2),651921,803474.0,-18.862215827767915
387,183164.0,جاده قديم قزوين - کرج (کمالشهر),247530,305886.0,-19.07769561209078
1528,613401.0,زاهدان - خاش (زاهدان),58812,72705.0,-19.108727047658345
2130,313753.0,صالح‌آباد - تربت‌جام (تربت‌جام),29326,36275.0,-19.15644383184011
1839,543282.0,رستم آباد - امامزاده هاشم(جاده قديم),41068,50814.0,-19.17975361120951
1873,143275.0,نيزار - قم (کارخانه سيمان),39876,49378.0,-19.243387743529507
1246,153103.0,جاده قديم قزوين - کرج (قزوين - آبيک),81385,100964.0,-19.392060536428826
1707,334952.0,قائن - آرين شهر,48044,59642.0,-19.446027966868982
265,263151.0,صوفيان - تبريز,307591,381849.0,-19.446954162509265
415,213153.0,مورچه‌خورت - اصفهان (پليس‌راه) (متناظر توزين),239134,297109.0,-19.513040668576178
669,544302.0,فومن - سراوان (سراوان),166713,207385.0,-19.61183306410782
2491,613154.0,بم - نصرت‌آباد,13128,16338.0,-19.64744766801322
1134,153351.0,جاده قديم تاکستان - قزوين (تاکستان - کهک),94566,117772.0,-19.704174167034612
1295,183107.0,جاده قديم کرج - قزوين (آبيک),76332,95092.0,-19.728263155680814
730,323153.0,آشخانه - بجنورد (کريک),153771,191636.0,-19.7588135840865
2048,143351.0,کوه خضر - جمکران,32578,40719.0,-19.993123603231908
2237,613516.0,دوست محمد - زابل,25663,32115.0,-20.09030048264051
2145,733302.0,بيجار - تکاب,28949,36236.0,-20.109835522684623
1573,613156.0,سه‌راهي دشتک - زاهدان,56011,70116.0,-20.11666381425067
1132,364701.0,اميديه - آغاجاري,94656,118643.0,-20.2177962458805
862,413173.0,سپيدان - شيراز (سپيدان - سه‌راهي قلات),128630,161439.0,-20.322846400188308
104,414803.0,مرودشت - شيراز (اکبرآباد - شيراز),497331,624269.0,-20.333862485563113
1582,143154.0,دليجان - سلفچگان (سلفچگان),55635,69924.0,-20.435043761798525
1289,613253.0,بمپور - ايرانشهر (ايرانشهر),76911,96709.0,-20.471724451705633
1032,753253.0,کنگاور - اسد آباد,106199,133546.0,-20.47758824674644
2202,215251.0,طالخونچه - شهرضا,27047,34109.0,-20.704212964320266
1857,333362.0,سربيشه - شوسف,40254,50784.0,-20.734877126654062
2573,333161.0,بيرجند - سه‌راهي ديهوک (عرب‌آباد),6846,8651.0,-20.86463992602011
1673,713903.0,کنگاور - تويسرکان,50014,63202.0,-20.866428277586152
1740,613557.0,سه راهي دشتک - زابل,45993,58157.0,-20.91579689461286
1368,853401.0,سه‌راهي سميرم - پاتاوه,69022,87302.0,-20.93881010744313
605,264552.0,مرند - صوفيان,182469,231186.0,-21.072642807090393
919,543285.0,جيرده - رشت,120850,153291.0,-21.163016745927678
2066,773356.0,شهرکرد - سفيد دشت,31969,40648.0,-21.351604014957683
658,163370.0,کمربندي جنوبي بابل (آمل - بابل),169298,215698.0,-21.511557826219992
641,363314.0,کمربندي انديمشک - دزفول (غرب به شرق),173435,221545.0,-21.715678530321153
607,183155.0,چالوس - کرج (گچسر),182364,233034.0,-21.74360822884214
1330,643252.0,جاسک - ميناب,72558,92782.0,-21.797331378931258
1270,143161.0,قنوات - قم,78679,100646.0,-21.826004014069113
1385,143101.0,جاده قديم قم - کاشان (سه‌راه لنگرود - تقاطع آزادراه),67917,86949.0,-21.888693371976675
2315,414361.0,بوشکان - فراشبند,21574,27621.0,-21.892762752977806
878,183118.0,کرج - چالوس (بيلقان),126315,161951.0,-22.00418645145754
729,323307.0,آشخانه - چمن بيد (آشخانه),153913,197568.0,-22.096189666342728
424,163271.0,آمل- رودهن(پلور- امامزاده هاشم),236529,303840.0,-22.153436018957347
2433,333251.0,زابل - نهبندان (نهبندان),16184,20821.0,-22.27078430430815
1038,753110.0,سه راهي پايگاه نوژه - سه راهي روعان,105464,135732.0,-22.299826127958035
911,213164.0,فرودگاه - اصفهان(قهجاورستان),121710,157353.0,-22.651617700329833
1683,643130.0,سه راهي خونسرخ - اسکله شهيد رجايي,49481,63992.0,-22.67627203400425
1428,753605.0,کبودر آهنگ - سه راهي پايگاه نوژه,65273,84449.0,-22.70719605915997
503,163204.0,گتاب - بابل,212294,274893.0,-22.772133157264825
933,813157.0,آزادراه انديمشک - خرم‌آباد (پل زال - خرم‌آباد),119089,155362.0,-23.34740798908356
1384,153353.0,آوج - خرمدشت (آوج - سه‌راهي رحيم‌آباد),67985,88719.0,-23.37041670893495
124,414805.0,مرودشت - شيراز (زرقان - رکن‌آباد),467527,610647.0,-23.43743603096388
2349,543502.0,جاده قديم لوشان - قزوين,20118,26307.0,-23.526057703272894
194,113903.0,تهران - شهريار (باغستان),379604,497431.0,-23.68710434210976
196,113863.0,جاجرود - تهران,376965,494573.0,-23.779704917170974
1960,214703.0,علويجه - گلپايگان (علويجه),35934,47163.0,-23.808918007760322
191,164652.0,عباس آباد - کلارآباد,382158,502037.0,-23.87851891394459
920,183104.0,کرج - چالوس (پوركان),120788,158709.0,-23.89341499221846
290,214252.0,آزادراه قم - کاشان (مشکات - کاشان),291267,382777.0,-23.906870057500843
858,215102.0,شاهين‌شهر - مورچه‌خورت (بزرگراه آزادگان),129174,169869.0,-23.956696042244317
308,163104.0,خزرآباد - ساري,281715,370558.0,-23.975464029922442
2200,613202.0,سرباز - ايرانشهر (ايرانشهر),27128,35738.0,-24.092002910067713
1543,713552.0,ثلاث سرپل ذهاب,57555,75844.0,-24.113970782131744
938,183168.0,چالوس - کرج (بيلقان),118342,156558.0,-24.410122766003653
1988,773504.0,مال خليفه - سميرم,34597,45827.0,-24.505204355510944
1677,363451.0,لردگان - دهدز (دهدز),49833,66022.0,-24.52061434067432
2007,713602.0,سنقر - قروه,33947,44986.0,-24.538745387453876
1937,713855.0,کامياران - ميانراهان,36940,48996.0,-24.60609029308515
2153,713501.0,سرپل ذهاب - قصر شيرين,28652,38056.0,-24.710952280849273
1455,333552.0,سربيشه - بيرجند (مود - بيرجند),63848,84823.0,-24.72796293458142
1853,613560.0,زهک-زابل,40404,53700.0,-24.75977653631285
1676,753107.0,همدان - گلتپه,49861,66321.0,-24.81868488110855
2523,573602.0,سردشت - بانه (سردشت),10806,14374.0,-24.82259635452901
1612,153123.0,قزوين - معلم کلايه,54086,71998.0,-24.878468846356842
1485,773508.0,قرح - پاتاوه,61822,82468.0,-25.035165154969203
855,913351.0,آستارا - اردبيل (آق چاي - تونل حيران),129414,172918.0,-25.158745763888085
1397,453980.0,سيرجان - شهربابک (شهربابک),67264,89901.0,-25.179920134370033
1599,333551.0,عرب‌آباد - بيرجند (خوسف),54696,73172.0,-25.25009566500847
1027,613292.0,خاش - زاهدان (بزرگراه خليج فارس),107383,144037.0,-25.447628040017495
1865,773554.0,سميرم - مال خليفه,40138,53944.0,-25.593207771021802
2157,643161.0,پارسيان - بندر لنگه,28528,38344.0,-25.599833089922804
2098,713652.0,قروه سنقر,31044,41805.0,-25.740940078937925
2462,613152.0,مير جاوه - زاهدان,14513,19635.0,-26.086070791953148
2091,313121.0,آزادراه کنارگذر باغچه - چناران (عوارضي مزرعه نمونه),31258,42434.0,-26.33737097610407
1170,773503.0,لردگان - گوشکي (آلوني),90181,122816.0,-26.572270713913497
1993,574404.0,نقده - اشنويه,34468,46989.0,-26.646661984719827
1464,873454.0,آزادراه گرمسار - قم (گرمسار) (متناظر توزين),63407,86477.0,-26.6776137007528
1638,363401.0,دهدز - لردگان (دهدز),52652,71845.0,-26.71445472893034
2019,733757.0,پاوه - مريوان (پاوه - سه‌راهي پاوه),33344,45588.0,-26.857945073264894
410,913276.0,آستارا - اردبيل (گيلانده - اردبيل),240694,329144.0,-26.872736552998077
1386,833104.0,ايلام - بدره,67886,93259.0,-27.2070255953849
439,413156.0,کوار - شيراز (سه‌راهي کوار - شيراز),233017,320230.0,-27.23448771195703
178,543105.0,آزادراه رشت - قزوين (رستم‌آباد - رودبار),391944,539801.0,-27.391020024045897
512,573152.0,سلماس - اروميه (اروميه),208796,287858.0,-27.465625412529786
1991,643129.0,حاجي‌آباد - ارزوئيه (حاجي‌آباد),34492,47841.0,-27.90284484019983
134,414804.0,مرودشت - شيراز (رکن‌آباد - اکبرآباد),445846,618556.0,-27.921481644345864
120,544552.0,لنگرود - لاهيجان,472711,656005.0,-27.94094557206119
1600,414751.0,مهر - لامرد,54649,75973.0,-28.067866215629238
155,153155.0,آزادراه رشت - قزوين (محمودآباد - قزوين),423784,590724.0,-28.26023659103067
1189,364751.0,آغاجاري - اميديه,87550,122244.0,-28.380943031968847
844,215104.0,آزادراه شاهين‌شهر - اصفهان (آزادراه معلم),131893,184180.0,-28.38907590400695
402,973351.0,آزادشهر - علي آباد,242834,339367.0,-28.4450167517761
2420,214654.0,انارک - نائين,17142,23959.0,-28.45277348804207
2633,833707.0,مهران - ترمينال برکت,98,137.0,-28.467153284671532
1837,813553.0,شازند - ازنا (ازنا),41216,57794.0,-28.684638543793472
2020,214801.0,تيران - سامان (تيران),33330,46760.0,-28.72112917023097
578,813208.0,خرم‌آباد - پلدختر (چم انجير),190122,267438.0,-28.90987817737195
2147,414202.0,ارسنجان - سعادتشهر,28931,40835.0,-29.151463205583443
459,513152.0,اراک - سلفچگان (کارچان) (متناظر توزين),227787,321797.0,-29.214069739618452
2475,573652.0,بانه - سردشت (سردشت),13831,19643.0,-29.588148449829454
1088,215152.0,مورچه‌خورت - شاهين‌شهر (بزرگراه آزادگان),99817,141972.0,-29.692474572450905
1409,873404.0,آزادراه قم - گرمسار (گرمسار),66436,94547.0,-29.732302452748367
1010,513505.0,دليجان - ميمه (دليجان) (متناظر توزين),109335,155766.0,-29.808173799160283
2165,753606.0,گل تپه - عليصدر,28031,39950.0,-29.83479349186483
1697,153173.0,معلم کلايه - قزوين,48613,69371.0,-29.923166741145437
1984,813452.0,خمين - اليگودرز (اليگودرز),34644,49482.0,-29.986661816418092
1374,183157.0,جاده قديم قزوين - کرج (آبيک),68578,98311.0,-30.243818087497836
288,114153.0,شهريار - رباط کريم,291499,418727.0,-30.384474848767812
574,414819.0,مرودشت - سعادت شهر,190776,274578.0,-30.520289316696896
2115,643353.0,بندرچارک - سه راهي چارک,29989,43339.0,-30.80366413622834
2299,613852.0,راسك - جكيگور,22270,32202.0,-30.842804794733247
706,363364.0,کمربندي دزفول - انديمشک (شرق به غرب),159299,231279.0,-31.122583546279603
1415,833154.0,بدره - ايلام,66017,96178.0,-31.359562477905552
2188,414252.0,سعادتشهر - ارسنجان,27380,39893.0,-31.366405133732734
1840,333512.0,بيرجند - سربيشه (مود - سربيشه),40932,59662.0,-31.39351681137072
2504,143181.0,جاده قديم تهران - قم (علي‌آباد - شکوهيه),12255,18018.0,-31.984681984681984
1053,184214.0,آزادراه آبيک - چرمشهر (قبل از عوارضي),103329,152518.0,-32.25127525931366
411,214239.0,آزادراه کاشان - نطنز (متناظر توزين),240571,355610.0,-32.34976519220494
2388,413270.0,خاوران-سروستان,18687,27623.0,-32.34985338305036
535,163214.0,آمل - رودهن (شاه زيد - سه راه بلده),202588,299938.0,-32.456707719595386
926,333280.0,قاين - بيرجند (بيرجند) (متناظر توزين),119954,179029.0,-32.9974473409336
2265,573201.0,اروميه - راژان,24182,36109.0,-33.03054640117422
163,213163.0,آزادراه زرين شهر - اصفهان(فلاورجان),418850,627755.0,-33.278110090720105
1433,773558.0,پاتاوه - قرح,64953,97676.0,-33.5015766411401
1467,813602.0,بروجرد - سه راهي چالان چولان,63366,95374.0,-33.56050915343805
1914,453104.0,جوپار - کرمان,37816,57028.0,-33.68871431577471
672,163453.0,بهنمير - بابلسر,166175,251373.0,-33.89305931822431
2448,413220.0,سروستان-خاوران,15215,23038.0,-33.956940706658564
1756,773501.0,گوشکي - مالخليفه,45488,69111.0,-34.181244664380486
2047,643179.0,ارزوئيه - حاجي‌آباد (حاجي‌آباد),32624,49588.0,-34.209889489392594
1922,364251.0,دزفول - شوش,37403,57133.0,-34.533457021336176
656,414869.0,سعادت شهر - مرودشت,170124,260142.0,-34.603408907442855
1647,773552.0,دهدز - لردگان,52409,80948.0,-35.25596679349706
1636,454103.0,شهربابک - جوزم (شهربابک),52877,82106.0,-35.59910359778822
649,414802.0,سعادتشهر - صفاشهر,171109,266474.0,-35.78773163610709
794,544352.0,سراوان - فومن (سراون),140540,219117.0,-35.86075019281936
738,414852.0,صفاشهر - سعادتشهر,152447,237814.0,-35.89654099422238
2282,453351.0,ارزوئيه - بافت (ارزوئيه),23345,36422.0,-35.90412388117072
2414,573106.0,سرو - مرز سرو,17322,27053.0,-35.970132702472924
2309,453244.0,کمربندي باغين - جوپار,21669,33936.0,-36.1474540311174
1300,853311.0,ياسوج - باباميدان (باباميدان),75810,118802.0,-36.18794296392316
1986,613510.0,زابل-زهک,34629,54294.0,-36.219471764835895
1994,713240.0,حميل - پلدختر (متناظر توزين),34427,54273.0,-36.56698542553388
1145,753203.0,اسد آباد - کنگاور,93108,146782.0,-36.567154010709764
1186,574101.0,بازرگان - ماکو,88152,139197.0,-36.67104894502037
1373,184251.0,بوئين زهرا - اشتهارد,68580,109589.0,-37.420726532772456
1470,853451.0,پاتاوه - سه‌راهي سميرم,62967,100845.0,-37.560612821656996
2271,833305.0,دره شهر - آبدانان,23974,38444.0,-37.6391634585371
1763,363258.0,کمربندي اهواز( شرق به غرب ),45264,72846.0,-37.86343793756692
1509,573966.0,محمديار - درگه سنگ (سه راهي محمديار),60047,98011.0,-38.73442776831172
1933,853356.0,چرام - باشت,36975,60627.0,-39.01232124301054
1140,574451.0,نقده - محمديار,93521,156474.0,-40.23224305635441
1516,363701.0,بهبهان - گچساران (بهبهان - خيرآباد),59759,100205.0,-40.36325532658051
1651,913268.0,سه راهي فاراب-هير,51809,87068.0,-40.495934212339776
2339,453301.0,بافت - ارزوئيه (ارزوئيه),20755,34890.0,-40.51304098595586
2319,313703.0,تربت‌جام - صالح‌آباد (تربت‌جام),21368,35933.0,-40.53377118526146
1276,853361.0,باباميدان - ياسوج (باباميدان),78274,132150.0,-40.768823306848276
2585,214259.0,جاده قديم نطنز - مورچه‌خورت (سه راهي مورچه خورت),5811,9886.0,-41.219906939105805
1331,214204.0,بادرود - اردستان (متناظر توزين),72546,123881.0,-41.438961584100866
598,543601.0,کلاچاي - چابکسر,183315,313953.0,-41.610686949957476
914,713157.0,اسلام آباد - ماهيدشت,121592,210088.0,-42.12330071208255
319,163103.0,ساري - نکا,275178,475746.0,-42.15863086605037
2029,773355.0,بلداجي - گندمان (بلداجي),33044,57213.0,-42.24389561812875
1215,214657.0,عقدا - نائين (نائين),84500,147425.0,-42.68272002713244
1596,813601.0,بروجرد - توره (سه‌راهي بروجرد),54868,97144.0,-43.51889977764967
1086,363302.0,انديمشک - شوش,100158,178340.0,-43.838735000560725
1547,153303.0,خرمدشت - آوج (سه‌راه رحيم‌آباد - آوج),57240,102176.0,-43.97901659880989
2321,813162.0,کوهدشت - پل دختر (سه راهي زانوگه - سه راهي بابازيد),21296,38872.0,-45.21506482815394
1392,773553.0,گوشکي - لردگان (آلوني),67605,125150.0,-45.98082301238514
1558,363208.0,کمربندي اهواز (غرب به شرق ),56674,105572.0,-46.31720531959231
963,413351.0,سورمق - آباده,115836,215860.0,-46.33744093393866
2137,543551.0,جاده قديم رودبار - رستم‌آباد,29189,54493.0,-46.43532196795918
1204,813617.0,آزادراه بروجرد - اراک,86116,161308.0,-46.613931113149995
1347,153257.0,دانسفهان - بوئين‌زهرا (متناظر توزين),71111,133536.0,-46.74769350587108
1340,453517.0,بم - زاهدان,71700,134785.0,-46.80416960344252
1722,453752.0,رفسنجان - انار,46724,87876.0,-46.829623560471575
1652,453701.0,باغين - رفسنجان,51794,97817.0,-47.05010376519419
1548,153307.0,تاکستان - خرمدشت,57130,111259.0,-48.6513450597255
1905,453754.0,شهربابک - انار (انار),38506,75508.0,-49.00407903798273
1039,413304.0,صفاشهر - سورمق,105442,206874.0,-49.0308110250684
1146,413202.0,آباده - ايزدخواست,93007,182595.0,-49.06377502122183
1149,574401.0,محمديار - نقده,92761,182710.0,-49.2304745224673
2540,613102.0,زاهدان - مير جاوه,9355,18657.0,-49.857962158975184
2267,833616.0,ايلام - پل سيمره,24112,48236.0,-50.01243884235841
1079,513612.0,جاده قديم ساوه - تهران (ساوه - شهرک صنعتي کاوه),100725,202663.0,-50.299265282760054
1902,334951.0,گناباد - قائن (خضري - قائن),38581,78010.0,-50.54352006153058
817,114413.0,شريف آباد - گرمسار,137063,277558.0,-50.618249158734386
1063,363352.0,شوش - انديمشک,102300,207214.0,-50.630748887623426
1104,413301.0,آباده - سورمق,98297,201394.0,-51.191693893561876
2353,263903.0,جاده قديم ميانه - زنجان (ميانه - سرچم),20005,41336.0,-51.603928778788465
1611,453903.0,سيرجان - نيريز (سیرجان),54150,112008.0,-51.655238911506316
1895,454153.0,جوزم - شهربابک (شهربابک),38788,80362.0,-51.733406336328116
930,413222.0,شيراز - کازرون,119460,247744.0,-51.78087057607853
1662,143111.0,قم - قنوات,51044,106254.0,-51.960396785062215
1793,363657.0,ديلم - هنديجان,43897,92044.0,-52.308678458128725
2586,143131.0,جاده قديم قم - تهران (شکوهيه - علي‌آباد),5805,12209.0,-52.45310836268327
731,973301.0,علي آباد - آزادشهر,153594,323111.0,-52.464013914722806
1148,163151.0,کياسر - ساري (شکتا),92859,195589.0,-52.52340366789543
2089,453704.0,انار - شهربابک (انار),31342,66314.0,-52.73697861688331
687,163401.0,فريدونکنار - محمودآباد,162475,345377.0,-52.95720328800123
1066,164156.0,فيروزکوه - قائمشهر (گرزين خيل - پل سفيد),101751,216321.0,-52.962957826563304
1602,453753.0,مهريز - انار (انار),54524,115922.0,-52.964924690740325
2492,113243.0,جاده قديم تهران، قم (حسن‌آباد - نعلبندان),13122,27925.0,-53.00984780662489
977,214902.0,آزادراه نطنز - اصفهان (نطنز),114598,244052.0,-53.04361365610608
1089,414152.0,سروستان - شيراز,99719,213924.0,-53.38578186645725
2550,613269.0,زابلي - ايرانشهر,8659,18599.0,-53.44373353406097
1718,214692.0,سجزي - نائين,47244,102288.0,-53.81276396058189
1710,333502.0,بيرجند - سربيشه (بيرجند - مود),47924,104318.0,-54.059702064840195
1546,453757.0,سرچشمه - رفسنجان,57351,126427.0,-54.63706328553236
1987,813951.0,سه راهي زانوگه - کوهدشت,34600,76559.0,-54.806097258323646
2227,363801.0,خرمشهر - شلمچه (پايانه مرزي),26142,58111.0,-55.013680714494676
2354,574454.0,اشنويه - نقده,20001,44478.0,-55.0317010656954
1192,413354.0,سورمق - صفاشهر (متناظر توزين),86922,193424.0,-55.06141947224749
839,213103.0,اصفهان - مورچه‌خورت (پليس‌راه),133602,299389.0,-55.37511398214363
2329,833666.0,پل سيمره - ايلام,21090,48413.0,-56.43732055439654
1733,153357.0,خرمدشت - تاکستان,46243,109464.0,-57.75506102462911
90,114352.0,قرچک - ري,537832,1280494.0,-57.99808511402631
645,973308.0,گرگان - علي آباد (متناظر توزين),172235,413554.0,-58.352476339244696
2613,333111.0,سه‌راهي ديهوک - بيرجند (عرب‌آباد),3801,9162.0,-58.51342501637197
2502,363113.0,اهواز - خرمشهر,12325,29866.0,-58.73233777539677
1448,413252.0,ايزدخواست - آباده,64413,156451.0,-58.828642833858524
2352,613407.0,اسکل آباد - خاش,20026,48643.0,-58.83066422712415
2000,813128.0,دوره چگني - کوهدشت,34236,83254.0,-58.877651524251085
2185,813151.0,پلدختر - خرم‌آباد (خرم‌آباد),27523,67311.0,-59.110695131553534
1820,453703.0,انار - مهريز (انار),42355,105328.0,-59.787520887133525
1298,143152.0,جاده قديم تهران - قم (شکوهيه - قم),76118,191158.0,-60.180583601000215
1881,333503.0,بيرجند - آرين شهر,39536,100533.0,-60.673609660509484
1888,333553.0,آرين شهر - بيرجند,39040,99737.0,-60.85705405215718
700,543555.0,منجيل - رودبار,160079,413161.0,-61.25505553525139
2455,153453.0,طالقان - آبيک,14826,38366.0,-61.356409320752746
2468,733104.0,بيجار - ديواندره,14204,37305.0,-61.9246749765447
1096,214702.0,خميني‌شهر - نجف‌آباد,99211,261459.0,-62.054853724675766
2263,414652.0,جهرم - لار,24291,65216.0,-62.75300539744848
2268,163206.0,بابلسر - زرگرشهر,24092,64757.0,-62.79630001389811
2224,813201.0,فيروزآباد - نورآباد,26166,70696.0,-62.988004979065295
1241,163403.0,بابلسر - بهنمير,82056,224867.0,-63.50909648814632
1533,184252.0,اشتهارد - ماهدشت,58531,160676.0,-63.57203315989942
2086,813209.0,خرم‌آباد - سه‌راهي چالان چولان (مله سرخه) (متناظر توزين),31377,87469.0,-64.12786244269398
1686,513703.0,توره - بروجرد (سه‌راهي ملاير),49376,139194.0,-64.52720663246978
2370,153306.0,جاده قديم تاکستان - ابهر (تاکستان - ضياآباد),19331,56197.0,-65.601366620994
511,813104.0,سه راهي چالان چولان - دورود,209327,646629.0,-67.62795977291461
2603,773253.0,سد کارون 4 - ناغان,4245,13122.0,-67.64974851394604
1258,183105.0,کرج - چالوس (گچسر),79812,248906.0,-67.934883048219
2235,453252.0,بم - ماهان (سه‌راهي جيرفت - سه‌راهي راين),25677,80618.0,-68.14979285023196
2542,453294.0,کمربندي جوپار - باغين,9220,29257.0,-68.4861742488977
2551,414608.0,خنج-اوز,8616,27558.0,-68.7350315697801
2605,773203.0,ناغان - سد کارون 4,4179,13429.0,-68.88078040062551
2506,153403.0,آبيک - طالقان,12151,39423.0,-69.17789107881185
2027,214642.0,نائين - سجزي (متناظر توزين),33072,107950.0,-69.36359425660028
2505,773402.0,دشتک - سه‌راهي بهشت‌آباد,12238,40085.0,-69.46987651241112
2570,853161.0,سپيدار - ياسوج,7096,23288.0,-69.52937135005153
1325,753703.0,ملاير - بروجرد,73647,242970.0,-69.68885047536733
2121,143115.0,آزادراه قم - گرمسار (قم),29807,99141.0,-69.93473941154518
2451,143132.0,جاده قديم سلفچگان - ساوه (سه‌راه تفرش - آوه),15068,50684.0,-70.27069686686134
2500,143182.0,جاده قديم ساوه - سلفچگان (آوه - سه‌راه تفرش),12568,44149.0,-71.53276404901582
2518,773452.0,سه‌راهي بهشت‌آباد - دشتک,11386,41960.0,-72.86463298379408
2572,573156.0,مرز سرو - سرو,7030,26064.0,-73.02793124616329
1354,363154.0,ملاثاني - اهواز,70598,267451.0,-73.6033890320096
2545,213501.0,سميرم - ياسوج( سه‌راهي پاتاوه),8965,35674.0,-74.86965296854852
2512,333312.0,شوسف - سربيشه,11782,48252.0,-75.58235928044434
2183,453953.0,نيريز - سيرجان (سیرجان),27591,114119.0,-75.82260622683339
2479,453114.0,کرمان - کوهپايه,13665,56621.0,-75.86584482789071
2528,613505.0,سه راهي دشتک - زابل (شهر سوخته),10165,42628.0,-76.15417096743924
2606,643603.0,زيارتعلي - فارياب,4166,17496.0,-76.1888431641518
1458,573101.0,اروميه - مهاباد (اروميه - رشکان),63596,276048.0,-76.96197762707935
2511,813112.0,پل دختر - کوهدشت (سه راهي بابازيد - سه راهي زانوگه),11927,51836.0,-76.99089435913264
2616,813604.0,بروجرد - بيرانشهر,3471,16108.0,-78.45170101812764
1395,573151.0,مهاباد - اروميه (رشکان - اروميه),67418,313776.0,-78.51397175054817
2532,153356.0,جاده قديم ابهر - تاکستان (ضياآباد - تاکستان),9966,47911.0,-79.19893135188161
2320,573916.0,درگه سنگ - محمديار (سه راهي محمديار) (متناظر توزين),21332,102783.0,-79.24559508868198
2544,613457.0,خاش - اسکل آباد,9014,43472.0,-79.26481413323518
2577,714253.0,سنقر - ميان راهان,6335,36852.0,-82.80961684576143
2608,753657.0,گل تپه - کبوتر آهنگ,4011,25881.0,-84.50214443027704
2016,973601.0,مينودشت - گاليکش,33489,229576.0,-85.41267379865491
2632,833757.0,ترمينال برکت - مهران,150,1090.0,-86.23853211009175
2598,573553.0,قطور - خوي (مرز رازي),4636,35053.0,-86.77431318289447
2595,573503.0,خوي - قطور (مرز رازي),4689,37369.0,-87.45216623404426
