code,name,avg_speed_1to3,avg_spped_total,diff_speed
673502,زنجان - سلطانيه (سلطانيه),85,84,-1
673653,خرمدره - زنجان (متناظر توزين),78,77,-1
543235,رشت - جيرده,48,47,-1
713157,اسلام آباد - ماهيدشت,90,89,-1
543283,رشت - سنگر,57,56,-1
713252,دالاهو - اسلام آباد,103,102,-1
713251,اسلام آباد - حميل,90,89,-1
713238,کرمانشاه - کامياران (قزانچي),90,89,-1
713203,اسلام‌آباد - ايوان (اسلام‌آباد - سرمست),59,58,-1
543452.0,کياشهر - آستانه,67,66,-1
713155,کوزران - کرمانشاه,85,84,-1
933209,يزد - مهريز (متناظر توزين),81,80,-1
543555,منجيل - رودبار,74,73,-1
933304,رباط پشت بادام - خور,58,57,-1
713102,کرمانشاه - قزانچي,91,90,-1
673753,بيجار - خدابنده (خورخوره),37,36,-1
933211,ندوشن - نصرآباد (سه راهي شواز),66,65,-1
673751,ابهر - خدابنده (خدابنده),62,61,-1
613557,سه راهي دشتک - زابل,89,88,-1
453954,بافت - سيرجان (سيرجان),93,92,-1
313651,پايانه مرزي دوغارون - تايباد,103,102,-1
113601,رباط‌کريم - حسن‌آباد (وهن آباد - جاده قديم قم),82,81,-1
264852,سه‌راهي هريس - سه‌راهي خواجه,100,99,-1
114103,رباط کريم - شهريار,75,74,-1
163262,رودهن - آمل (سه راه سنگچال - پارک جنگلي),75,74,-1
973552,اينچه برون - گنبد,80,79,-1
313105,آزادراه مشهد - باغچه (مشهد),91,90,-1
313106,مشهد - سدکارده (سه‌راه کارده),45,44,-1
114301,کمربندي دوم تهران (جاده ورامين - شورآباد),98,97,-1
114302,ري - قرچک,107,106,-1
363656,هنديجان - ماهشهر (ماهشهر),78,77,-1
163258,آمل - رودهن (گزنک - پلور),57,56,-1
313109,جاده قديم مشهد - باغچه,75,74,-1
333351,درح (پايانه مرزي ماهي آباد) - سربيشه,77,76,-1
974203,کلاله - سه راهي کلاله,85,84,-1
313111,مشهد - شانديز,64,63,-1
363651,آبادان - بندر امام خميني (خوردورق),62,61,-1
315752,کاشمر - نيشابور (نيشابور),83,82,-1
184257,ديزين - گچسر,63,62,-1
163255,محمودآباد - آمل,57,56,-1
163254,بابل - گتاب,72,71,-1
113963,ملارد - شهريار(بلوار وليعصر),78,77,-1
113913,شهريار(بلوار وليعصر) - ملارد,71,70,-1
264801,خواجه - ورزقان,68,67,-1
323102,بجنورد - آشخانه (بيدک),95,94,-1
323108,سه راهي ايرج - اسفراين,76,75,-1
143251,جمکران - قم (بلوار انتظار),51,50,-1
363305,انديمشک - دهلران (سه‌راهي دهلران - دشت عباس),31,30,-1
113805,تهران - لواسانات (تلو),22,21,-1
113815.0,جاجرود - لتيان,66,65,-1
113851,فشم - لواسانات,63,62,-1
264551,شبستر - صوفيان,83,82,-1
264553,تسوج - شبستر,85,84,-1
364352,بستان - سوسنگرد,81,80,-1
364101,دارخوين - شادگان,55,54,-1
315778,جاده قديم سبزوار - نيشابور (سلطان‌آباد - فيروزه),93,92,-1
364302,سوسنگرد - بستان,85,84,-1
113852,ميگون - فشم,68,67,-1
264702,کليبر - عاشقلو,36,35,-1
113865.0,لتيان - جاجرود,75,74,-1
364252,بستان - الوان,39,38,-1
264703,اسکانلو - اصلاندوز,69,68,-1
333277,سربيشه - خوسف,95,94,-1
163253,جاده قديم آمل - بابل,69,68,-1
313151,نيشابور - سه‌راه باغچه (ابرش),88,87,-1
333404,قائن - خواف (فرخي),88,87,-1
143172,تفرش - فوجرد (مرز استان),82,81,-1
163204,گتاب - بابل,75,74,-1
163203,جاده قديم بابل - آمل,69,68,-1
333903,طبس - خور (طبس),99,98,-1
163154,ساري - خزرآباد,65,64,-1
163151,کياسر - ساري (شکتا),78,77,-1
315552,قائن - گناباد (گناباد),78,77,-1
163110,ساري - کياسر (گرماب),67,66,-1
143161,قنوات - قم,82,81,-1
334901,قائن - گناباد (قائن - خضري),102,101,-1
333512,بيرجند - سربيشه (مود - سربيشه),101,100,-1
335653,شوسف - نهبندان,97,96,-1
973502,گنبد - اينچه برون,79,78,-1
163101,ساري - کياسر (شکتا),80,79,-1
334951,گناباد - قائن (خضري - قائن),101,100,-1
315452,بردسکن - کاشمر,80,79,-1
363355,دهلران - انديمشک (دشت عباس - سه‌راهي دهلران),31,30,-1
313902,مشهد - چناران (گلبهار - چناران),88,87,-1
313855,مهنه - فيض‌آباد,86,85,-1
143133,آزادراه قم - تهران (علي‌آباد),101,100,-1
974201.0,سه‌راهي کلاله - تنگراه,80,79,-1
183155,چالوس - کرج (گچسر),47,46,-1
363501,باغملک - ايذه,84,83,-1
143203,سلفچگان - دستجرد,76,75,-1
333453,مرز يزدان - قائن (حاجي‌آباد),88,87,-1
314154,رشتخوار - خواف,97,96,-1
214241,کاشان - نراق (مرز استان),79,78,-1
333501,بيرجند - عرب‌آباد (خوسف),101,100,-1
333502.0,بيرجند - سربيشه (بيرجند - مود),102,101,-1
213960,بروجن - دهاقان,122,121,-1
363104,اهواز - ملاثاني,90,89,-1
143105,قم - سلفچگان (قم),94,93,-1
143124,کمربندي قم (قم - اراک),88,87,-1
163215,آمل - رودهن (سه راه بلده - پنجاب),70,69,-1
163214,آمل - رودهن (شاه زيد - سه راه بلده),68,67,-1
313223,نيشابور - مشهد (نيشابور) (متناظر توزين),78,77,-1
313959,فاروج - قوچان (قوچان),62,61,-1
143113.0,پرديسان - ورجان,89,88,-1
313952,چناران - مشهد (چناران - گلبهار),79,78,-1
183168,چالوس - کرج (بيلقان),58,57,-1
333503,بيرجند - آرين شهر,101,100,-1
113603,آزادراه تهران، قم - فرودگاه امام خميني,86,85,-1
323104,بجنورد - اسفراين (بجنورد),69,68,-1
323152,آشخانه - بجنورد (بيدک),89,88,-1
113413,آبعلي - پلور (سه‌راهي مشاء - امامزاده هاشم),88,87,-1
263401,تبريز - خواجه,86,85,-1
973555,مرزپل - اينچه برون,92,91,-1
113253,آزادراه قم - تهران (مجتمع ياس),109,108,-1
263301,سهند - تبريز,89,88,-1
113256,آزادراه پرديس - تهران (عوارضي پرديس),80,79,-1
113263,لواسانات - تهران (طلائيه),77,76,-1
113264,لواسانات - تهران (سوهانک),34,33,-1
113293.0,جاده قديم قم، تهران (نعلبندان - حسن‌آباد),79,78,-1
323226,پيش قلعه - راز,89,88,-1
413271,اقليد - دو راهي سورمق,89,88,-1
263286,کنار گذر جنوبي شهيد کسايي (تبريز - باسمنج),98,97,-1
323501,فاروج - قوچان (فاروج),103,102,-1
113403,رودهن - دماوند,93,92,-1
153136,آزادراه قزوين - آبيک (عوارضي 1 قزوين),75,74,-1
323219.0,بجنورد - شوقان,77,76,-1
973358,علي آباد - گرگان,103,102,-1
163802.0,عباس آباد - تنکابن,76,75,-1
164609,آزادراه تهران - شمال (دهانه شمالي تونل البرز),35,34,-1
323210,جاده قديم بجنورد - آشخانه,64,63,-1
323253,ميامي - گرمه (گرمه),82,81,-1
413553.0,نيريز - استهبان,74,73,-1
213154,اردستان - اصفهان (کمشچه),103,102,-1
363251,اهواز - آبادان (دارخوين - آبادان),72,71,-1
113203,آزادراه تهران - قم (مجتمع ياس),109,108,-1
414310.0,فيروزآباد -جم (محور جديد ),59,58,-1
414307.0,فيروزآباد - فراشبند,47,46,-1
414302,فيروزآباد - کوار (سه‌راهي ميمند - کوار),79,78,-1
153155,آزادراه رشت - قزوين (محمودآباد - قزوين),103,102,-1
164155,فيروزکوه - قائمشهر (پل سفيد - شيرگاه),80,79,-1
323276,راز - پيش قلعه,89,88,-1
263454,هوراند - اهر,48,47,-1
323260,جاده قديم آشخانه - بجنورد,70,69,-1
314353,قوچان - سبزوار (سلطان‌آباد - سبزوار),94,93,-1
263451,خواجه - تبريز,84,83,-1
263404,اهر - هوراند,52,51,-1
113249,آزادراه تهران- شمال (قطعه اول - محدوده عوارضي تهران),75,74,-1
414101,داراب - زرين دشت,54,53,-1
413765,قير-جهرم,72,71,-1
413752,سه‌راهي کوار - جهرم (خفر - قطب‌آباد),80,79,-1
314354,اسفراين - سبزوار (سبزوار),83,82,-1
413751,جهرم - سه‌راهي کوار (خفر - سه‌راهي کوار),91,90,-1
413154.0,کازرون - شيراز (خان زنيان - شيراز),68,67,-1
363302,انديمشک - شوش,80,79,-1
363201,آبادان - اهواز (آبادان - دارخوين),45,44,-1
163352,قائمشهر - بابل,58,57,-1
163373,گنج افروز - بابل (جنب دوربين ثبت تخلف),57,56,-1
973902,آزادشهر - گنبد,75,74,-1
973251,آق قلا - بندرترکمن,97,96,-1
214901,آزادراه نطنز - اصفهان (عوارضي اصفهان),107,106,-1
364560,هفتگل - شوشتر,45,44,-1
364551,دزفول - شوشتر,68,67,-1
214851.0,سامان - تيران (تيران),99,98,-1
323204,گرمه - جاجرم,88,87,-1
973254,کردکوي - بندر ترکمن,44,43,-1
364652,شوشتر - مسجدسليمان (شوشتر - سه‌راهي گاو سوار),73,72,-1
264302,سه راهي هريس - اهر,86,85,-1
264351,سه راهي هريس - هريس,84,83,-1
364509,شوشتر - گتوند,36,35,-1
323154,اسفراين - بجنورد (بجنورد),66,65,-1
363114,شوشتر - ملاثاني,74,73,-1
163351.0,بابلسر - بابل,48,47,-1
364502,گتوند - سه راه گتوند,39,38,-1
113552,فيروزکوه - دماوند (فيروزکوه - سه‌راهي ارجمند),97,96,-1
973201,بندرترکمن - آق قلا,99,98,-1
364601,مسجدسليمان - شهرکرد,64,63,-1
315402,کاشمر - بردسکن,83,82,-1
414357.0,فراشبند - فيروزآباد,53,52,-1
163501,بهشهر - گلوگاه,91,90,-1
363157,اهواز - رامهرمز(رامهرمز),82,81,-1
113419,دماوند - فيروزکوه (دماوند - آبسرد),72,71,-1
263764,مرند - صوفيان (مرند) (متناظر توزين),79,78,-1
323207,سنخواست - سه راهي ايرج,84,83,-1
215352,چادگان - تيران (سه‌راهي سد زاينده‌رود),76,75,-1
973505,اينچه برون - مرز پل,86,85,-1
263903,جاده قديم ميانه - زنجان (ميانه - سرچم),65,64,-1
413111.0,کوار - شيراز (کوار - سه‌راهي کوار),57,56,-1
163454,دابودشت - فريدون کنار,76,75,-1
163510,گلوگاه - کردکوي (گلوگاه),77,76,-1
213156,زيار - اصفهان,53,52,-1
153189,رمپ پل حسين آباد (ورودي به جاده قديم قزوين),67,66,-1
364751,آغاجاري - اميديه,62,61,-1
164751,بهشهر - نکا,76,75,-1
333222,بيرجند - منصورآباد,99,98,-1
574161,پلدشت - مرگنلر,60,58,-2
574404,نقده - اشنويه,79,77,-2
773111,سورشجان - فارسان,84,82,-2
315401,شادمهر - کاشمر,89,87,-2
574303,مياندوآب - ملکان (مياندوآب),71,69,-2
574308,مياندوآب - شاهين دژ (مياندوآب),79,77,-2
773157,نافچ - شهرکرد,90,88,-2
753951,روعان - فامنين,67,65,-2
574454,اشنويه - نقده,83,81,-2
574358,شاهين دژ - مياندوآب (مياندوآب),78,76,-2
773156,اصفهان - شهرکرد (تونل رخ),92,90,-2
753901,فامنين - روعان,67,65,-2
314701,فردوس - بجستان (بجستان),94,92,-2
573851,ماکو - سه‌راهي ايواغلي (قره ضياءالدين - ايواغلي),42,40,-2
184206,كرج - ماهدشت,70,68,-2
573506,خوي - چالدران,75,73,-2
183101,آزادراه کرج - تهران (کيلومتر25),81,79,-2
573567.0,چالدران - قره ضياالدين,80,78,-2
323206,اسفراين - سبزوار (اسفراين),79,77,-2
573553,قطور - خوي (مرز رازي),71,69,-2
573552,سلماس - خوي,84,82,-2
164701,نکا - بهشهر,82,80,-2
164655,کرج - چالوس (سياه بيشه - هزارچم),40,38,-2
573502,خوي - سلماس,85,83,-2
184201,اشتهارد - بوئين زهرا,76,74,-2
164603,آزادراه شمال - تهران (چالوس - مرزن‌آباد),100,98,-2
573401,تکاب - بيجار (تکاب),83,81,-2
323255,اميرآباد - جاجرم (جاجرم),92,90,-2
323256,سبزوار - اسفراين (اسفراين),77,75,-2
323259,جاجرم - سنخواست,90,88,-2
323269.0,شوقان - بجنورد,76,74,-2
813107,آزادراه خرم‌آباد - انديمشک (خرم‌آباد - پل زال),84,82,-2
183110,آزادراه کرج - قزوين (پل هشتگرد),78,76,-2
323105.0,شيروان - بجنورد (سيساب),95,93,-2
183111.0,آزادراه کرج - قزوين (گلشهر),59,57,-2
213106,اصفهان - زيار,57,55,-2
574154,ماکو - سه‌راهي ايواغلي (يولاگلدي - مرگنلر),85,83,-2
315503,گناباد - مهنه (مهنه),89,87,-2
773202,دشتک - مسجد سليمان,70,68,-2
773222,شهرکرد - شلمزار (خراجي),79,77,-2
773252,مسجد سليمان - دشتک,73,71,-2
574105,سه‌راهي ايواغلي - ماکو (قره ضياءالدين - مرگنلر),85,83,-2
574104,سه‌راهي ايواغلي - ماکو (مرگنلر - يولاگلدي),88,86,-2
183170,چالوس - کرج (کندوان),48,46,-2
573966,محمديار - درگه سنگ (سه راهي محمديار),87,85,-2
773355,بلداجي - گندمان (بلداجي),96,94,-2
773356,شهرکرد - سفيد دشت,85,83,-2
773369,گندمان - بروجن,65,63,-2
315702,نيشابور - کاشمر (نيشابور),81,79,-2
315728,جاده قديم نيشابور - سبزوار (فيروزه - سلطان‌آباد),90,88,-2
573902,مياندوآب - مهاباد,86,84,-2
574552,مهاباد - اروميه (محمديار - حيدرآباد),84,82,-2
953401,برازجان - کازرون (برازجان - دالکي) (متناظر توزين),60,58,-2
753804,نهاوند - ملاير,81,79,-2
264503,شبستر - تسوج,91,89,-2
713404,جوانرود - ثلاث باباجاني,83,81,-2
713454,ثلاث باباجاني - جوانرود,82,80,-2
713552,ثلاث سرپل ذهاب,60,58,-2
643952,لار - بستک (بستک),83,81,-2
643902,بستک - لار (بستک),76,74,-2
713708,انتهاي کمربندي قصر شيرين (رفت),49,47,-2
713758,انتهاي کمربندي قصر شيرين (برگشت),47,45,-2
214751,تيران - نجف‌آباد,99,97,-2
214691,نيك آباد - بهارستان,94,92,-2
264501,صوفيان - شبستر,86,84,-2
714202,بيستون - صحنه,88,86,-2
714203,ميان راهان - سنقر,65,63,-2
643604,دهبارز - منوجان,79,77,-2
713401,روانسر - پاوه (سه‌راهي بپاپوش),56,54,-2
643554,حاجي آباد - سه راهي گهکم (متناظر توزين),82,80,-2
643501,سه راهي گهگم - داراب,54,52,-2
264753,اصلاندوز - اسکانلو,76,74,-2
264851,ورزقان - خواجه,79,77,-2
733151,سه راهي موچش - کامياران,72,70,-2
313104,مشهد - فريمان (تپه سلام - سنگ بست),89,87,-2
733160,سه راهي موچش - سنندج,82,80,-2
214351,جاده قديم قم - کاشان (سن سن - کاشان),76,74,-2
214301,جاده قديم کاشان - قم (کاشان - سن سن),73,71,-2
214290,مشهد اردهال - کاشان,92,90,-2
733276,مريوان - سنندج (مريوان),69,67,-2
313145,نيشابور - مشهد (قدمگاه),86,84,-2
263952,اردبيل - سرچم (سرچم),73,71,-2
263902,سرچم - اردبيل (سرچم),74,72,-2
613152,مير جاوه - زاهدان,101,99,-2
713151,بيستون - کرمانشاه,79,77,-2
673555,کمربندي خرمدره - ابهر,62,60,-2
263551.0,نير - سراب (سراب),87,85,-2
673603,زنجان - خرمدره,79,77,-2
263602,مراغه - بناب,84,82,-2
673452,اردبيل - سرچم,87,85,-2
673705,زرينه رود - گرماب,68,66,-2
263402,اهر - کليبر,73,71,-2
673351,منجيل - گيلوان,79,77,-2
673301,گيلوان - منجيل,77,75,-2
263652,بناب - مراغه,78,76,-2
673272,بيجار - زنجان (متناظر توزين),77,75,-2
673251,بيجار - زنجان (بيجار - زرين‌آباد),57,55,-2
263237,آزادراه تبريز - زنجان (بستان آباد) (متناظر توزين),95,93,-2
263103,تبريز - جزيره اسلامي,85,83,-2
263201,آذرشهر - عجب شير,93,91,-2
713204,سه راهي حميل - سرابله,81,79,-2
673201,زنجان - بيجار (زرين‌آباد - بيجار),63,61,-2
263753,ايواغلي - مرند (کشکسراي - مرند),88,86,-2
673175,خلخال - طارم (مرز استان),52,50,-2
713205,کرمانشاه - هلشي,73,71,-2
263754,ايواغلي - مرند (سه‌راه ايواغلي - کشکسراي),92,90,-2
673172,خرمدره - زنجان (قبل از پليس راه),80,78,-2
673163,ميانه - زنجان (نيک‌پي - زنجان),74,72,-2
973155,علي آباد - گرگان,82,80,-2
263806,جلفا - سه راهي ايواغلي,98,96,-2
713288,کامياران - کرمانشاه (قزانچي) (متناظر توزين),84,82,-2
313146,آزادراه مشهد - باغچه (باغچه),99,97,-2
643202,ميناب - جاسک,63,61,-2
313154,فريمان - مشهد (سنگ بست - تپه سلام),106,104,-2
313951,قوچان - چناران (سه‌راه چکنه - چناران),100,98,-2
613601,سراوان - کوهک,62,60,-2
753278,مجموع گيت هاي عوارضي ساوه - همدان (همدان),95,93,-2
753283,غارعليصدر- همدان (قبل از سه راهي بهار),49,47,-2
213251,ابرکوه - رامشه,68,66,-2
213234,نطنز - اردستان (آزادراه کنار گذر شرقي - کيلومتر30),109,107,-2
613507,زابل - سه راهي دشتک,87,85,-2
753303,کوريجان - قهاوند (حدفاصل تقاطع آزادراه - قهاوند),31,29,-2
613457.0,خاش - اسکل آباد,68,66,-2
213229,اصفهان - فلاورجان(کمربندي سپاهان شهر),103,101,-2
313910,قوچان - درگز (قوچان - امام قلي),58,56,-2
753452,لاله جين - بهار,53,51,-2
613306,سه راهي نگور - نگور,77,75,-2
753558,کوريجان - همدان (متناظر توزين),88,86,-2
313156,سدکارده - مشهد (سه‌راه کارده),59,57,-2
753606,گل تپه - عليصدر,63,61,-2
753607,کبوتر آهنگ - گل تپه,32,30,-2
753655,سه راهي پايگاه نوژه - کبودر آهنگ,83,81,-2
314251,قوچان - درگز (امام قلي - درگز),88,86,-2
314301,سبزوار - بردسکن (سبزوار),80,78,-2
953617,عسلويه - پارسيان (مرز استان),89,87,-2
613252,ايرانشهر - سرباز (ايرانشهر),98,96,-2
613244,ايرانشهر - نيکشهر,82,80,-2
314320,سبزوار - نيشابور (زعفرانيه),85,83,-2
314351,بردسکن - سبزوار (سبزوار),77,75,-2
613206,بزمان - محمدآباد ريگان (بزمان),45,43,-2
613154,بم - نصرت‌آباد,87,85,-2
613604,مهرستان - سرباز,47,45,-2
313802,مشهد - تربت حیدریه (باغچه - رباط سنگ),103,101,-2
313752,باخرز - تربت‌جام (تربت‌جام),92,90,-2
613655,ايرانشهر - مهرستان,68,66,-2
973451,گلوگاه - کردکوي,104,102,-2
643178,خونسرخ - گچين,90,88,-2
313170,جاده قديم چناران - مشهد,84,82,-2
973152,کردکوي - گرگان,106,104,-2
214204,بادرود - اردستان (متناظر توزين),101,99,-2
643158,حاجي‌آباد - بندرعباس (فين - دشت امام),81,79,-2
213952,سميرم - شهرضا,100,98,-2
733507,ديواندره - تکاب,54,52,-2
313224,تربت حيدريه - مشهد (کمربندي تربت حيدريه) (متناظر توزين),93,91,-2
733557,تکاب - ديواندره,74,72,-2
213910,دهاقان - بروجن,95,93,-2
313235,مشهد - ميامي,85,83,-2
733653,حسين آباد - دهگلان,92,90,-2
213903,شهرضا - هرند (شهرضا - نيک‌آباد),73,71,-2
313258,آزادراه کنارگذر چناران - باغچه (عوارضي ناظريه),91,89,-2
313273,مشهد - نيشابور (نيشابور) (متناظر توزين),85,83,-2
213801,ابريشم - پيربکران,86,84,-2
213751,فريدونشهر - سه راهي ازون بلاغ,77,75,-2
733758,سروآباد - مريوان,50,48,-2
213551,ياسوج - سميرم (سه‌راهي پاتاوه ),93,91,-2
753105,آزادراه همدان - ساوه (تقاطع جاده کميجان - پل 123),101,99,-2
753107,همدان - گلتپه,62,60,-2
753154,آزادراه ساوه - همدان (دخان - پل 123),95,93,-2
323309,چمن بيد - جنگل گلستان (چشمه خان),92,90,-2
313702,تربت‌جام - باخرز (تربت‌جام),87,85,-2
813110,خرم‌آباد - دوره چگني,92,90,-2
813251,نورآباد - فيروزآباد,78,76,-2
164301.0,جويبار - قائمشهر,74,72,-2
913277,خلخال - اردبيل (متناظر توزين),82,80,-2
143118,قم - سلفچگان,98,96,-2
913501,سه‌راهي سربند - بران,86,84,-2
913503,اردبيل - مشکين‌شهر (سه‌راهي مشکين‌شهر - لاهرود),96,94,-2
143111,قم - قنوات,90,88,-2
363551,ايذه - باغملک,88,86,-2
114501,آزادراه تهران - کرج (عوارضي قديم),84,82,-2
953402,برازجان - اهرم,81,79,-2
913607,خلخال-کوثر,75,73,-2
913651,اسالم - خلخال (راهدارخانه الماس),40,38,-2
973106,گرگان - آق قلا,73,71,-2
913652,اسالم - خلخال (مجره),63,61,-2
913701,اردبيل - کوثر (فاراب),55,53,-2
363604,آزادراه بندر امام خميني - اهواز,68,66,-2
453903,سيرجان - نيريز (سیرجان),89,87,-2
913906,سه‌راهي لاهرود - مشکين‌شهر,83,81,-2
453852,رفسنجان - زرند (داوران),69,67,-2
363655,اميديه - ماهشهر,92,90,-2
453757,سرچشمه - رفسنجان,96,94,-2
114152,جاده قديم ساوه - تهران (پرند - رباط‌کريم),70,68,-2
453705,رفسنجان - نوق,81,79,-2
114102,جاده قديم تهران - ساوه (رباط‌کريم - پرند),63,61,-2
513151,خنداب - سه راهي خنداب,89,87,-2
913228,اردبيل - سرعين (ارجستان),53,51,-2
143253,دستجرد - سلفچگان,72,70,-2
913203,اردبيل - آبي بيگلو,71,69,-2
853362.0,بهبهان - گچساران (خيرآباد - گچساران),80,78,-2
973904,تنگراه - جنگل گلستان,60,58,-2
973951,مينودشت - آزادشهر,85,83,-2
873229,سه راهي بيارجمند - بيارجمند,81,79,-2
143174,کمربندي قم (اراک - قم),66,64,-2
363352,شوش - انديمشک,83,81,-2
143173,کمربندي قم (کاشان - قم),104,102,-2
143169,پل جاده کاشان - جمکران,42,40,-2
873329,شاهرود - طرود(معلمان),87,85,-2
873378,گرگان - شاهرود,66,64,-2
873379,طرود - شاهرود(معلمان),88,86,-2
913101,اردبيل - آستارا (گيلانده - نمين) (متناظر توزين),74,72,-2
363363,خرم‌آباد - انديمشک (انديمشک) (متناظر توزين),100,98,-2
513452.0,محلات - خمين,91,89,-2
143163,ورجان - پرديسان,92,90,-2
913108,نير - سراب (نير),63,61,-2
513402.0,خمين - محلات,89,87,-2
913154,گرمي - اردبيل (سه‌راه مشکين‌شهر - اردبيل),91,89,-2
513266,راهجرد - آشتيان,82,80,-2
913201,اردبیل - نير (نیر),87,85,-2
513217,کميجان - قهاوند,77,75,-2
453601,بردسير - باغين (متناظر توزين),72,70,-2
364202,الوان - بستان,38,36,-2
453555,ماهان - بم (سه‌راهي جيرفت - بم),85,83,-2
933210,خويدک - عسکريه,82,80,-2
934108,ابرکوه - صفاشهر (مرز استان),73,71,-2
934152,مروست - هرات,51,49,-2
413221,دو راهي سورمق - اقليد,86,84,-2
413267.0,فسا - سروستان (سه‌راهي فسا - سروستان),91,89,-2
934158,صفاشهر - ابرکوه (مرز استان),80,78,-2
113257,آزادراه پرديس - تهران (بومهن),98,96,-2
413352,بوانات - صفاشهر,66,64,-2
953201,چغادک - خورموج (خورموج),100,98,-2
413503.0,استهبان - نيريز,69,67,-2
413552.0,فسا - استهبان (سه‌راهي فسا - استهبان),84,82,-2
413701,سه‌راهي کوار - جهرم (سه‌راهي کوار - خفر),78,76,-2
413715,جهرم-قير,64,62,-2
414701,لامرد - مهر,98,96,-2
414115,خان زنيان - قلات,61,59,-2
113213,تهران - لواسانات (طلائيه),74,72,-2
414151,زرين دشت - داراب,59,57,-2
414165,قلات - خان زنيان,64,62,-2
414201,کمربندي اکبرآباد شيراز (جنوب - شمال),67,65,-2
414202,ارسنجان - سعادتشهر,77,75,-2
414251,کمربندي اکبرآباد شيراز (شمال - جنوب),77,75,-2
414252,سعادتشهر - ارسنجان,77,75,-2
413156.0,کوار - شيراز (سه‌راهي کوار - شيراز),107,105,-2
414869.0,سعادت شهر - مرودشت,88,86,-2
113418,دماوند - فيروزکوه (سربندان - امين‌آباد),112,110,-2
453249,کرمان - چترود,101,99,-2
364351,بستان - چزابه (پايانه مرزي ),91,89,-2
453454,بهرامجرد - نگار,83,81,-2
453352,وکيل‌آباد - ارزوئيه (ارزوئيه),86,84,-2
933453,چادرملو - بهاباد,72,70,-2
364455,رامشير (سه راه سرانجام) - ماهشهر,88,86,-2
933502,تفت - دهشير (اسلاميه),86,84,-2
453296.0,زنگي آباد - کرمان,73,71,-2
973102,گرگان - کردکوي,112,110,-2
364510,شوشتر - هفتگل,40,38,-2
364558,دزفول - شوشتر (دزفول),83,81,-2
413104.0,شيراز - کازرون (شيراز - خان زنيان),58,56,-2
113468,فيروزکوه - دماوند (امين‌آباد - سربندان),88,86,-2
453164,کوهپايه - کرمان,76,74,-2
364701,اميديه - آغاجاري,55,53,-2
933704,مهريز - کنجکوه,83,81,-2
453152,ماهان - سه‌راهي راين (ماهان),78,76,-2
453115,چترود - زرند (ده زيار),92,90,-2
453114,کرمان - کوهپايه,86,84,-2
953451,کازرون - برازجان (دالکي - برازجان),63,61,-2
413101,سه راهي سياخ دارنگون - کوار,60,58,-2
143252,کاشان - عوارضي قم,71,69,-2
513216,آشتيان - راهجرد,84,82,-2
673552,سلطانيه - زنجان (سلطانيه),82,80,-2
833553,دهلران - سه راهي کاور,70,68,-2
543269,تقاطع سراوان - رشت,94,92,-2
153307,تاکستان - خرمدشت,95,93,-2
813655.0,کمربندي جنوبي خرم آباد (جنوب به شمال),89,87,-2
543232,امامزاده هاشم - رستم آباد (جاده قديم),61,59,-2
543231,خمام - پيربازار,68,66,-2
544308,فومن - سراوان (فومن),81,79,-2
363101,خروجي شرق اهواز,90,88,-2
333227,خوسف - سربيشه,92,90,-2
833752,دهلران - مهران,99,97,-2
363105,اهواز - بندر امام(جاده قديم),72,70,-2
813501,ازنا - دورود,94,92,-2
363107,رامهرمز - اهواز(رامهرمز),80,78,-2
163403,بابلسر - بهنمير,76,74,-2
153207,بوئين‌زهرا - دانسفهان,87,85,-2
333215,طبس - ده محمد,92,90,-2
543272,سياهکل - سنگر,55,53,-2
163104,خزرآباد - ساري,72,70,-2
833757,ترمينال برکت - مهران,49,47,-2
543285,جيرده - رشت,51,49,-2
833210,ايلام - کرمانشاه(قلاجه),60,58,-2
543554,طارم - منجيل (گيلوان - منجيل),68,66,-2
953709,گناوه - برازجان,94,92,-2
163212,آمل - رودهن (پارک جنگلي - سه راه سنگچال),84,82,-2
163207,رودهن - آمل (پارک جنگلي آمل - آمل) (متناظر توزين),71,69,-2
543502,جاده قديم لوشان - قزوين,52,50,-2
333408,قاين - حاجي آباد,101,99,-2
333362,سربيشه - شوسف,95,93,-2
333562,سربيشه - بيرجند (سربيشه - مود),101,99,-2
163161,کياسر - ساري (کياده),70,68,-2
333352,درميان - سربيشه,96,94,-2
334703,فردوس - گناباد (فردوس),67,65,-2
833112,ايلام - ملکشاهي,83,81,-2
163265,رودهن - آمل (پنجاب - سه راه بلده),84,82,-2
163106,سمنان - کياسر,73,71,-2
363151,ورودي شرق اهواز (متناظر توزين),91,89,-2
333251,زابل - نهبندان (نهبندان),90,88,-2
813159,بيرانشهر - خرم آباد,86,84,-2
573251,راژان - اروميه,83,81,-2
363257,خرمشهر - اهواز (جاده امام صادق),89,87,-2
164151,فيروزکوه - قائمشهر (شيرگاه - قائمشهر),64,62,-2
323359,جنگل گلستان - چمن بيد (چشمه خان),86,84,-2
973901,آزادشهر - مينودشت,83,81,-2
813202,الشتر - فيروزآباد,76,74,-2
323357,چمن بيد - آشخانه (آشخانه),93,91,-2
323552,فاروج - شيروان,97,95,-2
363256,اميديه - اهواز(سه راهي سرانجام),97,95,-2
323355,رازجرگلان - آشخانه,79,77,-2
153156,آزادراه رشت - قزوين (کوهين - محمودآباد),94,92,-2
323354.0,چمن بيد - آشخانه (چمن بيد),71,69,-2
164104,چالوس - کرج (دوآب - مرزن آباد),30,28,-2
