code,type,origin,destination,place
453352,,وکیل‌آباد,ارزوئیه,ارزوئیه
453353,,بافت,رابر,رابر
453361,,ارزوییه,بافت,
453363,,جیرفت,رابر,قنات ملک
453401,,بردسیر,سیرجان,
453403,,کرمان,بافت,نگار
453404,,نگار,بهرامجرد,
453451,,سیرجان,بردسیر,
453453,,بافت,کرمان,نگار
453454,,بهرامجرد,نگار,
453502,,ایرانشهر,بم,بزمان - نرمانشیر
453503,,نرمانشیر,فهرج,
453505,,بم,ماهان,بم - سه‌راهی جیرفت
453517,,بم,زاهدان,
453518,,ریگان,ایرانشهر,
453552,,بم,ایرانشهر,نرمانشیر - بزمان
453553,,فهرج,نرمانشیر,
453555,,ماهان,بم,سه‌راهی جیرفت - بم
453567,,زاهدان,بم,متناظر توزین
453568,,ایرانشهر,ریگان,
453601,,بردسیر,باغین,متناظر توزین
453651,,باغین,بردسیر,
453701,,باغین,رفسنجان,
453702,,انار,رفسنجان,
453703,,انار,مهریز,انار
453704,,انار,شهربابک,انار
453705,,رفسنجان,نوق,
453707,,رفسنجان,سرچشمه,
453751,,رفسنجان,باغین,
453752,,رفسنجان,انار,
453753,,مهریز,انار,انار
453754,,شهربابک,انار,انار
453755,,نوق,رفسنجان,
453757,,سرچشمه,رفسنجان,
453801,,چترود,راور,
453802,,زرند,رفسنجان,داوران
453803,,زرند,دشتخاک,
453804,,زرند,بافق,زرند،محور سی ریز
453851,,راور,چترود,
453852,,رفسنجان,زرند,داوران
453853,,دشتخاک,زرند,
453854,,بافق,زرند,زرند،محور سی ریز
453901,,سیرجان,حاجی آباد,چاه قلعه
453903,,سیرجان,نیریز,سیرجان
453904,,سیرجان,بافت,سیرجان
453908,,سیرجان,شهربابک,
453909,,سیرجان,حاجی آباد,سنگ بهرام
453927,کمربندی,سیرجان,شهربابک,
453930,,شهربابک,سیرجان,شهربابک) (متناظر توزین
453931,,سیرجان,پاریز,
453951,,حاجی آباد,سیرجان,چاه قلعه
453953,,نیریز,سیرجان,سیرجان
453954,,بافت,سیرجان,سیرجان
453958,,شهربابک,سیرجان,
453959,,حاجی آباد,سیرجان,سنگ بهرام
453980,,سیرجان,شهربابک,شهربابک
453981,,پاریز,سیرجان,
454103,,شهربابک,جوزم,شهربابک
454104,,شهربابک,هرات,شهربابک
454107,,سرچشمه,شهربابک,
454153,,جوزم,شهربابک,شهربابک
454154,,هرات,شهربابک,شهربابک
454157,,شهربابک,سرچشمه,
513101,,سه راهی خنداب,خنداب,
513102,,سلفچگان,اراک,کارچان
513103,,اراک,بروجرد,
513110,,اراک,خمین,
513111,,اراک,فرمهین,
513112,,,,
513151,,خنداب,سه راهی خنداب,
513152,,اراک,سلفچگان,کارچان) (متناظر توزین
513153,,بروجرد,اراک,
513155,,شازند,اراک,
513160,,خمین,اراک,
513161,,فرمهین,اراک,
513162,,,,
513214,,سلفچگان,اراک,احمدآباد
513215,,توره,بروجرد,توره) (متناظر توزین
513216,,آشتیان,راهجرد,
513217,,کمیجان,قهاوند,
513264,,اراک,سلفچگان,احمدآباد
513265,,بروجرد,توره,توره
513266,,راهجرد,آشتیان,
513267,,قهاوند,کمیجان,
513401,,خمین,گلپایگان,خمین
513402,,خمین,محلات,
513403,,خمین,شازند,
513404,,خمین,الیگودرز,
513451,,گلپایگان,خمین,خمین
513452,,محلات,خمین,
513453,,شازند,خمین,
513454,,الیگودرز,خمین,
513501,,دلیجان,نراق,
513505,,دلیجان,میمه,دلیجان) (متناظر توزین
513551,,نراق,دلیجان,
513555,,میمه,دلیجان,دلیجان
513602,,ساوه,همدان,
513603,آزادراه,تهران,ساوه,مامونیه
513604,,سلفچگان,دلیجان,سد 15 خرداد
513605,آزادراه,تهران,ساوه,سرزمین ایرانیان
513606,آزادراه,ساوه,همدان,عوارضی ساوه - دخان
513609,جاده قدیم,ساوه,سلفچگان,ساوه - آوه
513611,,ساوه,بوئین زهرا,
513612,جاده قدیم,ساوه,تهران,ساوه - شهرک صنعتی کاوه
513620,آزادراه,ساوه,تهران,پلیس‌راه ساوه) (متناظر توزین
513621,آزادراه,ساوه,همدان,عوارضی ساوه
513649,آزادراه,سلفچگان,ساوه,عوارضی سلفچگان
513652,,همدان,ساوه,
513653,آزادراه,ساوه,تهران,مامونیه
513655,آزادراه,ساوه,تهران,سرزمین ایرانیان
513656,آزادراه,همدان,ساوه,دخان - عوارضی ساوه
513659,جاده قدیم,سلفچگان,ساوه,آوه - ساوه
513661,,بوئین زهرا,ساوه,
513662,جاده قدیم,تهران,ساوه,شهرک صنعتی کاوه - ساوه
513671,آزادراه,همدان,ساوه,عوارضی ساوه
513699,آزادراه,ساوه,سلفچگان,عوارضی سلفچگان
513701,,ازنا,شازند,شازند
513702,,توره,ملایر,
513703,,توره,بروجرد,سه‌راهی ملایر
513704,,شازند,سه راهی شازند,
513751,,شازند,ازنا,شازند
513752,,ملایر,توره,
513753,,بروجرد,توره,سه‌راهی ملایر
513754,,سه راهی شازند,شازند,
513801,,محلات,دلیجان,
513851,,دلیجان,محلات,
543101,,امامزاده هاشم,تقاطع سراوان,
543102,,لنگرود,رودسر,
543103,,کوچصفهان,سنگر,
543104,,رشت,فومن,
543105,آزادراه,رشت,قزوین,رستم‌آباد - رودبار
543109,,رشت,پیر بازار,
543112,,پیر بازار,ضیابر,
543117,,ملاسرا,شفت,
543118,,لنگرود,چمخاله,
543119,,طاهرگوراب,صومعه سرا,
543120,,گورابجیر,منطقه آزاد,
543151,,تقاطع سراوان,امامزاده هاشم,
543152,,رودسر,لنگرود,
543153,,سنگر,کوچصفهان,
543154,,فومن,رشت,
543155,آزادراه,قزوین,رشت,رودبار - رستم‌آباد
543159,,پیربازار,رشت,
543160,,کوچصفهان,رشت,
543162,,ضیابر,پیر بازار,
543167,,شفت,ملاسرا,
543168,,چمخاله,لنگرود,
543169,,صومعه سرا,طاهرگوراب,
543170,,منطقه آزاد,گورابجیر,
543201,,آستارا,اردبیل,آستارا - آق چای
543220,,رشت,لاکان,
543222,,سنگر,سیاهکل,
543230,آزادراه,رشت,قزوین,امامزاده هاشم
543231,,خمام,پیربازار,
543232,,امامزاده هاشم,رستم آباد,جاده قدیم
543233,,سنگر,رشت,
543234,,شاقاجی,امامزاده هاشم,
543235,,رشت,جیرده,
543251,,اردبیل,آستارا,آق چای - آستارا
543269,,تقاطع سراوان,رشت,
543270,,لاکان,رشت,
543272,,سیاهکل,سنگر,
543280,آزادراه,قزوین,رشت,امامزاده هاشم) (متناظر توزین
543281,,پیربازار,خمام,
543282,,رستم آباد,امامزاده هاشم,جاده قدیم
543283,,رشت,سنگر,
543284,,امامزاده هاشم,شاقاجی,
543285,,جیرده,رشت,
543301,,خمام,انزلی,
543302,,انزلی,رضوانشهر,
543310,,بندرانزلی,حسن رود,
543351,,انزلی,خمام,متناظر توزین
543352,,رضوانشهر,انزلی,
543360,,حسن رود,بندر انزلی,
543401,,لاهیجان,آستانه,
543402,,آستانه,کیاشهر,
543403,,حسن رود,کیاشهر,
543404,,کوچصفهان,آستانه,
543451,,آستانه,لاهیجان,
543452,,کیاشهر,آستانه,
543453,,کیاشهر,حسن رود,
543454,,آستانه,کوچصفهان,
543501,جاده قدیم,رستم‌آباد,رودبار,
543502,جاده قدیم,لوشان,قزوین,
543503,آزادراه,رشت,قزوین,لوشان - مرز استان
543504,,منجیل,طارم,منجیل - گیلوان
543505,,رودبار,منجیل,
543551,جاده قدیم,رودبار,رستم‌آباد,
543552,جاده قدیم,قزوین,لوشان,
543553,آزادراه,قزوین,رشت,مرز استان - لوشان
543554,,طارم,منجیل,گیلوان - منجیل
543555,,منجیل,رودبار,
543556,آزادراه,قزوین,رشت,رستم‌آباد - امامزاده هاشم
543601,,کلاچای,چابکسر,
543602,,رودسر,کلاچای,
543606,جاده قدیم,منجیل,لوشان,
543609,,چابکسر,رامسر,مرز استان
543651,,چابکسر,کلاچای,
543652,,کلاچای,رودسر,
543656,جاده قدیم,لوشان,منجیل,
543659,,رامسر,چابکسر,مرز استان
543701,,املش,کلان کلایه,
543751,,کلان کلایه,املش,
543901,,تالش,آستارا,
543902,,اسالم,خلخال,اسالم
543904,,اسالم,تالش,
543951,,آستارا,تالش,
543952,,خلخال,اسالم,اسالم
543954,,تالش,اسالم,
544101,,ضیابر,پونل,
544105,,پونل,خلخال,
544151,,پونل,ضیابر,
544155,,خلخال,پونل,
544201,,بازارجمعه,فومن,
544251,,فومن,بازارجمعه,
544302,,فومن,سراوان,سراوان
544307,,فومن,ماسوله,
544308,,فومن,سراوان,فومن
544309,,فومن,صومعه سرا,
544352,,سراوان,فومن,سراون
544357,,ماسوله,فومن,
544358,,سراوان,فومن,فومن
544359,,صومعه سرا,فومن,
544501,,لاهیجان,سیاهکل,
544502,,لاهیجان,لنگرود,
544551,,سیاهکل,لاهیجان,
544552,,لنگرود,لاهیجان,
544601,,سیاهکل,دیلمان,
544651,,دیلمان,سیاهکل,
544701,,شلمان,املش,
544751,,املش,شلمان,
573101,,ارومیه,مهاباد,ارومیه - رشکان
573102,,ارومیه,سلماس,ارومیه
573103,,سرو,ارومیه,ارومیه
573104,,ارومیه,تبریز,شهید کلانتری
573106,,سرو,مرز سرو,
573151,,مهاباد,ارومیه,رشکان - ارومیه
573152,,سلماس,ارومیه,ارومیه
573153,,ارومیه,سرو,ارومیه
573154,,تبریز,ارومیه,شهید کلانتری
573156,,مرز سرو,سرو,
573201,,ارومیه,راژان,
573202,,ارومیه,جزیره اسلامی,پل میانگذر دریاچه
573203,,بوکان,سقز,بوکان
573211,,ارومیه,اشنویه,ارومیه
573221,,ارومیه,مهاباد,رشکان - حیدرآباد) (متناظر توزین
573222,,ارومیه,بند,
573223,,ارومیه,امام زاده,
573224,,ارومیه,گلمان,
573225,,ارومیه,سلماس,نوشین شهر - سلماس
573226,,ارومیه,انهر,
573251,,راژان,ارومیه,
573252,,جزیره اسلامی,ارومیه,پل میانگذر دریاچه
573253,,سقز,بوکان,بوکان
573261,,اشنویه,ارومیه,ارومیه
573271,,مهاباد,ارومیه,حیدرآباد - رشکان
573272,,بند,ارومیه,
573273,,امام زاده,ارومیه,
573274,,گلمان,ارومیه,
573275,,سلماس,ارومیه,سلماس - نوشین شهر
573276,,انهر,ارومیه,
573301,,پیرانشهر,مرز تمرچین,
573302,,مهاباد,پیرانشهر,پسوه
573304,,پیرانشهر,سردشت,
573352,,پیرانشهر,مهاباد,پسوه
573354,,سردشت,پیرانشهر,
573401,,تکاب,بیجار,تکاب
573402,,تکاب,دندی,
573451,,بیجار,تکاب,تکاب
573452,,دندی,تکاب,
573502,,خوی,سلماس,
573503,,خوی,قطور,مرز رازی
573506,,خوی,چالدران,
573507,,ایواغلی,مرند,
573517,,قره ضیاالدین,چالدران,
573518,,خوی,قره ضیاالدین,
573551,,خوی,سه راه ایواغلی,
573552,,سلماس,خوی,
573553,,قطور,خوی,مرز رازی
573556,,چالدران,خوی,
573557,,مرند,ایواغلی,
573567,,چالدران,قره ضیاالدین,
573568,,قره ضیالدین,خوی,
573602,,سردشت,بانه,سردشت
573603,,سه راهی ایواغلی,مرز جلفا,
573605,,سردشت,مرزکیله,
573652,,بانه,سردشت,سردشت
573653,,مرز جلفا,سه راهی ایواغلی,
573655,,مرزکیله,سردشت,
573701,,سلماس,تسوج,سلماس
573709,,سلماس,سرو,
573751,,تسوج,سلماس,سلماس
573759,,سرو,سلماس,
573801,,سه‌راهی ایواغلی,ماکو,ایواغلی - قره ضیاءالدین
573802,,شاهین دژ,تکاب,
573803,,شاهین دژ,بوکان,
573851,,ماکو,سه‌راهی ایواغلی,قره ضیاءالدین - ایواغلی
573852,,تکاب,شاهین دژ,
573853,,بوکان,شاهین دژ,
573901,,مهاباد,ارومیه,مهاباد - محمدیار
573902,,میاندوآب,مهاباد,
573903,,مهاباد,سردشت,مهاباد
573904,,مهاباد,بوکان,مهاباد
573916,,درگه سنگ,محمدیار,سه راهی محمدیار) (متناظر توزین
573951,,ارومیه,مهاباد,محمدیار - مهاباد
573952,,مهاباد,میاندوآب,
573953,,سردشت,مهاباد,مهاباد
573954,,بوکان,مهاباد,مهاباد
573966,,محمدیار,درگه سنگ,سه راهی محمدیار
574101,,بازرگان,ماکو,
574103,,ماکو,سه‌راهی ایواغلی,ماکو - یولاگلدی) (متناظر توزین
574104,,سه‌راهی ایواغلی,ماکو,مرگنلر - یولاگلدی
574105,,سه‌راهی ایواغلی,ماکو,قره ضیاءالدین - مرگنلر
574106,,بازرگان,کمربندی ماکو,
574107,,پلدشت,جلفا,پلدشت
574108,,یولاگلدی,پلدشت,
574111,,مرگنلر,پلدشت,
574151,,ماکو,بازرگان,
574153,,سه‌راهی ایواغلی,ماکو,یولاگلدی - ماکو
574154,,ماکو,سه‌راهی ایواغلی,یولاگلدی - مرگنلر
574155,,ماکو,سه‌راهی ایواغلی,مرگنلر - قره ضیاءالدین
574156,کمربندی,ماکو,بازرگان,
574157,,جلفا,پلدشت,پلدشت
574158,,پلدشت,یولاگلدی,
574161,,پلدشت,مرگنلر,
574301,,میاندوآب,بوکان,میاندوآب
574303,,میاندوآب,ملکان,میاندوآب
574308,,میاندوآب,شاهین دژ,میاندوآب
574351,,بوکان,میاندوآب,میاندوآب
574353,,ملکان,میاندوآب,میاندوآب
574358,,شاهین دژ,میاندوآب,میاندوآب
574401,,محمدیار,نقده,
574402,,نقده,پیرانشهر,
574403,,سه راهی حیدر آباد,نقده,
574404,,نقده,اشنویه,
574451,,نقده,محمدیار,
574452,,پیرانشهر,نقده,
574453,,نقده,سه راهی حیدر آباد,
574454,,اشنویه,نقده,
574501,,اشنویه,پیرانشهر,سه‌راهی جلدیان
574502,,ارومیه,مهاباد,حیدرآباد - محمدیار
574551,,پیرانشهر,اشنویه,سه‌راهی جلدیان
574552,,مهاباد,ارومیه,محمدیار - حیدرآباد
613101,,زاهدان,نصرت‌آباد,
613102,,زاهدان,میر جاوه,
613104,,نصرت‌آباد,بم,
613106,,زاهدان,سه‌راهی دشتک,
613151,,نصرت‌آباد,زاهدان,
613152,,میر جاوه,زاهدان,
613154,,بم,نصرت‌آباد,
613156,,سه‌راهی دشتک,زاهدان,
613202,,سرباز,ایرانشهر,ایرانشهر
613203,,ایرانشهر,بمپور,ایرانشهر
613206,,بزمان,محمدآباد ریگان,بزمان
613219,,ایرانشهر,زابلی,
613220,,بمپور,اسپکه,
613222,,دلگان,جلگه,
613236,,زاهدان,خاش,خاش
613240,,زاهدان,بم,کمربندی زاهدان
613242,,زاهدان,خاش,بزرگراه خلیج فارس
613243,,ایرانشهر,ایرندگان,سایگان
613244,,ایرانشهر,نیکشهر,
613252,,ایرانشهر,سرباز,ایرانشهر
613253,,بمپور,ایرانشهر,ایرانشهر
613256,,محمدآباد ریگان,بزمان,بزمان
613269,,زابلی,ایرانشهر,
613270,,اسپکه,بمپور,
613272,,جلگه,دلگان,
613286,,خاش,زاهدان,خاش) (متناظر توزین
613290,,بم,زاهدان,کمربندی زاهدان
613292,,خاش,زاهدان,بزرگراه خلیج فارس
613293,,ایرندگان,ایرانشهر,سایگان
613294,,نیکشهر,ایرانشهر,
613301,,چابهار,راسک,چابهار
613303,,چابهار,زرآباد,
613304,,زرآباد,لیردف,
613306,,سه راهی نگور,نگور,
613351,,راسک,چابهار,چابهار
613353,,زرآباد,چابهار,
613356,,نگور,سه راهی نگور,
613401,,زاهدان,خاش,زاهدان
613407,,اسکل آباد,خاش,
613410,,خاش,میرجاوه,سنگان
613414,,خاش,کارواندر,
613451,,خاش,زاهدان,زاهدان
613457,,خاش,اسکل آباد,
613460,,میرجاوه,خاش,سنگان
613502,,زابل,نهبندان,زابل
613505,,سه راهی دشتک,زابل,شهر سوخته
613507,,زابل,سه راهی دشتک,
613509,,زهک,مرز میلک,
613510,,زابل,زهک,
613512,,زابل,هیرمند,حیدرآباد
613516,,دوست محمد,زابل,
613552,,نهبندان,زابل,زابل
613557,,سه راهی دشتک,زابل,
613559,,مرز میلک,زهک,
613560,,زهک,زابل,
613562,,هیرمند,زابل,حیدرآباد
613566,,زابل,دوست محمد,
613601,,سراوان,کوهک,
613604,,مهرستان,سرباز,
613605,,مهرستان,ایرانشهر,
613606,,خاش,سوران,
613651,,کوهک,سراوان,
613654,,سرباز,مهرستان,
613655,,ایرانشهر,مهرستان,
613656,,سوران,خاش,
613701,,نیکشهر,چابهار,
613702,,ایرانشهر,نیک شهر,
613704,,نیکشهر(سه راهی نیکشهر),چابهار,منطقه آزاد چابهار
613754,,چابهار(منطقه آزاد چابهار),نیکشهر,سه راهی نیکشهر
613802,,جکیگور,راسک,
613852,,راسک,جکیگور,
615601,,زاهدان,نهبندان,سه‌راهی دشتک - سفیدآبه
615651,,نهبندان,زاهدان,سفیدآبه - سه‌راهی دشتک
643101,آزادراه,بندرعباس,عوارضی بندر شهید رجایی,
643104,,بندرعباس,سه‌راهی چاه اسماعیل,
643105,,بندرعباس,بندررجائی,تقاطع غیر همسطح
643106,,بندرعباس,دشت امام,
643107,,بندرعباس,بندرپل,
643108,,بندرعباس,حاجی‌آباد,دشت امام - فین
643109,,بندرعباس,حاجی‌آباد,سه‌راهی فین - سر چاهان
643110,,بندرعباس,لار,سه‌راهی کهورستان - سه‌راهی بستک
643111,,بندرلنگه,پارسیان,
643112,,سه‌راهی چاه اسماعیل,سه‌راهی فاریاب,
643113,,حاجی‌آباد,سیرجان,باغات
643116,,جاسک,لیردف,
643126,,سه راه بندرپل,بندرپل,
643127,آزادراه,ایسین,دشت امام,
643128,,گچین,خونسرخ,
643129,,حاجی‌آباد,ارزوئیه,حاجی‌آباد
643130,,سه راهی خونسرخ,اسکله شهید رجایی,
643144,,سه راه بابا غلام,بندرعباس,
643145,,سه‌راه بابا غلام,هورمودر,
643146,,قشم,درگهان,
643151,آزادراه,عوارضی بندر شهید رجایی,بندرعباس,
643154,,سه‌راهی چاه اسماعیل,بندرعباس,
643155,,بندررجائی,بندرعباس,تقاطع غیر همسطح
643156,,دشت امام,بندرعباس,
643157,,بندرپل,بندرعباس,
643158,,حاجی‌آباد,بندرعباس,فین - دشت امام
643159,,حاجی‌آباد,بندرعباس,سرچاهان - سه‌راهی فین
643160,,لار,بندرعباس,سه‌راهی بستک - سه‌راهی کهورستان
643161,,پارسیان,بندر لنگه,
643162,,سه‌راهی فاریاب,سه‌راهی چاه اسماعیل,
643163,,سیرجان,حاجی‌آباد,باغات
643166,,لیردف,جاسک,
643176,,بندر پل,سه راه بندرپل,
643177,آزادراه,دشت امام,ایسین,
643178,,خونسرخ,گچین,
643179,,ارزوئیه,حاجی‌آباد,حاجی‌آباد
643180,,اسکله شهید رجایی,سه راهی خونسرخ,
643194,,بندرعباس,سه راه بابا غلام,
643195,,هورمودر,سه‌راه بابا غلام,
643196,,درگهان,قشم,
643202,,میناب,جاسک,
643227,,جاسک,میناب,سیریک
643228,,ایسین,کهورستان,
643231,,بندرعباس,ایسین,راه آهن
643232,,بشاگرد,قلع گنچ,
643233,,بشاگرد,سندرک,
643252,,جاسک,میناب,
643277,,میناب,جاسک,سیریک
643278,,کهورستان,ایسین,
643281,,ایسین,بندرعباس,راه آهن
643282,,قلع گنج,بشاگرد,
643283,,سندرک,بشاگرد,
643301,,بندرخمیر,بندرلنگه,
643302,,پارسیان,عسلویه,پارسیان - بندو
643303,,سه راهی چارک,بندرچارک,
643304,,بندرلنگه,سه راهی چارک,
643305,,لامرد,سه راهی چهوو,
643306,,بندرمقام,سه راهی چهوو,
643307,,پارسیان,بندر بستانو,
643351,,بندرلنگه,بندر خمیر,
643352,,عسلویه,پارسیان,بندو - پارسیان
643353,,بندرچارک,سه راهی چارک,
643354,,سه راهی چارک,بندرلنگه,
643355,,سه راهی چهوو,لامرد,
643356,,سه راهی چهوو,بندرمقام,
643357,,بندربستانو,پارسیان,
643501,,سه راهی گهگم,داراب,
643504,,سه راهی گهکم,حاجی آباد,
643551,,داراب,سه راهی گهگم,
643554,,حاجی آباد,سه راهی گهکم,متناظر توزین
643601,,منوجان,دهبارز,دهبارز
643602,,سه راهی فاریاب,زیارتعلی,
643603,,زیارتعلی,فاریاب,
643604,,دهبارز,منوجان,
643605,,رهدار,زیارت پیرچوگان,
643651,,دهبارز,منوجان,دهباز
643652,,زیارتعلی,سه راهی فاریاب,
643653,,فاریاب,زیارتعلی,
643654,,منوجان,دهبارز,
643655,,زیارت پیرچوگان,رهدار,
643701,,لافت,درگهان,
643751,,درگهان,لافت,
643802,,سه‌راهی چاه اسماعیل,میناب,
643805,,میناب,بندرعباس,پل شور) (متناظر توزین
643806,,هشتبندی,فاریاب,
643807,,میناب,بشاگرد,
643852,,میناب,سه‌راهی چاه اسماعیل,
643856,,فاریاب,هشتبندی,
643857,,بشاگرد,میناب,
643901,,بستک,سه راه بندر لنگه,
643902,,بستک,لار,بستک
643951,,سه راه بندر لنگه,بستک,
643952,,لار,بستک,بستک
673101,,زنجان,بیجار,زنجان - زرین‌آباد
673102,,زنجان,میانه,نیک‌پی - سرچم
673103,,زنجان,خرمدره,سلطانیه - صائین قلعه
673104,,زنجان,دندی,
673105,آزادراه,زنجان,تبریز,عوارضی زنجان
673106,آزادراه,زنجان,قزوین,زنجان - سلطانیه) (متناظر توزین
673107,,زنجان,طارم,ذاکر
673108,,زنجان,فرودگاه,پل سارمساقلو
673109,,زنجان,طارم,تهم
673110,,سه‌راهی نیک‌پی,ماهنشان,بعد از سه‌راهی
673112,آزادراه,زنجان,قزوین,صائین قلعه - خرمدره
673113,,زنجان,میانه,زنجان - نیک‌پی
673122,,زنجان,خرمدره,قبل از پلیس راه) (متناظر توزین
673123,,قیدار,اردلان,مرز استان
673124,,قیدار,بیجار,مرز استان
673125,,طارم,خلخال,مرز استان
673126,,طارم,ماسوله,مرز استان
673151,,بیجار,زنجان,زرین‌آباد - زنجان
673152,,میانه,زنجان,سرچم - نیک‌پی
673153,,خرمدره,زنجان,صائین قلعه - سلطانیه
673154,,دندی,زنجان,
673155,آزادراه,تبریز,زنجان,عوارضی زنجان
673156,آزادراه,قزوین,زنجان,سلطانیه - زنجان
673157,,طارم,زنجان,ذاکر
673158,,فرودگاه,زنجان,پل سارمساقلو
673159,,طارم,زنجان,تهم
673160,,ماهنشان,سه‌راهی نیک‌پی,بعد از سه‌راهی
673162,آزادراه,قزوین,زنجان,خرمدره - صائین قلعه
673163,,میانه,زنجان,نیک‌پی - زنجان
673172,,خرمدره,زنجان,قبل از پلیس راه
673173,,اردلان,قیدار,مرز استان
673174,,بیجار,قیدار,مرز استان
673175,,خلخال,طارم,مرز استان
673176,,ماسوله,طارم,مرز استان
673201,,زنجان,بیجار,زرین‌آباد - بیجار
673210,آزادراه,زنجان,تبریز,بین دو عوارضی زنجان
673218,عوارضی,آزادراه قزوین،زنجان,ابهر,مجموع گیت ها
673221,عوارضی,آزادراه قزوین،زنجان,خرمدره,مجموع گیت ها
673222,,زنجان,بیجار,
673230,جاده قدیم,زنجان,میانه,انتهای حوزه
673231,,زنجان,دندی,
673251,,بیجار,زنجان,بیجار - زرین‌آباد
673260,آزادراه,تبریز,زنجان,بین دو عوارضی زنجان
673268,عوارضی,ابهر,آزادراه قزوین،زنجان,مجموع گیت ها
673271,عوارضی,خرمدره,آزادراه قزوین،زنجان,مجموع گیت ها
673272,,بیجار,زنجان,متناظر توزین
673280,جاده قدیم,میانه,زنجان,انتهای حوزه
673281,,دندی,زنجان,متناظر توزین
673301,,گیلوان,منجیل,
673351,,منجیل,گیلوان,
673401,آزادراه,زنجان,تبریز,سرچم - مرز استان
673402,,سرچم,اردبیل,
673404,آزادراه,زنجان,تبریز,نیک‌پی - سرچم
673409,عوارضی,آزادراه زنجان،تبریز,سرچم,مجموع گیت ها
673410,,مانشان,نیک پی,
673451,آزادراه,تبریز,زنجان,مرز استان - سرچم
673452,,اردبیل,سرچم,
673454,آزادراه,تبریز,زنجان,سرچم - نیک‌پی
673459,عوارضی,سرچم,آزادراه زنجان،تبریز,مجموع گیت ها
673460,,نیک پی,ماهنشان,
673501,آزادراه,زنجان,قزوین,ابهر - مرز استان
673502,,زنجان,سلطانیه,سلطانیه
673503,,ابهر,تاکستان,ابهر
673504,آزادراه,زنجان,قزوین,سلطانیه - صائین قلعه
673505,,ابهر,خرمدره کمربندی,
673551,آزادراه,قزوین,زنجان,مرز استان - ابهر
673552,,سلطانیه,زنجان,سلطانیه
673553,,تاکستان,ابهر,ابهر
673554,آزادراه,قزوین,زنجان,صائین قلعه - سلطانیه
673555,کمربندی,خرمدره,ابهر,
673601,,خرمدره,ابهر,
673602,,زنجان,خرمدره,صائین قلعه - خرمدره
673603,,زنجان,خرمدره,
673651,,ابهر,خرمدره,
673652,,خرمدره,زنجان,خرمدره - صائین قلعه
673653,,خرمدره,زنجان,متناظر توزین
673701,,خدابنده,ابهر,خدابنده
673702,,خدابنده,زرین رود,
673703,,خدابنده,بیجار,خورخوره
673704,,خدابنده,سلطانیه,دهجلال
673705,,زرینه رود,گرماب,
673751,,ابهر,خدابنده,خدابنده
673752,,زرین رود,خدابنده,
673753,,بیجار,خدابنده,خورخوره
673754,,سلطانیه,خدابنده,دهجلال
673755,,گرماب,زرینه رود,
713101,,کرمانشاه,بیستون,
713102,,کرمانشاه,قزانچی,
713103,,کرمانشاه,ماهیدشت,
713104,,قزانچی,روانسر,نوروزآباد
713105,,کرمانشاه,کوزران,
713106,,کنارگذر شرقی کرمانشاه (بیستون,اسلام آباد),
713107,,ماهیدشت,اسلام آباد,
713151,,بیستون,کرمانشاه,
713152,,قزانچی,کرمانشاه,
713153,,ماهیدشت,کرمانشاه,متناظر توزین
713154,,روانسر,قزانچی,نوروزآباد
713155,,کوزران,کرمانشاه,
713156,,کنارگذر شرقی کرمانشاه (اسلام آباد,بیستون),
713157,,اسلام آباد,ماهیدشت,
713201,,حمیل,اسلام آباد,
713202,,اسلام آباد,دالاهو,
713203,,اسلام‌آباد,ایوان,اسلام‌آباد - سرمست
713204,,سه راهی حمیل,سرابله,
713205,,کرمانشاه,هلشی,
713222,کمربندی,غربی کرمانشاه,,قزانچی - اسلام آباد
713238,,کرمانشاه,کامیاران,قزانچی
713239,,کرمانشاه,کامیاران,برنجان
713240,,حمیل,پلدختر,متناظر توزین
713251,,اسلام آباد,حمیل,
713252,,دالاهو,اسلام آباد,
713253,,ایوان,اسلام‌آباد,سرمست - اسلام‌آباد
713254,,سرابله,سه راهی حمیل,
713255,,هلشی,کرمانشاه,
713272,کمربندی,غربی کرمانشاه,,اسلام آباد - قزانچی
713288,,کامیاران,کرمانشاه,قزانچی) (متناظر توزین
713289,,کامیاران,کرمانشاه,برنجان
713290,,پلدختر,حمیل,
713301,,نوسود,پایانه مرزی گمرک نوسود,
713302,,پاوه,نوسود,
713304,,شیخ صله,پایانه شیخ صله,
713351,,پایانه مرزی گمرک نوسود,نوسود,
713352,,نوسود,پاوه,
713354,,پایانه شیخ صله,شیخ صله,
713401,,روانسر,پاوه,سه‌راهی بپاپوش
713402,,روانسر,پاوه,روانسر
713403,,سه راهی بیاشوش,جوانرود,
713404,,جوانرود,ثلاث باباجانی,
713451,,پاوه,روانسر,سه‌راهی بپاپوش
713452,,پاوه,روانسر,روانسر
713453,,جوانرود,سه راهی بیاشوش,
713454,,ثلاث باباجانی,جوانرود,
713501,,سرپل ذهاب,قصر شیرین,
713502,,سرپل ذهاب,ثلاث,
713503,,سرپل ذهاب,گیلان غرب,
713551,,قصرشیرین,سرپل ذهاب,
713552,,,,
713553,,گیلان غرب,سرپل ذهاب,
713601,,بیستون,میان راهان,
713602,,سنقر,قروه,
713603,,سنقر,کامیاران,
713604,,سنقر,اسدآباد,
713651,,میان راهان,بیستون,
713652,,,,
713653,,کامیاران,سنقر,
713654,,اسدآباد,سنقر,
713701,,دالاهو,سرپل ذهاب,
