|code|nowruz_02|nowruz_03
0|113201|['1401-12-28']|['1402-12-28']
1|113212.0|['1401-12-10', '1401-12-11', '1401-12-12', '1401-12-13']|
2|113228|['1401-12-29']|['1402-12-29']
3|113259||['1402-12-15', '1402-12-17', '1402-12-18', '1402-12-19']
4|113278||['1403-01-14']
5|113278.0|['1402-01-14']|
6|113293.0||['1403-01-06']
7|113299||['1403-01-11']
8|113341||['1403-01-09']
9|113401|['1402-01-13']|
10|113404|['1401-12-29']|
11|113418||['1402-12-28', '1402-12-29']
12|113418.0|['1401-12-29']|
13|113501||['1402-12-29']
14|113502||['1402-12-29']
15|113551|['1402-01-05']|
16|113604|['1401-12-28', '1401-12-29']|['1402-12-28', '1402-12-29']
17|113654|['1402-01-14']|
18|113815|['1402-01-13']|
19|113815.0||['1403-01-13']
20|113855|['1402-01-13']|['1403-01-13']
21|113865|['1402-01-13']|
22|113865.0||['1403-01-13']
23|113963||['1402-12-24']
24|114354||['1403-01-14']
25|114354.0|['1402-01-14']|
26|114357||['1402-12-28']
27|114358||['1402-12-28', '1402-12-29']
28|114358.0|['1401-12-28']|
29|114413|['1401-12-28']|
30|114551||['1403-01-18']
31|143101|['1402-01-01']|
32|143103.0|['1402-01-13']|
33|143104|['1401-12-29']|
34|143105|['1401-12-29']|['1402-12-28', '1402-12-29']
35|143108|['1401-12-28', '1401-12-29', '1402-01-01', '1402-01-02']|['1402-12-28', '1402-12-29', '1403-01-01', '1403-01-02']
36|143109|['1402-01-14']|
37|143110|['1401-12-25', '1401-12-28', '1401-12-29', '1402-01-01']|
38|143112|['1402-01-13']|
39|143114|['1401-12-22', '1401-12-23', '1402-01-02', '1402-01-03', '1402-01-08']|
40|143117|['1401-12-28', '1401-12-29', '1402-01-01']|
41|143118|['1401-12-28', '1401-12-29', '1402-01-01']|['1402-12-28', '1402-12-29']
42|143119|['1401-12-16', '1401-12-17', '1402-01-01']|['1403-01-13', '1403-01-14', '1403-01-15']
43|143120|['1401-12-16', '1401-12-17', '1401-12-18', '1402-01-01']|
44|143122||['1403-01-02', '1403-01-08', '1403-01-09']
45|143124|['1401-12-28', '1401-12-29']|['1402-12-28', '1402-12-29']
46|143129|['1402-01-14']|
47|143130|['1401-12-29']|
48|143132|['1402-01-13']|
49|143137||['1402-12-28']
50|143151|['1402-01-13']|
51|143152|['1402-01-15']|
52|143153.0|['1402-01-13']|
53|143155|['1402-01-13', '1402-01-14']|['1403-01-14']
54|143157||['1402-12-28']
55|143158|['1402-01-12']|['1403-01-10']
56|143160|['1402-01-14']|
57|143162|['1402-01-13']|
58|143164|['1402-01-08', '1402-01-09']|
59|143168.0|['1402-01-14']|
60|143169|['1401-12-16', '1401-12-17', '1402-01-02']|
61|143170|['1401-12-15', '1401-12-16', '1401-12-18', '1401-12-23']|
62|143172||['1403-01-02', '1403-01-03', '1403-01-04', '1403-01-05', '1403-01-09', '1403-01-10', '1403-01-12', '1403-01-13', '1403-01-14']
63|143174||['1403-01-14']
64|143175|['1402-01-14']|['1403-01-14']
65|143179|['1401-12-28', '1401-12-29']|['1402-12-28', '1402-12-29']
66|143181|['1401-12-29']|
67|143182|['1402-01-13']|
68|143183|['1401-12-28', '1401-12-29']|['1402-12-28', '1402-12-29']
69|143201|['1401-12-16', '1401-12-17']|
70|143202||['1402-12-28', '1402-12-29']
71|143220||['1402-12-28', '1402-12-29']
72|143220.0|['1401-12-28', '1401-12-29']|
73|143223|['1402-01-13']|
74|143225|['1401-12-29']|
75|143251|['1401-12-16', '1402-01-01']|
76|143275|['1402-01-13']|
77|143301||['1402-12-13', '1402-12-15']
78|143351|['1401-12-17']|
79|153104|['1401-12-28', '1401-12-29', '1402-01-01']|['1402-12-28', '1402-12-29']
80|153105|['1401-12-17']|['1402-12-29', '1403-01-01', '1403-01-02']
81|153106|['1401-12-29']|['1402-12-29']
82|153107|['1401-12-29', '1402-01-01']|['1402-12-29']
83|153112||['1402-12-28', '1402-12-29']
84|153113|['1401-12-29']|
85|153122|['1401-12-28', '1401-12-29']|['1402-12-28', '1402-12-29']
86|153123|['1402-01-13']|
87|153135|['1402-01-14', '1402-01-15']|['1403-01-14']
88|153139|['1401-12-29']|
89|153140||['1403-01-13']
90|153141|['1401-12-29']|
91|153154|['1402-01-14']|['1403-01-14', '1403-01-17']
92|153155|['1402-01-02', '1402-01-03', '1402-01-12']|['1403-01-12']
93|153156|['1402-01-12']|['1403-01-12']
94|153157|['1402-01-12']|
95|153161||['1402-12-29']
96|153162|['1402-01-14']|['1403-01-13']
97|153163|['1402-01-04', '1402-01-12', '1402-01-14', '1402-01-15']|['1403-01-12', '1403-01-13', '1403-01-14', '1403-01-15', '1403-01-16', '1403-01-17']
98|153172|['1402-01-12', '1402-01-14']|
99|153173|['1402-01-13']|
100|153185|['1401-12-28', '1401-12-29']|['1402-12-28', '1402-12-29']
101|153187||['1402-12-29']
102|153189|['1402-01-11']|
103|153202|['1401-12-29']|
104|153208|['1401-12-28', '1401-12-29']|
105|153221.0||['1402-12-11', '1402-12-13', '1402-12-26', '1402-12-28', '1403-01-01', '1403-01-02', '1403-01-05', '1403-01-06', '1403-01-08', '1403-01-10', '1403-01-11', '1403-01-14', '1403-01-15', '1403-01-16', '1403-01-18']
106|153301|['1401-12-16', '1401-12-18', '1401-12-20', '1401-12-21']|
107|153309||['1402-12-24']
108|153351|['1401-12-10']|
109|153402|['1402-01-13']|['1403-01-13']
110|153404|['1402-01-14']|
111|153404.0||['1403-01-14']
112|153452|['1402-01-13']|['1403-01-13']
113|153454|['1401-12-28', '1401-12-29']|
114|153454.0||['1402-12-28']
115|163106|['1402-01-18']|
116|163155.0|['1401-12-29', '1402-01-06']|
117|163156.0||['1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-15']
118|163212.0|['1402-01-11']|
119|163215|['1402-01-11']|
120|163221|['1402-01-02']|
121|163256||['1403-01-07']
122|163301|['1402-01-10']|
123|163352|['1402-01-04', '1402-01-05']|
124|163373||['1403-01-09', '1403-01-10']
125|163402|['1402-01-03', '1402-01-04', '1402-01-05', '1402-01-06', '1402-01-07', '1402-01-08', '1402-01-09', '1402-01-10']|
126|163501||['1402-12-28', '1403-01-04']
127|163501.0|['1402-01-06']|
128|163560|['1402-01-03', '1402-01-04', '1402-01-05', '1402-01-06']|['1403-01-04']
129|163751|['1402-01-04', '1402-01-05', '1402-01-06', '1402-01-09', '1402-01-10']|['1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-10']
130|163801||['1403-01-04', '1403-01-05']
131|163801.0|['1402-01-03', '1402-01-04', '1402-01-05', '1402-01-06', '1402-01-09']|
132|163802.0||['1403-01-05']
133|163810||['1403-01-08']
134|163852|['1402-01-04', '1402-01-05', '1402-01-06', '1402-01-07', '1402-01-08', '1402-01-09', '1402-01-10']|
135|163852.0||['1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-11']
136|163860||['1403-01-05', '1403-01-10', '1403-01-11']
137|163861||['1403-01-10']
138|163901|['1402-01-03', '1402-01-04', '1402-01-05', '1402-01-06', '1402-01-07', '1402-01-08', '1402-01-09', '1402-01-10']|
139|163901.0||['1403-01-03', '1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10']
140|163951|['1402-01-03', '1402-01-04', '1402-01-05', '1402-01-06', '1402-01-07']|['1403-01-03', '1403-01-04', '1403-01-07', '1403-01-09']
141|164119||['1403-01-07']
142|164151|['1402-01-04']|
143|164155|['1402-01-04']|
144|164156|['1401-12-29', '1402-01-04']|
145|164157|['1401-12-28', '1401-12-29', '1402-01-04']|['1402-12-28', '1402-12-29', '1403-01-07']
146|164401||['1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10']
147|164402|['1402-01-03', '1402-01-04', '1402-01-05', '1402-01-06', '1402-01-07', '1402-01-08', '1402-01-09', '1402-01-10']|['1403-01-04', '1403-01-07', '1403-01-08']
148|164451|['1402-01-04', '1402-01-05', '1402-01-06', '1402-01-07', '1402-01-08', '1402-01-09']|['1403-01-03', '1403-01-05', '1403-01-08']
149|164452|['1402-01-03', '1402-01-04', '1402-01-05', '1402-01-06', '1402-01-07', '1402-01-08', '1402-01-09', '1402-01-10']|['1403-01-03', '1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09']
150|164655||['1403-01-06']
151|164671||['1403-01-03']
152|164701|['1401-12-28']|['1402-12-28']
153|183104.0|['1402-01-10']|
154|183105|['1401-12-28', '1401-12-29', '1402-01-02']|
155|183112|['1401-12-10', '1401-12-11', '1401-12-12', '1401-12-15', '1401-12-16', '1401-12-20', '1401-12-21']|
156|183113|['1402-01-10']|
157|183155|['1402-01-05', '1402-01-11']|
158|183163|['1402-01-13']|['1403-01-13']
159|183170|['1402-01-05']|
160|183171|['1402-01-12', '1402-01-14']|
161|183215||['1402-12-28', '1403-01-01', '1403-01-02', '1403-01-03']
162|183216||['1403-01-09', '1403-01-19']
163|183266||['1403-01-04', '1403-01-06', '1403-01-10', '1403-01-11', '1403-01-12', '1403-01-13']
164|183269|['1401-12-14']|
165|184202|['1401-12-29', '1402-01-15']|
166|184205||['1402-12-16']
167|184214|['1401-12-25', '1401-12-28', '1401-12-29', '1402-01-01']|
168|184251|['1402-01-14']|
169|184257||['1402-12-11']
170|184264.0||['1402-12-29']
171|213106|['1401-12-23']|['1402-12-22']
172|213114|['1401-12-13', '1401-12-14', '1401-12-18', '1401-12-25']|
173|213155|['1402-01-13']|
174|213163|['1401-12-25']|
175|213164|['1401-12-11', '1401-12-18', '1401-12-25']|
176|213201||['1402-12-10', '1402-12-11', '1402-12-13']
177|213229.0|['1401-12-10', '1401-12-11', '1401-12-16', '1401-12-23', '1401-12-24', '1401-12-25']|
178|213233|['1401-12-28', '1401-12-29', '1402-01-01', '1402-01-02', '1402-01-03']|['1402-12-28', '1402-12-29', '1403-01-01', '1403-01-02', '1403-01-03', '1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08']
179|213234|['1401-12-28', '1401-12-29', '1402-01-01', '1402-01-02']|['1402-12-28', '1402-12-29', '1403-01-01', '1403-01-02', '1403-01-03', '1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08']
180|213251||['1402-12-10', '1402-12-11']
181|213259|['1402-01-13']|
182|213269|['1402-01-13']|
183|213278.0|['1401-12-24']|
184|213279||['1402-12-22']
185|213283|['1402-01-04', '1402-01-05', '1402-01-06', '1402-01-07', '1402-01-08', '1402-01-09', '1402-01-10', '1402-01-11', '1402-01-12']|['1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-12']
186|213284|['1402-01-03', '1402-01-04', '1402-01-05']|['1403-01-03', '1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-12', '1403-01-13']
187|213402||['1403-01-18', '1403-01-19', '1403-01-20']
188|213551|['1402-01-13']|['1403-01-05', '1403-01-07', '1403-01-08', '1403-01-12', '1403-01-18', '1403-01-19']
189|213602|['1402-01-13']|
190|213918||['1402-12-16', '1402-12-21', '1402-12-24', '1403-01-18']
191|213921||['1402-12-27', '1402-12-28']
192|213952.0|['1402-01-13']|
193|213968||['1402-12-17', '1402-12-18', '1402-12-21', '1402-12-25', '1403-01-08', '1403-01-18']
194|213971|['1402-01-04', '1402-01-05', '1402-01-06', '1402-01-07', '1402-01-08', '1402-01-09', '1402-01-10', '1402-01-12']|['1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-12', '1403-01-13']
195|214202|['1402-01-03', '1402-01-04', '1402-01-05', '1402-01-06', '1402-01-07', '1402-01-08', '1402-01-09', '1402-01-10']|['1403-01-06', '1403-01-07']
196|214204.0|['1401-12-25', '1401-12-26', '1401-12-28', '1401-12-29', '1402-01-01', '1402-01-02']|
197|214205|['1401-12-29']|
198|214206|['1402-01-06', '1402-01-07', '1402-01-08']|
199|214209|['1402-01-13']|['1403-01-13']
200|214210|['1402-01-13']|
201|214211||['1402-12-27']
202|214227.0|['1401-12-12', '1401-12-29', '1402-01-04', '1402-01-19', '1402-01-20']|
203|214239.0|['1401-12-25', '1401-12-28', '1401-12-29', '1402-01-01', '1402-01-02', '1402-01-03']|
204|214252.0|['1401-12-25', '1401-12-26', '1401-12-28', '1401-12-29', '1402-01-01', '1402-01-02', '1402-01-03', '1402-01-04', '1402-01-06']|
205|214254||['1402-12-28', '1402-12-29']
206|214255|['1402-01-04', '1402-01-05', '1402-01-06']|['1402-12-29', '1403-01-02']
207|214259|['1402-01-13']|
208|214277.0|['1401-12-19', '1401-12-24', '1401-12-25', '1401-12-26', '1401-12-27', '1401-12-28', '1402-01-01', '1402-01-10', '1402-01-11', '1402-01-13']|
209|214289||['1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-10']
210|214290|['1402-01-13']|
211|214301|['1401-12-25', '1401-12-26']|
212|214402|['1402-01-12', '1402-01-14']|
213|214452|['1401-12-29']|['1402-12-29']
214|214503|['1401-12-28', '1401-12-29']|
215|214553|['1402-01-11', '1402-01-13', '1402-01-14']|
216|214561||['1402-12-12', '1402-12-13', '1402-12-14', '1402-12-15', '1402-12-16']
217|214602|['1401-12-25', '1401-12-26', '1401-12-28']|['1402-12-28', '1402-12-29']
218|214603|['1401-12-25', '1401-12-26', '1401-12-27', '1401-12-28', '1401-12-29', '1402-01-04', '1402-01-06', '1402-01-07', '1402-01-08', '1402-01-09']|
219|214604|['1401-12-28', '1401-12-29']|['1402-12-28', '1402-12-29']
220|214641||['1402-12-22']
221|214641.0|['1401-12-23']|
222|214653|['1401-12-26', '1401-12-28', '1401-12-29', '1402-01-01', '1402-01-02', '1402-01-04', '1402-01-05', '1402-01-06']|['1402-12-29', '1403-01-01']
223|214657|['1402-01-11']|
224|214691||['1402-12-23']
225|214691.0|['1401-12-23', '1401-12-24', '1402-01-13']|
226|214703||['1402-12-11', '1403-01-13']
227|214751|['1402-01-13']|
228|214753||['1402-12-28', '1402-12-29', '1403-01-01', '1403-01-02', '1403-01-03', '1403-01-04', '1403-01-08', '1403-01-09']
229|214761|['1402-01-13']|
230|214801.0||['1402-12-12']
231|214851|['1402-01-13']|
232|214901||['1403-01-04']
233|214901.0|['1401-12-29', '1402-01-02', '1402-01-04', '1402-01-05', '1402-01-06', '1402-01-07', '1402-01-11']|
234|214902|['1401-12-28', '1401-12-29', '1402-01-01', '1402-01-02', '1402-01-03', '1402-01-04']|
235|214903||['1403-01-07', '1403-01-10', '1403-01-12']
236|214951|['1402-01-04']|
237|214952|['1402-01-04', '1402-01-05', '1402-01-06', '1402-01-07', '1402-01-08', '1402-01-11', '1402-01-12']|
238|214952.0||['1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-12']
239|214953|['1401-12-28', '1401-12-29']|['1402-12-20', '1402-12-21', '1402-12-22', '1402-12-23', '1402-12-24', '1402-12-25', '1402-12-26', '1402-12-27', '1402-12-28', '1402-12-29']
240|215104|['1401-12-10', '1401-12-11', '1401-12-13', '1401-12-14', '1401-12-15', '1401-12-16', '1401-12-17', '1401-12-18', '1401-12-25']|
241|215154|['1401-12-10', '1401-12-11', '1401-12-12', '1401-12-13', '1401-12-14', '1401-12-15', '1401-12-16', '1401-12-17', '1402-01-14']|
242|215205||['1402-12-28']
243|215253|['1402-01-11']|
244|215255||['1403-01-13']
245|215255.0|['1402-01-11', '1402-01-13', '1402-01-14']|
246|215353|['1402-01-13']|
247|263103|['1402-01-04']|['1403-01-04', '1403-01-09', '1403-01-10']
248|263104|['1402-01-14']|['1402-12-29', '1403-01-01']
249|263105|['1402-01-14']|['1402-12-29']
250|263112||['1402-12-28']
251|263153||['1403-01-10']
252|263154|['1401-12-28', '1401-12-29']|['1402-12-29', '1403-01-06']
253|263155|['1401-12-28', '1401-12-29']|['1402-12-28', '1402-12-29']
254|263162|['1402-01-14']|['1403-01-14']
255|263237|['1401-12-29', '1402-01-01']|['1403-01-01']
256|263452.0|['1402-01-14']|
257|263454|['1402-01-13', '1402-01-14']|
258|263501|['1402-01-01']|
259|263551|['1402-01-04', '1402-01-05']|
260|263602|['1401-12-25']|
261|263652|['1401-12-25']|
262|263702|['1402-01-04']|['1403-01-10']
263|263704||['1402-12-28']
264|263752|['1402-01-04']|['1403-01-03', '1403-01-10']
265|263802||['1403-01-10']
266|263804|['1402-01-03', '1402-01-04', '1402-01-11', '1402-01-13']|['1403-01-03', '1403-01-04', '1403-01-10']
267|263806|['1402-01-04', '1402-01-11']|['1403-01-10']
268|263852|['1402-01-13']|
269|263854|['1402-01-03', '1402-01-04', '1402-01-11', '1402-01-13']|['1403-01-10']
270|263856|['1402-01-04']|['1403-01-03', '1403-01-10']
271|263901|['1402-01-14']|
272|263902|['1401-12-29']|['1402-12-29']
273|263903|['1402-01-14']|['1403-01-14']
274|263951|['1401-12-28', '1401-12-29']|['1402-12-28', '1402-12-29']
275|263952|['1402-01-14']|['1403-01-14']
276|264202||['1402-12-21', '1402-12-24', '1402-12-26', '1402-12-27', '1402-12-28']
277|264402|['1402-01-04', '1402-01-05']|
278|264405|['1401-12-29', '1402-01-01']|['1402-12-29', '1403-01-01']
279|264406|['1402-01-13']|['1403-01-13']
280|264455|['1402-01-04']|['1403-01-06']
281|264456|['1402-01-13']|['1403-01-13']
282|264701|['1402-01-13']|
283|264703|['1401-12-29', '1402-01-02', '1402-01-03', '1402-01-04', '1402-01-05', '1402-01-06', '1402-01-07', '1402-01-08', '1402-01-10', '1402-01-12', '1402-01-13']|['1403-01-04', '1403-01-05', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-12']
284|264751|['1402-01-13']|['1403-01-13']
285|264753|['1402-01-03', '1402-01-04', '1402-01-05', '1402-01-06', '1402-01-13']|['1403-01-05', '1403-01-09', '1403-01-10']
286|313101||['1402-12-29']
287|313106||['1403-01-13']
288|313106.0|['1402-01-13']|
289|313107|['1402-01-13']|['1403-01-13']
290|313108|['1401-12-14', '1401-12-18']|
291|313120|['1402-01-13']|['1403-01-13']
292|313145|['1401-12-28', '1401-12-29']|['1402-12-29']
293|313146|['1402-01-01']|
294|313151|['1401-12-29']|
295|313156||['1403-01-13']
296|313157|['1402-01-13']|
297|313159|['1402-01-13']|
298|313160||['1402-12-16', '1403-01-15']
299|313170|['1402-01-13']|
300|313171|['1401-12-15', '1401-12-16']|
301|313180|['1402-01-13']|
302|313194||['1402-12-29', '1403-01-03', '1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-13']
303|313196|['1401-12-29']|
304|313223|['1401-12-28', '1401-12-29']|['1402-12-29']
305|313224|['1402-01-04']|
306|313258|['1402-01-13']|
307|313274|['1401-12-28', '1401-12-29']|['1402-12-29']
308|313299|['1402-01-13']|
309|313302||['1402-12-17']
310|313703||['1402-12-23', '1402-12-24']
311|313752||['1402-12-12']
312|313753||['1402-12-14']
313|313801|['1401-12-28', '1401-12-29', '1402-01-01']|['1402-12-29']
314|313805|['1401-12-29']|['1402-12-29']
315|313806|['1401-12-28', '1401-12-29', '1402-01-01', '1402-01-02']|['1402-12-29', '1403-01-01']
316|313822|['1402-01-04']|
317|313851|['1402-01-04']|
318|313855|['1401-12-26', '1401-12-27', '1401-12-28', '1401-12-29', '1402-01-01', '1402-01-02']|['1402-12-28', '1402-12-29', '1403-01-01', '1403-01-02', '1403-01-03', '1403-01-04', '1403-01-05']
319|313856|['1401-12-29', '1402-01-04']|['1402-12-29']
320|313872|['1401-12-28', '1401-12-29']|['1402-12-29']
321|313901|['1402-01-01', '1402-01-02']|
322|313902|['1402-01-01']|
323|313909|['1402-01-01', '1402-01-02', '1402-01-03']|['1403-01-02', '1403-01-03', '1403-01-04', '1403-01-05']
324|313951|['1402-01-04']|
325|313954|['1402-01-01', '1402-01-02']|
326|313960|['1402-01-13']|
327|314102||['1402-12-12', '1402-12-13']
328|314154||['1402-12-20', '1402-12-21', '1402-12-22', '1402-12-23', '1402-12-24']
329|314201|['1402-01-04', '1402-01-13', '1402-01-14']|['1403-01-04', '1403-01-05']
330|314202||['1403-01-02', '1403-01-03', '1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11']
331|314203|['1402-01-13']|['1403-01-13']
332|314251|['1401-12-29', '1402-01-10', '1402-01-11']|['1402-12-29']
333|314252|['1402-01-03', '1402-01-12']|['1403-01-02', '1403-01-03', '1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11']
334|314253||['1402-12-22', '1402-12-25']
335|314301|['1401-12-25', '1401-12-26', '1401-12-28', '1401-12-29', '1402-01-01']|['1402-12-29', '1403-01-01']
336|314303|['1401-12-29', '1402-01-01']|['1402-12-29', '1403-01-01', '1403-01-09']
337|314304|['1402-01-13']|['1403-01-09']
338|314305|['1402-01-01']|
339|314320|['1401-12-28', '1401-12-29']|['1402-12-28', '1402-12-29', '1403-01-02']
340|314351|['1402-01-13']|['1403-01-10', '1403-01-13']
341|314352|['1401-12-26', '1401-12-27', '1401-12-28', '1401-12-29']|['1402-12-28', '1402-12-29', '1403-01-01', '1403-01-02', '1403-01-03']
342|314353|['1401-12-25', '1401-12-26', '1401-12-27', '1401-12-28', '1402-01-13', '1402-01-14']|['1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-11', '1403-01-13', '1403-01-14', '1403-01-15', '1403-01-16']
343|314354|['1402-01-13']|['1403-01-13']
344|314370|['1402-01-02']|
345|314701|['1401-12-29', '1402-01-04']|['1402-12-29', '1403-01-10']
346|314751|['1401-12-28', '1401-12-29', '1402-01-01', '1402-01-02']|['1402-12-29', '1403-01-01', '1403-01-02']
347|315305|['1401-12-28', '1401-12-29', '1402-01-01', '1402-01-02', '1402-01-04']|['1402-12-29', '1403-01-01', '1403-01-02']
348|315355|['1401-12-26', '1401-12-28', '1402-01-04', '1402-01-05', '1402-01-06', '1402-01-11', '1402-01-13']|['1403-01-09', '1403-01-10']
349|315401|['1401-12-29', '1402-01-03']|
350|315451|['1402-01-04']|
351|315501|['1401-12-29', '1402-01-01', '1402-01-02', '1402-01-13']|['1402-12-29', '1403-01-02', '1403-01-03']
352|315502|['1401-12-29']|['1402-12-10', '1402-12-29']
353|315503|['1402-01-04']|
354|315505|['1402-01-11', '1402-01-12', '1402-01-13']|['1403-01-12', '1403-01-16']
355|315551|['1402-01-02', '1402-01-04', '1402-01-13']|['1403-01-04']
356|315552|['1402-01-04']|
357|315553|['1401-12-12', '1401-12-13', '1401-12-14', '1401-12-15', '1401-12-16', '1401-12-28', '1401-12-29']|['1402-12-29']
358|315554|['1401-12-25', '1401-12-26', '1401-12-27', '1401-12-28', '1401-12-29']|['1402-12-27', '1402-12-28', '1402-12-29']
359|315555|['1401-12-25', '1401-12-26', '1401-12-27', '1401-12-28', '1401-12-29']|['1402-12-25', '1402-12-27', '1402-12-28', '1402-12-29']
360|315701|['1402-01-02']|
361|315728|['1401-12-29', '1402-01-01']|['1403-01-01']
362|315751|['1401-12-29']|['1402-12-28', '1402-12-29', '1403-01-02', '1403-01-03', '1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09']
363|315773|['1402-01-02', '1402-01-13']|
364|315778|['1402-01-02']|
365|323101|['1402-01-13']|
366|323102|['1402-01-01', '1402-01-04']|
367|323105|['1402-01-01']|
368|323152|['1401-12-29', '1402-01-04', '1402-01-05']|
369|323203|['1402-01-12', '1402-01-13', '1402-01-14', '1402-01-15']|['1403-01-13', '1403-01-14', '1403-01-16', '1403-01-17']
370|323204|['1401-12-28']|['1402-12-27']
371|323205|['1401-12-25', '1401-12-28', '1401-12-29']|['1402-12-29']
372|323206|['1401-12-27', '1401-12-28', '1401-12-29']|['1403-01-05', '1403-01-09']
373|323207|['1401-12-27', '1401-12-28', '1401-12-29', '1402-01-05', '1402-01-09', '1402-01-11']|['1402-12-28', '1402-12-29', '1403-01-05', '1403-01-07', '1403-01-08', '1403-01-09']
374|323208|['1401-12-25', '1401-12-26', '1401-12-28', '1401-12-29']|['1402-12-27', '1402-12-28', '1402-12-29']
375|323209|['1402-01-13', '1402-01-14', '1402-01-15']|['1403-01-14', '1403-01-16', '1403-01-17']
376|323211|['1402-01-01', '1402-01-02', '1402-01-03', '1402-01-04', '1402-01-05']|['1403-01-03', '1403-01-04', '1403-01-05']
377|323226|['1401-12-28', '1401-12-29']|
378|323253|['1401-12-27', '1401-12-28', '1401-12-29']|['1402-12-27', '1402-12-28', '1402-12-29', '1403-01-01']
379|323254||['1402-12-27']
380|323255|['1401-12-28']|
381|323256|['1401-12-29', '1402-01-05']|['1403-01-06', '1403-01-08', '1403-01-09']
382|323257|['1401-12-27', '1401-12-28', '1402-01-05', '1402-01-06', '1402-01-09', '1402-01-10', '1402-01-11']|['1403-01-05', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-11']
383|323258|['1402-01-13', '1402-01-14']|['1403-01-14', '1403-01-17']
384|323259|['1401-12-25', '1401-12-26', '1401-12-27', '1401-12-28', '1401-12-29', '1402-01-01']|['1402-12-28', '1402-12-29', '1403-01-01']
385|323260||['1403-01-13']
386|323269.0|['1402-01-13', '1402-01-20']|['1403-01-13']
387|323302|['1402-01-01']|
388|323304.0|['1402-01-01', '1402-01-02', '1402-01-03', '1402-01-04']|
389|323305|['1401-12-28', '1401-12-29']|
390|323307||['1403-01-03', '1403-01-04', '1403-01-05']
391|323308|['1402-01-13']|
392|323309|['1402-01-03', '1402-01-04']|
393|323354.0|['1401-12-29', '1402-01-04']|
394|323357|['1401-12-29']|
395|323358|['1402-01-13']|
396|323551|['1402-01-01']|
397|323552|['1402-01-01', '1402-01-02']|
398|333101||['1402-12-23', '1402-12-24']
399|333108|['1401-12-26', '1401-12-28', '1401-12-29', '1402-01-01', '1402-01-02', '1402-01-03', '1402-01-04']|['1402-12-29', '1403-01-01', '1403-01-06', '1403-01-08', '1403-01-09', '1403-01-10']
400|333110|['1401-12-26', '1401-12-29', '1402-01-01', '1402-01-02', '1402-01-03', '1402-01-04', '1402-01-05', '1402-01-06']|['1402-12-26', '1402-12-29', '1403-01-01', '1403-01-02', '1403-01-03', '1403-01-04', '1403-01-05']
401|333112|['1401-12-29']|
402|333151||['1402-12-12', '1402-12-13']
403|333158||['1402-12-28', '1402-12-29', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10']
404|333160|['1401-12-28']|['1402-12-27', '1402-12-28', '1402-12-29']
405|333162|['1401-12-29']|
406|333201||['1403-01-06', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-16']
407|333215|['1401-12-28', '1401-12-29', '1402-01-01', '1402-01-02', '1402-01-03', '1402-01-04', '1402-01-05', '1402-01-11', '1402-01-12', '1402-01-13']|['1403-01-03', '1403-01-04', '1403-01-05', '1403-01-08', '1403-01-09', '1403-01-10']
408|333216|['1401-12-28', '1401-12-29', '1402-01-01', '1402-01-02', '1402-01-03', '1402-01-04']|['1402-12-29', '1403-01-01', '1403-01-02', '1403-01-03', '1403-01-04', '1403-01-05', '1403-01-06']
