|code|nowruz_02|nowruz_03
1041|714251.0||['1402-12-24', '1403-01-04', '1403-01-05', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-13']
1042|733102|['1401-12-20', '1401-12-21']|
1043|733104||['1402-12-29']
1044|733107|['1402-01-13']|['1403-01-13']
1045|733110||['1403-01-13']
1046|733110.0|['1402-01-13']|
1047|733111|['1402-01-13']|['1403-01-13']
1048|733154||['1402-12-28']
1049|733157||['1403-01-13', '1403-01-17']
1050|733161|['1402-01-13']|['1403-01-13']
1051|733202||['1403-01-02']
1052|733228|['1402-01-13']|
1053|733252||['1403-01-02']
1054|733302|['1402-01-02', '1402-01-11', '1402-01-13', '1402-01-14']|['1403-01-10', '1403-01-13']
1055|733352|['1402-01-04', '1402-01-13', '1402-01-14']|['1403-01-10', '1403-01-13']
1056|733402|['1401-12-28', '1401-12-29', '1402-01-04', '1402-01-10']|
1057|733412||['1403-01-13']
1058|733414|['1402-01-13']|['1403-01-13']
1059|733464|['1402-01-13']|['1403-01-13']
1060|733507|['1402-01-16']|
1061|733551|['1401-12-10']|
1062|733557|['1402-01-16']|
1063|733601|['1402-01-14']|
1064|733603.0|['1401-12-27']|
1065|733604||['1403-01-07']
1066|733606|['1401-12-29']|['1402-12-29']
1067|733607||['1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-14', '1403-01-15']
1068|733654||['1403-01-20']
1069|733656|['1402-01-13', '1402-01-14']|['1403-01-13', '1403-01-14']
1070|733707|['1402-01-13']|['1403-01-10', '1403-01-13']
1071|733708|['1402-01-12']|
1072|733751||['1403-01-13']
1073|733757|['1401-12-12', '1401-12-19', '1402-01-13']|['1403-01-13']
1074|733758||['1403-01-10', '1403-01-13']
1075|733801|['1402-01-05']|
1076|733802|['1402-01-18']|
1077|733901|['1402-01-04', '1402-01-09', '1402-01-10', '1402-01-13']|['1403-01-10', '1403-01-13']
1078|733951|['1402-01-04', '1402-01-05', '1402-01-09', '1402-01-10', '1402-01-13']|['1403-01-10', '1403-01-13']
1079|753102|['1402-01-14']|['1403-01-14']
1080|753104|['1402-01-14']|
1081|753105|['1402-01-14']|['1403-01-14']
1082|753108|['1401-12-29']|
1083|753152|['1401-12-29']|['1402-12-28']
1084|753154|['1401-12-28', '1401-12-29']|['1402-12-28', '1402-12-29']
1085|753155|['1401-12-28', '1401-12-29']|['1402-12-28', '1402-12-29']
1086|753158|['1402-01-14']|['1403-01-14']
1087|753159|['1401-12-28', '1401-12-29']|
1088|753160||['1402-12-24']
1089|753201||['1402-12-28', '1402-12-29']
1090|753203|['1401-12-29']|
1091|753228||['1403-01-14', '1403-01-15', '1403-01-17']
1092|753244|['1402-01-14']|['1403-01-14']
1093|753245||['1402-12-24', '1402-12-28']
1094|753245.0|['1401-12-25']|
1095|753251|['1402-01-14']|['1403-01-14']
1096|753252|['1402-01-14']|['1403-01-14']
1097|753278|['1401-12-29']|['1402-12-28', '1402-12-29', '1403-01-01']
1098|753294|['1401-12-29']|['1402-12-28', '1402-12-29']
1099|753295||['1403-01-14']
1100|753295.0|['1402-01-14']|
1101|753301|['1401-12-29']|['1402-12-29']
1102|753303|['1401-12-28', '1401-12-29']|['1402-12-28', '1402-12-29']
1103|753351|['1402-01-14']|['1403-01-14']
1104|753353|['1402-01-14']|['1403-01-14']
1105|753402|['1402-01-14']|
1106|753451|['1402-01-10']|['1403-01-09']
1107|753452||['1402-12-28']
1108|753508|['1402-01-14']|
1109|753558|['1401-12-28', '1401-12-29']|['1402-12-28', '1402-12-29']
1110|753602|['1401-12-28', '1401-12-29']|['1402-12-29']
1111|753607|['1402-01-07', '1402-01-09', '1402-01-14']|
1112|753656||['1402-12-27', '1403-01-11']
1113|753657|['1402-01-14']|
1114|753703|['1401-12-28', '1401-12-29']|
1115|753704|['1402-01-14']|
1116|753754|['1401-12-28', '1401-12-29']|['1402-12-28', '1402-12-29']
1117|753803||['1403-01-07', '1403-01-09', '1403-01-11']
1118|753852|['1401-12-29']|
1119|753853||['1403-01-11']
1120|753901|['1401-12-28', '1401-12-29']|['1402-12-29']
1121|753951|['1402-01-14']|
1122|773103||['1403-01-14']
1123|773105|['1402-01-13']|['1403-01-13']
1124|773108|['1402-01-13']|['1403-01-13']
1125|773109||['1403-01-09']
1126|773110||['1402-12-28', '1403-01-13', '1403-01-14']
1127|773113||['1402-12-20', '1403-01-03', '1403-01-09', '1403-01-10', '1403-01-12', '1403-01-13']
1128|773153|['1401-12-28', '1401-12-29']|['1402-12-28']
1129|773155|['1402-01-13']|['1403-01-13']
1130|773160||['1402-12-28', '1403-01-11', '1403-01-13']
1131|773163||['1403-01-04', '1403-01-09', '1403-01-10', '1403-01-12', '1403-01-13', '1403-01-17']
1132|773202||['1403-01-02', '1403-01-03']
1133|773203|['1401-12-28', '1401-12-29', '1402-01-01', '1402-01-02', '1402-01-03', '1402-01-04', '1402-01-05', '1402-01-08', '1402-01-09', '1402-01-10', '1402-01-11', '1402-01-12']|
1134|773207|['1402-01-12']|['1403-01-06', '1403-01-10', '1403-01-17']
1135|773222||['1402-12-24', '1402-12-27', '1402-12-28', '1403-01-02', '1403-01-09']
1136|773252|['1402-01-13', '1402-01-14']|['1403-01-10', '1403-01-11', '1403-01-12', '1403-01-13', '1403-01-14']
1137|773253|['1402-01-04', '1402-01-05', '1402-01-06', '1402-01-10', '1402-01-11', '1402-01-12', '1402-01-13', '1402-01-14']|
1138|773257|['1402-01-12', '1402-01-13']|['1403-01-10', '1403-01-13']
1139|773272||['1402-12-27', '1403-01-07', '1403-01-10', '1403-01-11', '1403-01-13', '1403-01-14', '1403-01-17']
1140|773304|['1402-01-12', '1402-01-13', '1402-01-14']|
1141|773304.0||['1403-01-13', '1403-01-14']
1142|773305||['1403-01-13']
1143|773307|['1401-12-27', '1401-12-28', '1401-12-29', '1402-01-02', '1402-01-03']|['1403-01-02']
1144|773319||['1402-12-28']
1145|773353||['1402-12-12', '1402-12-23', '1402-12-26']
1146|773354|['1401-12-25', '1401-12-26', '1401-12-27', '1401-12-28', '1401-12-29', '1402-01-01']|
1147|773354.0||['1402-12-28', '1403-01-02']
1148|773355|['1402-01-13']|
1149|773356|['1401-12-15', '1401-12-16', '1402-01-07']|['1402-12-13']
1150|773369|['1402-01-13']|
1151|773402|['1402-01-13', '1402-01-14']|
1152|773405||['1403-01-03', '1403-01-04', '1403-01-10', '1403-01-12', '1403-01-13', '1403-01-14', '1403-01-17']
1153|773451||['1403-01-14']
1154|773452|['1402-01-13']|
1155|773455||['1403-01-03', '1403-01-04', '1403-01-10', '1403-01-12', '1403-01-13', '1403-01-14', '1403-01-17']
1156|773502|['1401-12-28', '1401-12-29', '1402-01-03']|['1403-01-03', '1403-01-07', '1403-01-10', '1403-01-17', '1403-01-19']
1157|773503|['1402-01-14']|
1158|773507|['1401-12-28', '1401-12-29', '1402-01-01', '1402-01-02', '1402-01-03', '1402-01-04']|['1402-12-28', '1403-01-01', '1403-01-02', '1403-01-03', '1403-01-04', '1403-01-05', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10']
1159|773508|['1401-12-25', '1401-12-26', '1401-12-28', '1401-12-29', '1402-01-01', '1402-01-02', '1402-01-03', '1402-01-04']|
1160|773508.0||['1403-01-01', '1403-01-02']
1161|773554|['1401-12-28', '1401-12-29', '1402-01-01', '1402-01-02', '1402-01-03']|
1162|773557|['1402-01-04', '1402-01-05', '1402-01-06', '1402-01-10', '1402-01-11', '1402-01-12', '1402-01-13', '1402-01-14']|['1403-01-04', '1403-01-05', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-12', '1403-01-13', '1403-01-14']
1163|773558|['1402-01-04', '1402-01-05', '1402-01-06', '1402-01-07', '1402-01-08', '1402-01-09', '1402-01-10', '1402-01-11', '1402-01-12', '1402-01-13']|
1164|813101|['1401-12-25']|
1165|813102||['1402-12-24', '1402-12-27', '1402-12-28', '1403-01-02', '1403-01-07']
1166|813104|['1401-12-24', '1401-12-25', '1401-12-26', '1401-12-28', '1401-12-29', '1402-01-14', '1402-01-15']|
1167|813105||['1402-12-24', '1403-01-09', '1403-01-10', '1403-01-12', '1403-01-13']
1168|813107|['1401-12-26']|['1403-01-02']
1169|813109|['1401-12-25']|['1402-12-24']
1170|813110|['1402-01-12', '1402-01-13']|['1403-01-13']
1171|813111|['1402-01-10']|
1172|813119||['1402-12-24']
1173|813128|['1401-12-25', '1401-12-28', '1401-12-29', '1402-01-03', '1402-01-04', '1402-01-05', '1402-01-09', '1402-01-10', '1402-01-12', '1402-01-13']|['1403-01-04']
1174|813151|['1402-01-13']|['1403-01-13']
1175|813155|['1402-01-10']|['1403-01-09', '1403-01-10']
1176|813157|['1402-01-05', '1402-01-06', '1402-01-11']|['1403-01-10', '1403-01-15']
1177|813159|['1401-12-25', '1402-01-13']|['1402-12-24', '1403-01-09']
1178|813160|['1402-01-05', '1402-01-12', '1402-01-13', '1402-01-14']|['1403-01-10', '1403-01-13', '1403-01-14', '1403-01-17']
1179|813178|['1402-01-04', '1402-01-05', '1402-01-09', '1402-01-10', '1402-01-12', '1402-01-13']|['1403-01-04']
1180|813201||['1402-12-16', '1402-12-22', '1403-01-18', '1403-01-19', '1403-01-20']
1181|813258|['1402-01-13']|['1403-01-10', '1403-01-12', '1403-01-13']
1182|813259||['1403-01-07']
1183|813301||['1402-12-10', '1402-12-17', '1402-12-24', '1403-01-08', '1403-01-09']
1184|813302|['1402-01-04', '1402-01-12']|['1403-01-03', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-12']
1185|813304|['1402-01-10']|['1402-12-23', '1402-12-24', '1403-01-10', '1403-01-11']
1186|813305|['1401-12-25', '1401-12-28', '1401-12-29', '1402-01-03', '1402-01-10']|['1402-12-24', '1402-12-28']
1187|813351||['1403-01-09']
1188|813352|['1402-01-04']|['1403-01-05', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-15']
1189|813354||['1402-12-24']
1190|813355|['1402-01-03', '1402-01-04', '1402-01-05', '1402-01-10', '1402-01-12', '1402-01-14']|
1191|813402|['1402-01-13', '1402-01-14']|['1403-01-13']
1192|813553||['1402-12-11']
1193|813602|['1401-12-27']|
1194|813604|['1402-01-05', '1402-01-12', '1402-01-13']|
1195|813605|['1401-12-25', '1401-12-26', '1401-12-28', '1401-12-29']|
1196|813605.0||['1402-12-28']
1197|813610||['1403-01-10']
1198|813617|['1401-12-25', '1401-12-26', '1401-12-27', '1401-12-28', '1401-12-29']|
1199|813651|['1401-12-28']|
1200|813651.0||['1402-12-28']
1201|813652|['1401-12-10', '1401-12-25']|
1202|813654|['1402-01-12', '1402-01-13']|['1403-01-13']
1203|813667|['1402-01-12', '1402-01-14']|['1403-01-10', '1403-01-11', '1403-01-12', '1403-01-14', '1403-01-16', '1403-01-17']
1204|813701|['1402-01-05', '1402-01-10']|['1403-01-05', '1403-01-09', '1403-01-10']
1205|813752|['1402-01-14']|
1206|813901|['1402-01-10']|['1403-01-02']
1207|833104|['1402-01-09', '1402-01-10']|
1208|833112||['1402-12-24']
1209|833154|['1402-01-13', '1402-01-18']|
1210|833162|['1401-12-13', '1402-01-13']|['1403-01-13']
1211|833201|['1402-01-11', '1402-01-12']|
1212|833211|['1402-01-02', '1402-01-03', '1402-01-04', '1402-01-05']|['1403-01-02', '1403-01-03', '1403-01-04', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-12', '1403-01-13']
1213|833222|['1402-01-13']|
1214|833251|['1402-01-10']|
1215|833260|['1401-12-25', '1402-01-10']|['1402-12-24', '1402-12-27', '1403-01-02', '1403-01-06', '1403-01-07', '1403-01-09']
1216|833261|['1401-12-12', '1401-12-19', '1402-01-03', '1402-01-05']|['1403-01-02', '1403-01-04', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-12', '1403-01-13']
1217|833272|['1402-01-13']|
1218|833272.0||['1403-01-13']
1219|833302|['1402-01-03', '1402-01-04', '1402-01-09', '1402-01-10', '1402-01-12', '1402-01-13']|['1403-01-03', '1403-01-04', '1403-01-12', '1403-01-13']
1220|833304|['1402-01-09', '1402-01-10']|['1403-01-01', '1403-01-02', '1403-01-03', '1403-01-04', '1403-01-05', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-12', '1403-01-13']
1221|833305|['1402-01-09', '1402-01-10', '1402-01-11', '1402-01-12', '1402-01-13', '1402-01-16']|['1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-12', '1403-01-13']
1222|833306|['1402-01-09', '1402-01-10', '1402-01-12']|['1402-12-12', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-12']
1223|833352|['1401-12-28', '1401-12-29', '1402-01-02', '1402-01-03', '1402-01-04', '1402-01-05', '1402-01-08', '1402-01-09', '1402-01-10', '1402-01-11', '1402-01-12', '1402-01-13']|['1403-01-02', '1403-01-03', '1403-01-04', '1403-01-05', '1403-01-09', '1403-01-10', '1403-01-12', '1403-01-13']
1224|833354|['1402-01-02', '1402-01-03', '1402-01-04', '1402-01-05', '1402-01-08', '1402-01-09', '1402-01-10', '1402-01-11', '1402-01-12', '1402-01-13']|['1403-01-02', '1403-01-03', '1403-01-04', '1403-01-05', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-12', '1403-01-13']
1225|833355|['1402-01-04', '1402-01-09', '1402-01-10', '1402-01-11', '1402-01-12', '1402-01-13', '1402-01-16']|['1403-01-09', '1403-01-10', '1403-01-11', '1403-01-12', '1403-01-13']
1226|833356|['1402-01-03', '1402-01-04', '1402-01-09', '1402-01-10', '1402-01-12', '1402-01-13', '1402-01-18', '1402-01-19']|['1403-01-02', '1403-01-03', '1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-12', '1403-01-13', '1403-01-17']
1227|833403||['1403-01-02', '1403-01-03', '1403-01-04', '1403-01-07', '1403-01-08', '1403-01-09']
1228|833503|['1401-12-25', '1402-01-02', '1402-01-04']|['1402-12-24', '1403-01-02']
1229|833553|['1402-01-04']|
1230|833610|['1402-01-02', '1402-01-03', '1402-01-04', '1402-01-05', '1402-01-07', '1402-01-08', '1402-01-09', '1402-01-10', '1402-01-12']|['1402-12-29', '1403-01-02', '1403-01-03', '1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-12']
1231|833616|['1402-01-02', '1402-01-03', '1402-01-06', '1402-01-07', '1402-01-08', '1402-01-14', '1402-01-15', '1402-01-16', '1402-01-18']|
1232|833658||['1402-12-24']
1233|833660|['1402-01-04', '1402-01-05', '1402-01-09', '1402-01-10', '1402-01-12', '1402-01-13']|['1403-01-04', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-12', '1403-01-13', '1403-01-14', '1403-01-17']
1234|833666|['1402-01-04', '1402-01-06', '1402-01-07', '1402-01-08', '1402-01-15', '1402-01-16', '1402-01-18']|
1235|833703.0||['1403-01-16', '1403-01-17']
1236|833704|['1402-01-02', '1402-01-04', '1402-01-09', '1402-01-10', '1402-01-12', '1402-01-13']|['1403-01-02', '1403-01-03', '1403-01-04', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-12', '1403-01-13']
1237|833752|['1402-01-02']|
1238|833753.0||['1403-01-17']
1239|833754|['1402-01-02', '1402-01-03', '1402-01-04', '1402-01-05', '1402-01-09', '1402-01-10', '1402-01-12', '1402-01-13']|['1403-01-02', '1403-01-03', '1403-01-04', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-12', '1403-01-13']
1240|833757|['1401-12-19', '1401-12-22', '1401-12-23', '1401-12-24', '1402-01-11']|
1241|853101||['1403-01-02']
1242|853151||['1403-01-10', '1403-01-13']
1243|853155|['1401-12-26', '1401-12-28', '1401-12-29']|
1244|853201|['1401-12-28']|['1403-01-09']
1245|853214|['1402-01-05', '1402-01-06', '1402-01-08', '1402-01-09']|
1246|853215||['1403-01-04', '1403-01-05', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11']
1247|853251|['1401-12-27', '1401-12-28']|['1403-01-02', '1403-01-09']
1248|853264|['1401-12-28', '1401-12-29', '1402-01-01']|
1249|853265||['1403-01-05', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10']
1250|853301|['1402-01-04', '1402-01-05', '1402-01-06', '1402-01-08', '1402-01-09', '1402-01-10', '1402-01-11', '1402-01-12', '1402-01-13']|
1251|853301.0||['1403-01-04', '1403-01-05', '1403-01-07', '1403-01-08', '1403-01-10', '1403-01-11', '1403-01-12']
1252|853302|['1402-01-03']|['1403-01-02', '1403-01-03', '1403-01-04', '1403-01-07', '1403-01-08', '1403-01-09']
1253|853306|['1402-01-03', '1402-01-04', '1402-01-10', '1402-01-11', '1402-01-12']|['1403-01-02', '1403-01-03', '1403-01-04', '1403-01-08', '1403-01-10']
1254|853311|['1401-12-28', '1401-12-29', '1402-01-01', '1402-01-02', '1402-01-03']|
1255|853312.0||['1403-01-04', '1403-01-07', '1403-01-08']
1256|853314|['1401-12-29', '1402-01-01', '1402-01-02', '1402-01-03', '1402-01-04', '1402-01-05']|['1403-01-01', '1403-01-02', '1403-01-03', '1403-01-04', '1403-01-07', '1403-01-08', '1403-01-09']
1257|853351|['1401-12-29', '1402-01-02', '1402-01-03', '1402-01-04', '1402-01-13']|['1402-12-28', '1403-01-02', '1403-01-03', '1403-01-04', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-13']
1258|853352|['1401-12-25', '1402-01-10']|['1402-12-26', '1402-12-28', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10']
1259|853353||['1402-12-28']
1260|853361|['1402-01-04', '1402-01-05', '1402-01-06', '1402-01-08', '1402-01-10', '1402-01-11', '1402-01-12', '1402-01-13']|
1261|853362.0||['1402-12-28', '1403-01-07', '1403-01-08', '1403-01-09']
1262|853364|['1402-01-03', '1402-01-04', '1402-01-05', '1402-01-06', '1402-01-08', '1402-01-09', '1402-01-10', '1402-01-11', '1402-01-12']|['1403-01-04', '1403-01-05', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-12']
1263|853401|['1401-12-25', '1401-12-26', '1401-12-27', '1401-12-28', '1401-12-29', '1402-01-01', '1402-01-02', '1402-01-03']|['1402-12-28', '1403-01-02']
1264|853404|['1402-01-12', '1402-01-13']|
1265|853451|['1402-01-04', '1402-01-05', '1402-01-06', '1402-01-07', '1402-01-08', '1402-01-09', '1402-01-10', '1402-01-11', '1402-01-12']|
1266|853454|['1402-01-13']|['1403-01-13']
1267|873104|['1401-12-28', '1401-12-29', '1402-01-01']|['1402-12-28', '1402-12-29', '1403-01-01', '1403-01-02']
1268|873151|['1401-12-28', '1401-12-29']|['1402-12-28', '1402-12-29', '1403-01-01']
1269|873153|['1401-12-28']|['1402-12-28']
1270|873154||['1403-01-13']
1271|873155|['1401-12-27', '1401-12-28', '1401-12-29']|['1402-12-27', '1402-12-28', '1402-12-29']
1272|873156|['1402-01-13']|
1273|873165|['1402-01-13']|
1274|873202||['1403-01-13']
1275|873205|['1401-12-26', '1401-12-27', '1401-12-28', '1401-12-29']|['1402-12-28', '1402-12-29', '1403-01-01']
1276|873229|['1401-12-28', '1401-12-29', '1402-01-01']|['1402-12-28', '1402-12-29', '1403-01-01']
1277|873230|['1401-12-26', '1401-12-27', '1401-12-28', '1401-12-29']|['1402-12-28', '1402-12-29']
1278|873254|['1402-01-13']|
1279|873255|['1402-01-11', '1402-01-14']|['1403-01-13']
1280|873279|['1402-01-12', '1402-01-13']|['1403-01-13']
1281|873280|['1402-01-14']|['1403-01-17']
1282|873301|['1401-12-28', '1401-12-29']|['1402-12-28', '1402-12-29', '1403-01-01', '1403-01-02']
1283|873302|['1402-01-14']|
1284|873306|['1401-12-26', '1401-12-28', '1401-12-29']|['1402-12-28', '1402-12-29', '1403-01-01']
1285|873307|['1401-12-29']|
1286|873308|['1401-12-26', '1401-12-27', '1401-12-28', '1401-12-29']|['1402-12-28', '1402-12-29']
1287|873328.0|['1402-01-13']|
1288|873329|['1401-12-16', '1401-12-23', '1401-12-28', '1401-12-29', '1402-01-04', '1402-01-13']|['1402-12-29', '1403-01-13']
1289|873351|['1402-01-03']|
1290|873352|['1401-12-28', '1401-12-29']|['1402-12-28', '1402-12-29']
1291|873357|['1401-12-26', '1402-01-06', '1402-01-07']|['1403-01-08']
1292|873358.0|['1402-01-14']|
1293|873379|['1401-12-26', '1402-01-04', '1402-01-13']|['1403-01-13']
1294|873402|['1401-12-28']|['1402-12-28', '1402-12-29']
1295|873403|['1401-12-25', '1401-12-28', '1401-12-29', '1402-01-01']|['1402-12-28', '1402-12-29']
1296|873404|['1401-12-28']|
1297|873405|['1401-12-26', '1401-12-27', '1401-12-28', '1401-12-29', '1402-01-01']|['1402-12-28', '1402-12-29', '1403-01-01']
1298|873452|['1402-01-14']|
1299|873453|['1402-01-11', '1402-01-13', '1402-01-14']|['1403-01-13', '1403-01-17']
1300|873455|['1402-01-14']|['1403-01-13', '1403-01-17']
1301|873465|['1402-01-13']|['1403-01-13']
1302|913106|['1402-01-14']|
1303|913106.0||['1403-01-14']
1304|913108|['1402-01-04', '1402-01-05']|['1403-01-05']
1305|913154|['1402-01-13']|
1306|913156|['1401-12-29', '1402-01-01']|
1307|913156.0||['1402-12-29']
1308|913158|['1402-01-01']|
1309|913201|['1402-01-04', '1402-01-05']|
1310|913218|['1402-01-14']|
1311|913228||['1403-01-13']
1312|913229|['1401-12-29', '1402-01-01']|
1313|913268|['1401-12-29']|
1314|913275|['1402-01-04']|
1315|913276|['1402-01-11']|
1316|913278||['1403-01-13']
1317|913279|['1402-01-13', '1402-01-14']|['1403-01-13', '1403-01-14']
1318|913351|['1402-01-04', '1402-01-05']|
1319|913402|['1402-01-02', '1402-01-03', '1402-01-04']|['1403-01-04', '1403-01-09', '1403-01-14']
1320|913452|['1402-01-02', '1402-01-03']|['1403-01-08', '1403-01-09', '1403-01-11']
1321|913501|['1402-01-02']|['1403-01-09', '1403-01-10', '1403-01-13']
1322|913502|['1401-12-27', '1401-12-28']|
1323|913507|['1402-01-03', '1402-01-04', '1402-01-05', '1402-01-13']|
1324|913551||['1403-01-09', '1403-01-10', '1403-01-13']
1325|913557|['1402-01-13']|
1326|913559|['1402-01-04', '1402-01-05']|
1327|913560|['1402-01-02', '1402-01-13']|
1328|913561|['1402-01-02']|
1329|913801|['1402-01-02', '1402-01-04']|['1403-01-07', '1403-01-10']
1330|913851|['1402-01-02']|['1403-01-10']
1331|913904|['1402-01-13', '1402-01-14']|['1403-01-13']
1332|913954|['1401-12-29', '1402-01-01']|
1333|933108||['1403-01-09']
1334|933303||['1402-12-25', '1402-12-26', '1402-12-27', '1402-12-28', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10']
1335|933304||['1403-01-15', '1403-01-16', '1403-01-19']
1336|933353||['1402-12-28', '1402-12-29', '1403-01-02', '1403-01-03']
1337|933354||['1402-12-18', '1403-01-08', '1403-01-13', '1403-01-16', '1403-01-17', '1403-01-18', '1403-01-20']
1338|933452||['1403-01-16', '1403-01-17', '1403-01-18', '1403-01-20']
1339|933555||['1402-12-18']
1340|933612||['1402-12-20']
1341|933662||['1402-12-23']
1342|933713||['1403-01-07']
1343|933715||['1402-12-28', '1402-12-29', '1403-01-01', '1403-01-02', '1403-01-03', '1403-01-04', '1403-01-09']
1344|933765||['1403-01-01', '1403-01-02', '1403-01-03', '1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-12', '1403-01-13']
1345|933804||['1403-01-05', '1403-01-13', '1403-01-15', '1403-01-16', '1403-01-19', '1403-01-20']
1346|933905||['1402-12-29', '1403-01-01', '1403-01-02', '1403-01-03', '1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07']
1347|933955||['1402-12-28', '1402-12-29', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10']
1348|934101||['1403-01-17']
1349|953102|['1401-12-18', '1402-01-02', '1402-01-03', '1402-01-04', '1402-01-05', '1402-01-06', '1402-01-07', '1402-01-08', '1402-01-09', '1402-01-10', '1402-01-11']|['1403-01-03', '1403-01-04', '1403-01-08', '1403-01-09', '1403-01-10']
1350|953103|['1402-01-02', '1402-01-03', '1402-01-04', '1402-01-05', '1402-01-06', '1402-01-07', '1402-01-08', '1402-01-09']|['1403-01-03', '1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10']
1351|953114|['1401-12-16']|
1352|953127|['1402-01-02', '1402-01-03', '1402-01-04', '1402-01-05', '1402-01-06', '1402-01-07', '1402-01-08', '1402-01-09', '1402-01-10']|['1403-01-02', '1403-01-03', '1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11']
1353|953151||['1402-12-18', '1403-01-02', '1403-01-03', '1403-01-04', '1403-01-07', '1403-01-08', '1403-01-09']
1354|953152|['1402-01-03', '1402-01-04', '1402-01-05', '1402-01-06', '1402-01-10', '1402-01-11']|['1403-01-02', '1403-01-03', '1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11']
1355|953153|['1402-01-02', '1402-01-03', '1402-01-04', '1402-01-05', '1402-01-06']|['1403-01-02', '1403-01-03', '1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09']
1356|953164||['1403-01-03', '1403-01-04', '1403-01-07', '1403-01-08']
1357|953165|['1401-12-23']|
1358|953177|['1402-01-02', '1402-01-03', '1402-01-04', '1402-01-05', '1402-01-06', '1402-01-07', '1402-01-08', '1402-01-09', '1402-01-11']|['1403-01-03', '1403-01-04', '1403-01-05', '1403-01-06', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11']
1359|953202|['1401-12-11', '1402-01-11', '1402-01-12', '1402-01-13']|['1403-01-11', '1403-01-12']
1360|953214||['1403-01-09']
1361|953252|['1401-12-12', '1401-12-19', '1402-01-02', '1402-01-04', '1402-01-13']|['1403-01-04', '1403-01-13']
1362|953264|['1402-01-02']|['1403-01-02', '1403-01-03', '1403-01-04', '1403-01-07', '1403-01-08']
1363|953302||['1402-12-24']
1364|953401|['1402-01-04', '1402-01-05', '1402-01-06', '1402-01-09', '1402-01-10', '1402-01-11', '1402-01-12']|['1402-12-28', '1403-01-02', '1403-01-03', '1403-01-04', '1403-01-07', '1403-01-08']
1365|953404|['1402-01-04', '1402-01-05', '1402-01-06', '1402-01-10', '1402-01-11', '1402-01-12']|['1403-01-04', '1403-01-05', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-12']
1366|953451|['1402-01-02', '1402-01-03', '1402-01-04']|['1402-12-27', '1403-01-04', '1403-01-05', '1403-01-07', '1403-01-08', '1403-01-09', '1403-01-10', '1403-01-11', '1403-01-12']
1367|953454|['1401-12-29', '1402-01-01', '1402-01-02', '1402-01-03', '1402-01-04']|['1403-01-02', '1403-01-03', '1403-01-04', '1403-01-07', '1403-01-08', '1403-01-09']
1368|953468|['1402-01-05']|['1403-01-04', '1403-01-05', '1403-01-07', '1403-01-09', '1403-01-11']
